method,ndcg@3,performance_loss,top_1_accuracy,top_3_accuracy,n_folds,cnotc_trial_complexity,cnotc_pool_fraction,cnotc_near_oracle_coverage,cnotc_exact_best_coverage,cnotc_best_in_set_performance_loss,budget_10_at_5_size,budget_10_at_5_pool_fraction,budget_10_at_5_near_oracle_coverage,budget_10_at_5_exact_best_coverage,budget_10_at_5_best_in_set_performance_loss
rrf_equal,80.79595449475873,8.645585093700195,33.33333333333333,44.44444444444444,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
single_new_typ,85.64892928994509,9.674249695182636,22.22222222222222,66.66666666666666,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
composite_equal,77.62992252313587,10.46643380209982,22.22222222222222,55.55555555555556,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
lightgbm_lambdarank,78.83312176831872,10.798299922647107,0.0,22.22222222222222,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
single_distals_wiki_size,79.31365134590489,12.811551676519356,11.11111111111111,77.77777777777779,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
single_script,77.89536552116836,13.210192534235276,0.0,55.55555555555556,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
single_distals_asjp,73.55640181561398,14.891454904018026,22.22222222222222,44.44444444444444,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
mlp_listnet,76.52743611491064,15.273027624865392,22.22222222222222,44.44444444444444,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
single_new_geo,73.025515819549,16.35092380296057,22.22222222222222,44.44444444444444,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
random,67.170767453095,20.97345413350125,0.0,33.33333333333333,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
single_new_gen,71.7012465293609,21.457699533754962,0.0,66.66666666666666,9,8.0,100.0,100.0,100.0,0.0,8.0,100.0,100.0,100.0,0.0
