method,ndcg@3,performance_loss,top_1_accuracy,top_3_accuracy,n_folds,cnotc_trial_complexity,cnotc_pool_fraction,cnotc_near_oracle_coverage,cnotc_exact_best_coverage,cnotc_best_in_set_performance_loss,budget_10_at_5_size,budget_10_at_5_pool_fraction,budget_10_at_5_near_oracle_coverage,budget_10_at_5_exact_best_coverage,budget_10_at_5_best_in_set_performance_loss
lightgbm_lambdarank,74.75543422197536,9.761790763657094,57.377049180327866,74.72677595628416,732,8.16120218579235,27.242007411594756,92.4863387978142,87.29508196721312,1.1830657205312323,10.0,33.38044092707745,94.39890710382514,88.9344262295082,0.9182076332748892
mlp_listnet,59.66748924140132,10.821848667824034,56.01092896174863,66.53005464480874,732,13.259562841530055,44.258055398530246,87.97814207650273,82.10382513661202,1.9536872623560975,10.0,33.38044092707745,85.79234972677595,79.09836065573771,2.343511779252526
composite_equal,39.44085456809776,29.49544657117526,26.366120218579237,34.2896174863388,732,19.993169398907103,66.73764210790779,90.7103825136612,87.02185792349727,1.5202486327539821,10.0,33.38044092707745,60.245901639344254,52.595628415300546,9.723523104649141
rrf_equal,36.98932705029137,33.231336549091345,22.814207650273225,32.78688524590164,732,21.3551912568306,71.28352490421457,88.66120218579235,84.97267759562843,1.914219444416024,10.0,33.38044092707745,60.79234972677595,53.68852459016394,9.852344949930956
nnrank,38.891867439199395,35.939205506688026,26.50273224043716,40.98360655737705,732,23.0,76.77501413227812,96.72131147540983,93.85245901639344,0.6730199095656357,10.0,33.38044092707745,64.89071038251366,56.557377049180324,7.87903658325172
single_new_geo,37.92355252176036,39.00225988494708,15.573770491803279,32.78688524590164,732,27.065573770491802,90.34592676339429,89.75409836065575,87.1584699453552,2.1553748886199453,10.0,33.38044092707745,48.90710382513661,41.53005464480874,12.707643023896958
random,30.911998416491137,45.5240380952517,2.3224043715846996,31.284153005464482,732,23.0,76.77501413227812,94.94535519125684,91.39344262295081,0.7208800215298712,10.0,33.38044092707745,47.6775956284153,40.02732240437158,14.764044845977542
single_new_typ,33.060853158898844,46.09302421106386,16.256830601092894,55.87431693989071,732,20.557377049180328,68.62288800954714,90.84699453551912,85.65573770491804,1.3946495506640022,10.0,33.38044092707745,78.14207650273224,70.90163934426229,4.3925361626937605
single_distals_asjp,22.344835537176053,55.43270624048612,3.825136612021858,18.169398907103826,732,27.937158469945356,93.25576282896803,92.62295081967213,90.98360655737704,1.6297374940647018,10.0,33.38044092707745,46.58469945355191,39.07103825136612,14.833865048744466
single_script,26.18823184883429,60.10346858168415,0.819672131147541,6.420765027322404,732,11.224043715846994,37.46309905156712,86.88524590163934,79.78142076502732,2.1059520763980095,10.0,33.38044092707745,86.47540983606558,79.50819672131148,2.19060595558421
single_distals_wiki_size,20.743026406691175,62.579532509632074,0.4098360655737705,3.1420765027322406,732,23.0,76.77501413227812,97.6775956284153,95.62841530054644,0.4873400068048833,10.0,33.38044092707745,25.40983606557377,17.349726775956285,18.371118935752957
single_new_gen,14.739357431947742,63.667787857264024,0.273224043715847,12.431693989071038,732,21.166666666666668,70.65558067960555,91.80327868852459,85.92896174863388,1.436246136165823,10.0,33.38044092707745,31.830601092896178,24.59016393442623,20.260768990365577
