method,hrl->hrl,hrl->mrl,hrl->lrl,mrl->hrl,mrl->mrl,mrl->lrl,lrl->hrl,lrl->mrl,lrl->lrl,*->hrl,*->mrl,*->lrl
random,,8.455598729906262,67.63204137042102,11.318934717072,10.988235099336098,42.419073903224906,,,,11.318934717072,10.67165555315737,47.058835391482106
single_new_gen,7.694535743024103,9.727772767949626,68.1482675620834,16.723316166063675,9.685739461938294,23.713164318694453,,4.496682146673964,61.945334947302456,11.56401306718392,9.490545393474612,66.04293798944877
single_new_typ,28.841828065082943,17.694312699597088,42.03701031089462,13.448084240804375,16.18419836978576,31.65863377896188,,26.01493417640515,60.30424873570147,15.6471905014156,16.65673379213704,47.40485275032462
single_new_geo,15.406757996421982,11.696391937012775,43.819217937571885,18.0219212440715,9.160771660371262,38.96659447227532,,4.496682146673964,,17.27473174474306,9.177736287020666,40.24032160154003
single_script,,9.778206724492478,60.26938053683269,12.686355679748587,15.82501156001468,62.56639203163814,,7.99937172809856,45.215001192224555,12.686355679748587,14.66897450439482,62.132495183921655
single_distals_asjp,8.348115953411938,9.219544383647463,67.45363612934449,17.783973357946575,9.004380157183133,52.84791785131971,,4.496682146673964,62.45210380117615,15.088014099508108,8.852420111155974,57.430337784124866
single_distals_wiki_size,9.86693199817228,13.227027351311513,,14.552575311834715,15.55349013156118,64.71488322703979,,11.502061309523157,,12.544442463122243,14.803064902247176,64.71488322703979
composite_equal,8.348115953411938,11.734421951722835,42.93238312905809,15.038451541350708,11.32130765374009,21.11466943751046,,4.496682146673964,57.27100411961833,13.126927087653916,11.088587544860177,30.289090298730475
rrf_equal,15.17935332396894,14.752397340370024,41.67053965233609,20.46755380685255,11.600948267800087,25.93872386375269,,15.255808161539555,60.60081394120531,18.201182171331002,12.168140681659205,34.10256020310374
lightgbm_lambdarank,,13.318195140842873,34.98905300520012,7.333398316540084,13.762361323201027,9.061062700481457,,,34.99534210796818,7.333398316540084,13.651319777611489,9.65287500159563
mlp_listnet,,13.24677225568404,36.818120729515435,15.66747993082323,11.399659699995885,8.011840565410026,,4.496682146673964,46.3299057859195,15.66747993082323,11.496850751042507,10.750351565344376
nnrank,20.488618431910307,9.812702534535433,46.72135435972828,16.69990376340989,9.790315935847055,34.350723258081665,,4.496682146673964,60.735383632740856,17.782393668695722,9.573478961079573,37.02319283901405
