method_a,method_b,ndcg_p_value,performance_loss_p_value
random,single_new_gen,1.6838932021028523e-58,2.696500244641577e-93
random,single_new_typ,0.022895635616913254,0.6218956431430763
random,single_new_geo,1.1967365735681225e-11,1.3749919002013404e-08
random,single_script,2.461379182114421e-09,4.700757529060699e-57
random,single_distals_asjp,4.506387609697496e-14,4.6442373103463296e-21
random,single_distals_wiki_size,1.576474797317038e-34,1.8291112396875113e-86
random,composite_equal,6.749094621167203e-15,6.5874306410886e-37
random,rrf_equal,3.8849339572450235e-08,2.7061006795015294e-22
random,lightgbm_lambdarank,1.0960898275665249e-197,4.800079828269878e-152
random,mlp_listnet,1.5837238720596356e-118,1.4709617400328593e-139
random,nnrank,1.5841768820564605e-12,2.1980716606335557e-13
single_new_gen,single_new_typ,3.2937522705846366e-93,2.1964502437166325e-60
single_new_gen,single_new_geo,6.01894172278605e-114,2.0799723538552124e-98
single_new_gen,single_script,7.280802773774288e-70,4.889394246224007e-09
single_new_gen,single_distals_asjp,2.209140529875477e-20,1.7378914229749274e-24
single_new_gen,single_distals_wiki_size,1.173766189699792e-24,0.028846098577127322
single_new_gen,composite_equal,5.1577039871193846e-129,7.07332415471673e-146
single_new_gen,rrf_equal,8.562594208446864e-109,3.36664971364722e-124
single_new_gen,lightgbm_lambdarank,8.838106692489964e-277,2.1164130415201803e-264
single_new_gen,mlp_listnet,3.330603429706032e-221,3.2187312633632313e-255
single_new_gen,nnrank,5.1942248325677405e-108,3.1023489630197117e-93
single_new_typ,single_new_geo,2.368700876318671e-08,1.0799871119765546e-08
single_new_typ,single_script,2.77571672399733e-23,2.539660369974286e-34
single_new_typ,single_distals_asjp,6.386785772576206e-30,1.2198645168247532e-15
single_new_typ,single_distals_wiki_size,2.1022137143189002e-63,1.0189281237248357e-48
single_new_typ,composite_equal,1.7472831479510047e-13,5.712373080537253e-36
single_new_typ,rrf_equal,4.3205335472521755e-06,1.401068172791152e-22
single_new_typ,lightgbm_lambdarank,6.032962503784806e-214,8.446013194133441e-139
single_new_typ,mlp_listnet,3.0648933224416267e-136,5.875351894476968e-126
single_new_typ,nnrank,2.490056146028309e-10,1.5139172915472016e-12
single_new_geo,single_script,1.7589076355930108e-50,1.5921986289720868e-69
single_new_geo,single_distals_asjp,1.8906385874519043e-51,1.809221735587049e-43
single_new_geo,single_distals_wiki_size,7.711397891233956e-85,2.3341055711643984e-88
single_new_geo,composite_equal,0.03635557110208646,5.916529121012284e-16
single_new_geo,rrf_equal,0.23142871433258477,6.072095326418217e-07
single_new_geo,lightgbm_lambdarank,5.959341646311839e-173,1.6103766795359434e-107
single_new_geo,mlp_listnet,1.1947931794429293e-100,6.606944745421729e-97
single_new_geo,nnrank,0.31640689169113806,0.025012416060613146
single_script,single_distals_asjp,2.286884505551318e-06,3.754999160959478e-07
single_script,single_distals_wiki_size,5.975294015923802e-49,1.228948567943006e-07
single_script,composite_equal,5.155047651680221e-57,1.71156924848928e-111
single_script,rrf_equal,5.245960338544208e-39,4.670532018055422e-92
single_script,lightgbm_lambdarank,1.1402424377318462e-266,1.1623219983470815e-233
single_script,mlp_listnet,2.8729579021686312e-204,6.111441694891562e-223
single_script,nnrank,2.330083423617822e-42,3.879823905534466e-71
single_distals_asjp,single_distals_wiki_size,0.04910628476006809,4.647426926164422e-16
single_distals_asjp,composite_equal,1.8507293808225384e-73,1.2130485477808362e-91
single_distals_asjp,rrf_equal,4.72990626936301e-59,3.677091761021638e-73
single_distals_asjp,lightgbm_lambdarank,4.774904095280225e-215,3.112102211623517e-196
single_distals_asjp,mlp_listnet,8.252328560273515e-154,6.137380846945893e-186
single_distals_asjp,nnrank,7.711684012300969e-51,1.2612480347617492e-45
single_distals_wiki_size,composite_equal,1.9165352160554614e-86,1.9428150827672086e-129
single_distals_wiki_size,rrf_equal,2.8242674622228955e-67,1.962153291888708e-108
single_distals_wiki_size,lightgbm_lambdarank,8.318782067815204e-280,2.409969727019069e-257
single_distals_wiki_size,mlp_listnet,5.74489933249005e-215,9.876129694513912e-248
single_distals_wiki_size,nnrank,3.0817239230773407e-78,5.872719748354722e-88
composite_equal,rrf_equal,2.6726002809188965e-07,1.202633527881054e-08
composite_equal,lightgbm_lambdarank,1.3326179431993473e-168,6.1566633332305975e-68
composite_equal,mlp_listnet,8.773691417671086e-97,1.2682130745135414e-63
composite_equal,nnrank,0.5817391024516116,1.2716326068755686e-06
rrf_equal,lightgbm_lambdarank,1.2630415965104954e-181,1.5210672454218618e-81
rrf_equal,mlp_listnet,2.1013655928653964e-108,1.1832824071395115e-76
rrf_equal,nnrank,0.06192324871883493,0.047171888802396235
lightgbm_lambdarank,mlp_listnet,1.0854101434374645e-80,0.028522564103876057
lightgbm_lambdarank,nnrank,1.3871235805281855e-148,1.2501234553146816e-76
mlp_listnet,nnrank,2.290382123629252e-71,8.079832872829535e-70
