method,hrl->hrl,hrl->mrl,hrl->lrl,mrl->hrl,mrl->mrl,mrl->lrl,lrl->hrl,lrl->mrl,lrl->lrl,*->hrl,*->mrl,*->lrl
single_new_gen,0.1312701631342747,60.42486626341426,39.99505419474262,,0.6981602910744649,8.818479293812272,,37.054983448651996,5.303836042017863,0.1312701631342747,4.593416168630893,18.021514263614453
single_new_typ,0.1312701631342747,,23.395200667145037,,0.9057440934124287,28.146826122949868,,5.5727235298574245,17.278423968070904,0.1312701631342747,1.1390930652346785,20.136792608921674
single_new_geo,0.1312701631342747,,34.373305696645964,,1.4885819682103836,25.698067944182835,,25.234585519064982,18.409126757800674,0.1312701631342747,2.6758821457531132,20.7012293621786
single_script,0.0,,,,0.7218819321876158,30.445674234571797,32.717504672914934,32.403924261069854,32.498969824340875,27.26458722742911,23.691362620627242,32.2753435719898
single_distals_asjp,0.1312701631342747,,29.450606291158444,,1.2788030829517283,15.207703939556291,,30.64774735491055,13.51431841824241,0.1312701631342747,2.7472502965496695,15.229285864369174
single_distals_wiki_size,0.1312701631342747,21.122704627776976,,,1.398849554604057,18.77980536993348,,58.25797118690712,26.005442603572753,0.1312701631342747,4.734902013048533,25.64773779002626
composite_equal,0.1312701631342747,,17.96049791964046,,1.2788030829517283,11.286737551575762,,30.64774735491055,12.301099551870594,0.1312701631342747,2.7472502965496695,12.318552671661555
rrf_equal,0.1312701631342747,,28.87622343944595,,1.4576293410989765,13.896386935011812,,37.054983448651996,11.499222701884793,0.1312701631342747,2.3475631937878023,12.54934465785333
lightgbm_lambdarank,0.1312701631342747,,20.16885825535556,,1.4576293410989765,13.628555266210201,,37.054983448651996,11.225962891406542,0.1312701631342747,2.3475631937878023,11.855022751299291
mlp_listnet,0.1312701631342747,,28.658636404292935,,1.2788030829517283,14.670695992728334,,30.64774735491055,12.653881958858113,0.1312701631342747,2.7472502965496695,14.182459937366218
