method,ndcg@3,performance_loss,top_1_accuracy,top_3_accuracy,n_folds,cnotc_trial_complexity,cnotc_pool_fraction,cnotc_near_oracle_coverage,cnotc_exact_best_coverage,cnotc_best_in_set_performance_loss,cnotc_calibration_size,cnotc_finite_quantile_possible,cnotc_threshold_is_infinite,budget_10_at_5_size,budget_10_at_5_pool_fraction,budget_10_at_5_near_oracle_coverage,budget_10_at_5_exact_best_coverage,budget_10_at_5_best_in_set_performance_loss
lightgbm_lambdarank,54.7392249192506,8.789438412323443,61.904761904761905,69.38775510204081,147,55.564625850340136,76.11592582238374,97.27891156462584,94.5578231292517,0.42435626832258405,15.959183673469388,0.6870748299319728,0.3129251700680272,10.0,13.698630136986301,85.03401360544217,80.95238095238095,2.2783080929604713
composite_equal,51.64328339431603,9.216676548834078,61.224489795918366,70.06802721088435,147,64.57142857142857,88.45401174168298,97.27891156462584,95.91836734693877,0.39822266723184374,15.959183673469388,0.6870748299319728,0.3129251700680272,10.0,13.698630136986301,85.03401360544217,79.59183673469387,2.339768063341697
rrf_equal,53.74333362840347,9.266489518187102,59.183673469387756,70.06802721088435,147,47.82312925170068,65.5111359612338,94.5578231292517,91.83673469387756,1.0444299210062853,15.959183673469388,0.6870748299319728,0.3129251700680272,10.0,13.698630136986301,82.99319727891157,77.55102040816327,2.855063332561947
mlp_listnet,54.29352713392819,10.497320316427077,59.863945578231295,70.74829931972789,147,53.59863945578231,73.42279377504427,96.5986394557823,95.23809523809523,0.4678443866853456,15.959183673469388,0.6870748299319728,0.3129251700680272,10.0,13.698630136986301,85.03401360544217,80.95238095238095,2.3863241329238956
single_distals_asjp,50.03291354535847,11.216568062191014,56.4625850340136,66.66666666666666,147,49.93197278911565,68.39996272481595,92.51700680272108,88.43537414965986,0.9918778952393428,15.959183673469388,0.6870748299319728,0.3129251700680272,10.0,13.698630136986301,81.63265306122449,76.87074829931973,2.8908829742847724
single_new_gen,47.929517783359564,13.63739597516395,57.14285714285714,64.62585034013605,147,52.38095238095238,71.75472928897587,93.87755102040816,89.79591836734694,0.8585375524066176,15.959183673469388,0.6870748299319728,0.3129251700680272,10.0,13.698630136986301,76.87074829931973,70.74829931972789,3.885591051264158
single_new_typ,43.04579967842972,14.150798619654974,55.10204081632652,58.50340136054422,147,54.5578231292517,74.73674401267355,91.15646258503402,88.43537414965986,1.1676099229689647,15.959183673469388,0.6870748299319728,0.3129251700680272,10.0,13.698630136986301,79.59183673469387,71.42857142857143,3.3154805685927706
single_new_geo,40.295258211674344,14.956782805367135,50.34013605442177,63.94557823129252,147,48.7891156462585,66.83440499487465,94.5578231292517,93.87755102040816,0.8567695029193152,15.959183673469388,0.6870748299319728,0.3129251700680272,10.0,13.698630136986301,77.55102040816327,74.14965986394559,3.9439731629232
single_distals_wiki_size,32.27941724248763,18.915681757097953,47.61904761904761,53.74149659863946,147,52.57823129251701,72.02497437331097,88.43537414965986,86.39455782312925,1.8736237285622186,15.959183673469388,0.6870748299319728,0.3129251700680272,10.0,13.698630136986301,70.06802721088435,61.904761904761905,4.868065206577084
single_script,24.312566013357902,29.7350457752424,17.006802721088434,34.69387755102041,147,52.08163265306123,71.34470226446743,91.83673469387756,88.43537414965986,1.280474277736957,15.959183673469388,0.6870748299319728,0.3129251700680272,10.0,13.698630136986301,58.50340136054422,51.70068027210885,9.358357384776927
