model,model_name,comparison,method_a,method_b,outcome,mean_difference_a_minus_b,ci_lower,ci_upper,bootstrap_p_value,n_setups,n_paired_units,min_units_per_setup,median_units_per_setup,max_units_per_setup,setup_weighting,setup_definition,included_setups,outcome_name,comparison_family,difference_definition,negative_difference_favours,positive_difference_favours,holm_p_value,cross_task_comparability
mt5,mT5,ASJP - Genetic,ASJP,Genetic,raw_oracle_gap_points,0.5076892617924827,-2.037525369248008,3.1337465426801834,0.6957652117394131,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,ASJP,Genetic,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,ASJP - Geographic,ASJP,Geographic,raw_oracle_gap_points,0.18034310012895036,-1.6580504086676102,2.2162952494882044,0.8845557722113895,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,ASJP,Geographic,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,ASJP - LightGBM,ASJP,LightGBM,raw_oracle_gap_points,0.3192961118600889,-1.0344067198852274,1.757129406475253,0.6455677216139193,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,ASJP,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,ASJP - MLP,ASJP,MLP,raw_oracle_gap_points,1.4139892445444908,-0.07211104841173507,3.1504332214404798,0.0663966801659917,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,ASJP,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,ASJP - Script,ASJP,Script,raw_oracle_gap_points,-0.007231337079110389,-2.4229278740034026,2.567151430273319,0.983950802459877,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,ASJP,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,ASJP - Typological,ASJP,Typological,raw_oracle_gap_points,0.1389061188440689,-2.2794430744711596,2.7670505171098236,0.9331533423328834,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,ASJP,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,ASJP - Wikipedia size,ASJP,Wikipedia size,raw_oracle_gap_points,-1.2710378622947738,-3.894263148766486,1.4573345427723405,0.3464826758662067,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,ASJP,Wikipedia size,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-Equal - Composite-RRF,Composite-Equal,Composite-RRF,raw_oracle_gap_points,0.2815203641237553,-0.20898277760843026,0.9223652502657035,0.31608419579021046,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Composite-RRF,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-Equal - Genetic,Composite-Equal,Genetic,raw_oracle_gap_points,-0.869639388951156,-3.5089353487793122,1.6790312059337682,0.5131743412829358,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Genetic,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-Equal - Geographic,Composite-Equal,Geographic,raw_oracle_gap_points,-1.1969855506146887,-3.138741779105289,0.7657275262013163,0.23678816059197041,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Geographic,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-Equal - LightGBM,Composite-Equal,LightGBM,raw_oracle_gap_points,-1.05803253888355,-2.939026734934228,0.8247931111815007,0.25478726063696816,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-Equal - MLP,Composite-Equal,MLP,raw_oracle_gap_points,0.03666059380085159,-1.1075688175435625,1.1794142932274512,0.9576521173941303,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-Equal - Script,Composite-Equal,Script,raw_oracle_gap_points,-1.3845599878227492,-3.5282460412366325,0.9158838995536109,0.23048847557622118,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-Equal - Typological,Composite-Equal,Typological,raw_oracle_gap_points,-1.2384225318995705,-2.831290224787597,0.4635915593870399,0.14039298035098244,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-Equal - Wikipedia size,Composite-Equal,Wikipedia size,raw_oracle_gap_points,-2.648366513038413,-4.706099314490888,-0.6173641603133737,0.012599370031498426,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Wikipedia size,0.5543722813859308,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-RRF - Genetic,Composite-RRF,Genetic,raw_oracle_gap_points,-1.1511597530749116,-4.005193661297939,1.3376866529677998,0.40017999100045,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,Genetic,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-RRF - Geographic,Composite-RRF,Geographic,raw_oracle_gap_points,-1.478505914738444,-3.5825367673549433,0.44596391229686344,0.13739313034348283,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,Geographic,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-RRF - LightGBM,Composite-RRF,LightGBM,raw_oracle_gap_points,-1.3395529030073057,-3.306471449460922,0.4630847641198317,0.14519274036298185,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-RRF - MLP,Composite-RRF,MLP,raw_oracle_gap_points,-0.2448597703229035,-1.3556584392288038,0.8375987072564826,0.6457677116144193,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-RRF - Script,Composite-RRF,Script,raw_oracle_gap_points,-1.6660803519465046,-3.691787707229546,0.5012336882626859,0.12609369531523423,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-RRF - Typological,Composite-RRF,Typological,raw_oracle_gap_points,-1.5199428960233259,-3.026403747666601,0.1292326849271976,0.06739663016849158,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,Typological,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Composite-RRF - Wikipedia size,Composite-RRF,Wikipedia size,raw_oracle_gap_points,-2.929886877162168,-4.857942070842741,-0.9561391353277211,0.004199790010499475,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,Wikipedia size,0.18899055047247637,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Genetic - Geographic,Genetic,Geographic,raw_oracle_gap_points,-0.3273461616635323,-2.7341428758582698,2.0183896223095927,0.7884605769711515,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Genetic,Geographic,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Genetic - LightGBM,Genetic,LightGBM,raw_oracle_gap_points,-0.18839314993239398,-2.354803164612893,1.8819958790405178,0.8711564421778911,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Genetic,LightGBM,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Genetic - MLP,Genetic,MLP,raw_oracle_gap_points,0.906299982752008,-1.2449502471463805,3.3882163874732387,0.44047797610119493,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Genetic,MLP,1.0,task-metric points; cross-task averages are secondary descriptive results
mt5,mT5,Genetic - Script,Genetic,Script,raw_oracle_gap_points,-0.5149205988715932,-3.068041754580182,2.1691759204332355,0.687165641717914,9,1380,9,87.0,762,equal,dataset + task + model + model_name + metric + metric_name,masakhaner_mt5 | masakhaner | mt5 | mT5 | f1_score | F1/LAS; opus100_mt5 | opus100 | mt5 | mT5 | bleu | BLEU; sib200_mt5 | sib200 | mt5 | mT5 | f1_score | F1/LAS; taxi1500_mt5 | taxi1500 | mt5 | mT5 | f1_score | F1/LAS; tydiqa_mt5 | tydiqa | mt5 | mT5 | f1_score | F1/LAS; ud_pos_mt5 | ud_pos | mt5 | mT5 | f1_score | F1/LAS; wikiann_mt5 | wikiann | mt5 | mT5 | f1_score | F1/LAS; xnli_mt5 | xnli | mt5 | mT5 | f1_score | F1/LAS; xquad_mt5 | xquad | mt5 | mT5 | f1_score | F1/LAS,Raw gap,"All methods, macro held-out task, by model",method_a minus method_b,Genetic,Script,1.0,task-metric points; cross-task averages are secondary descriptive results
