dataset,task,model,model_name,metric,metric_name,method_a,method_b,outcome,mean_difference_a_minus_b,ci_lower,ci_upper,bootstrap_p_value,n_paired_units,outcome_name,comparison_family,difference_definition,negative_difference_favours,positive_difference_favours,holm_p_value,cross_task_comparability
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Wikipedia size,performance_loss_pct,-6.614876367016447,-11.948749061149925,-1.386124584355423,0.0143992800359982,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Wikipedia size,0.5183740812959352,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Genetic,performance_loss_pct,5.070890598607471,1.4782217544644118,8.752550443905397,0.004599770011499425,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Genetic,0.18859057047147643,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Geographic,performance_loss_pct,-2.468317337335421,-6.8124822483181235,1.7918363429304462,0.26028698565071745,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Geographic,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,LightGBM,performance_loss_pct,2.4753426746725533,-0.4401975500244296,5.449748875497983,0.09589520523973802,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,MLP,performance_loss_pct,3.2589940743412784,0.42565479637923787,6.205537809911646,0.02389880505974701,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,MLP,0.7886605669716514,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Script,performance_loss_pct,1.9818684656554315,-3.7684205090010363,7.682920890027435,0.4966751662416879,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Typological,performance_loss_pct,1.3042087820013206,-3.1253402595774893,5.680558826932609,0.5625718714064297,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Wikipedia size,performance_loss_pct,-5.567191352987894,-10.576317030710415,-0.5387597040453075,0.030598470076496177,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Wikipedia size,0.9791510424478777,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,Geographic,performance_loss_pct,-7.53920793594289,-11.943801933918119,-3.2979703696593217,0.0002999850007499625,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Geographic,0.01319934003299835,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,LightGBM,performance_loss_pct,-2.5955479239349177,-5.717837625192496,0.44530187744076527,0.09859507024648767,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,MLP,performance_loss_pct,-1.8118965242661924,-5.172056379092117,1.507950111261723,0.2830858457077146,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,MLP,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,Script,performance_loss_pct,-3.089022132952039,-8.627355416272039,2.317931230200722,0.2672866356682166,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,Typological,performance_loss_pct,-3.766681816606149,-7.559001934959136,-0.15489989803060114,0.04099795010249487,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,Wikipedia size,performance_loss_pct,-10.638081951595366,-15.414255297599667,-6.074141425656232,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,LightGBM,performance_loss_pct,4.943660012007975,0.8508798061609647,9.127471933020518,0.016699165041747913,185,PL (%),All methods within held-out task,method_a minus method_b,Geographic,LightGBM,0.567771611419429,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,MLP,performance_loss_pct,5.727311411676699,1.4145254537237544,10.051137041475021,0.008999550022498875,185,PL (%),All methods within held-out task,method_a minus method_b,Geographic,MLP,0.34198290085495725,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,Script,performance_loss_pct,4.450185802990852,-1.562006087220415,10.289224033685306,0.1479926003699815,185,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,Typological,performance_loss_pct,3.7725261193367405,-1.1755625025996308,8.802780404379424,0.13659317034148294,185,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,Wikipedia size,performance_loss_pct,-3.098874015652474,-8.434789530668652,2.2087041257870816,0.2545872706364682,185,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,MLP,performance_loss_pct,0.783651399668725,-1.9051576819462908,3.5259523496877483,0.5571721413929304,185,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,MLP,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,Script,performance_loss_pct,-0.49347420901712136,-6.211173709088027,5.0449561261649905,0.8642567871606419,185,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,Typological,performance_loss_pct,-1.1711338926712325,-5.418767625449511,3.0335988790367394,0.5854707264636768,185,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,Wikipedia size,performance_loss_pct,-8.042534027660448,-12.997694898174652,-3.20401210853999,0.00119994000299985,185,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Wikipedia size,0.050397480125993696,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,MLP,Script,performance_loss_pct,-1.2771256086858453,-6.780960756674731,4.151612407443564,0.6525673716314184,185,PL (%),All methods within held-out task,method_a minus method_b,MLP,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,MLP,Typological,performance_loss_pct,-1.9547852923399576,-6.102728087199722,2.1136656206815467,0.3551822408879556,185,PL (%),All methods within held-out task,method_a minus method_b,MLP,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,MLP,Wikipedia size,performance_loss_pct,-8.826185427329172,-13.825109653406429,-3.8443008064637367,0.000599970001499925,185,PL (%),All methods within held-out task,method_a minus method_b,MLP,Wikipedia size,0.025798710064496775,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Script,Typological,performance_loss_pct,-0.6776596836541109,-6.671541066189428,5.391411687049687,0.8250587470626468,185,PL (%),All methods within held-out task,method_a minus method_b,Script,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Script,Wikipedia size,performance_loss_pct,-7.549059818643326,-13.40493441488556,-1.6484376116511146,0.012599370031498426,185,PL (%),All methods within held-out task,method_a minus method_b,Script,Wikipedia size,0.46617669116544175,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Typological,Wikipedia size,performance_loss_pct,-6.871400134989216,-11.97701637586644,-1.8512858396783445,0.007899605019749012,185,PL (%),All methods within held-out task,method_a minus method_b,Typological,Wikipedia size,0.30808459577021147,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,ASJP,Composite-Equal,performance_loss_pct,20.934734223327776,18.79590263645019,23.0170426860789,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-Equal,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,ASJP,Composite-RRF,performance_loss_pct,19.75872672664977,17.6004155046201,21.909321216039704,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-RRF,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,ASJP,Genetic,performance_loss_pct,-2.797746714607966,-4.520455115787243,-1.0412871341154721,0.001399930003499825,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Genetic,0.01399930003499825,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,ASJP,Geographic,performance_loss_pct,7.3054392884443295,5.06231163045963,9.499510905643252,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Geographic,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,ASJP,LightGBM,performance_loss_pct,3.878304202056267,1.9425572655670973,5.802039600658392,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,LightGBM,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,ASJP,MLP,performance_loss_pct,12.208355689509782,10.344218794151988,14.06100121011904,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,MLP,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,ASJP,Script,performance_loss_pct,5.688553153740931,3.8443903317183166,7.522901298661003,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,ASJP,Typological,performance_loss_pct,1.3188878498274337,-0.6677729796816811,3.2718084492428936,0.1950902454877256,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Typological,0.4034798260086995,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,ASJP,Wikipedia size,performance_loss_pct,1.8698078970586511,0.07527150902414433,3.6719885191939876,0.04169791510424479,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Wikipedia size,0.25898705064746763,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Composite-RRF,performance_loss_pct,-1.1760074966780087,-2.3518004529851892,-0.01921189319380037,0.04699765011749413,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Composite-RRF,0.25898705064746763,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Genetic,performance_loss_pct,-23.732480937935748,-25.85196644633902,-21.588397856221196,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Genetic,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Geographic,performance_loss_pct,-13.62929493488345,-15.525604061195908,-11.793713892657596,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Geographic,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-Equal,LightGBM,performance_loss_pct,-17.056430021271513,-18.973424560664036,-15.116988295802644,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,LightGBM,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-Equal,MLP,performance_loss_pct,-8.726378533817998,-10.263151753886744,-7.1868746010931135,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,MLP,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Script,performance_loss_pct,-15.246181069586846,-17.118534097654877,-13.323124294902897,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Typological,performance_loss_pct,-19.615846373500347,-21.665600297934457,-17.591278158765157,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Wikipedia size,performance_loss_pct,-19.064926326269127,-20.946999885442544,-17.092673474133647,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Genetic,performance_loss_pct,-22.55647344125774,-24.746085420584297,-20.32270513604596,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Genetic,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Geographic,performance_loss_pct,-12.453287438205441,-14.404988679079066,-10.525515515829941,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Geographic,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-RRF,LightGBM,performance_loss_pct,-15.880422524593504,-17.840546354464415,-13.933936867681014,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,LightGBM,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-RRF,MLP,performance_loss_pct,-7.550371037139991,-9.182174275259198,-5.942566914400127,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,MLP,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Script,performance_loss_pct,-14.07017357290884,-16.043420852515876,-12.072087693905706,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Typological,performance_loss_pct,-18.439838876822336,-20.538790442660183,-16.366720423615526,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Wikipedia size,performance_loss_pct,-17.888918829591123,-19.868575077794045,-15.82177951726875,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Genetic,Geographic,performance_loss_pct,10.103186003052297,7.7076352398959855,12.464619350561911,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Geographic,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Genetic,LightGBM,performance_loss_pct,6.676050916664233,4.9905317198513375,8.33712771293009,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Genetic,LightGBM,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Genetic,MLP,performance_loss_pct,15.006102404117746,12.894415244856757,17.064792461146496,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Genetic,MLP,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Genetic,Script,performance_loss_pct,8.486299868348897,6.862817908492613,10.104987527874448,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Genetic,Typological,performance_loss_pct,4.116634564435399,2.450075371925942,5.7537655965807515,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Genetic,Wikipedia size,performance_loss_pct,4.667554611666618,3.1908188486553026,6.150982043923587,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Geographic,LightGBM,performance_loss_pct,-3.4271350863880636,-5.650340894794495,-1.1928366364800596,0.0015999200039998,762,PL (%),All methods within held-out task,method_a minus method_b,Geographic,LightGBM,0.0143992800359982,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Geographic,MLP,performance_loss_pct,4.902916401065452,2.7809589499700826,7.039001185757431,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Geographic,MLP,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Geographic,Script,performance_loss_pct,-1.6168861347033974,-3.688827519091128,0.49011420965484065,0.13449327533623318,762,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Script,0.4034798260086995,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Geographic,Typological,performance_loss_pct,-5.986551438616895,-8.283410535390486,-3.7033888963981267,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Geographic,Wikipedia size,performance_loss_pct,-5.435631391385678,-7.581873903487839,-3.234118696672179,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,LightGBM,MLP,performance_loss_pct,8.330051487453513,6.35995594392565,10.274605173334148,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,MLP,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,LightGBM,Script,performance_loss_pct,1.8102489516846647,-0.043889240379848315,3.669484723887957,0.05579721013949303,762,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Script,0.25898705064746763,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,LightGBM,Typological,performance_loss_pct,-2.5594163522288333,-4.328984328209799,-0.8277276015572987,0.004499775011249437,762,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Typological,0.0359982000899955,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,LightGBM,Wikipedia size,performance_loss_pct,-2.0084963049976152,-3.861912019341595,-0.1302338590227896,0.03699815009249537,762,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Wikipedia size,0.25898705064746763,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,MLP,Script,performance_loss_pct,-6.51980253576885,-8.557868901231396,-4.504203601502011,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,MLP,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,MLP,Typological,performance_loss_pct,-10.889467839682345,-12.964311680225297,-8.795170961393584,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,MLP,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,MLP,Wikipedia size,performance_loss_pct,-10.33854779245113,-12.352267099946099,-8.289365716014064,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,MLP,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Script,Typological,performance_loss_pct,-4.369665303913497,-6.178811809910156,-2.5770166724909043,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Script,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Script,Wikipedia size,performance_loss_pct,-3.81874525668228,-5.059244767870029,-2.54453691482489,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Script,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_mt5,taxi1500,mt5,mT5,f1_score,F1/LAS,Typological,Wikipedia size,performance_loss_pct,0.5509200472312177,-1.1256720012142851,2.2447174435942374,0.5108744562771862,762,PL (%),All methods within held-out task,method_a minus method_b,Typological,Wikipedia size,0.5108744562771862,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Composite-Equal,performance_loss_pct,25.187753740931555,23.080230173690328,27.276932634449704,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-Equal,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Composite-RRF,performance_loss_pct,21.350499529580887,19.2531696752001,23.424549792258436,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-RRF,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Genetic,performance_loss_pct,-8.042542633364038,-9.562319389084074,-6.540148062615523,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Genetic,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Geographic,performance_loss_pct,15.89587159738519,13.809352089907096,17.99612236638698,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Geographic,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,LightGBM,performance_loss_pct,5.432693913918212,3.5922285614217326,7.280015068184583,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,LightGBM,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,MLP,performance_loss_pct,16.609819082769018,14.693078865671524,18.54078530132406,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,MLP,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Script,performance_loss_pct,-4.619455841537301,-6.341455141268438,-2.879885724003564,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Script,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Typological,performance_loss_pct,9.070940514127042,6.928123248593183,11.225857968704165,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Typological,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Wikipedia size,performance_loss_pct,-7.082731488215394,-8.768881422880606,-5.42501304987883,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Wikipedia size,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Composite-RRF,performance_loss_pct,-3.83725421135067,-5.09030699251989,-2.6181091788350415,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Composite-RRF,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Genetic,performance_loss_pct,-33.2302963742956,-35.2238517966331,-31.247201008849004,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Genetic,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Geographic,performance_loss_pct,-9.291882143546367,-11.460500294298111,-7.147141415727996,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Geographic,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,LightGBM,performance_loss_pct,-19.755059827013344,-21.914299938482923,-17.601401243250592,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,LightGBM,0.004499775011249437,scale-free; suitable for cross-task aggregation
taxi1500_xlm-r,taxi1500,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,MLP,performance_loss_pct,-8.577934658162539,-10.118718736786706,-7.078611357488047,9.99950002499875e-05,762,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,MLP,0.004499775011249437,scale-free; suitable for cross-task aggregation
