method_a,method_b,ndcg_p_value,performance_loss_p_value
random,single_new_gen,0.5191471795069382,0.8498892549879689
random,single_new_typ,0.07799955168355453,0.032643808847759435
random,single_new_geo,0.6641975412823272,0.09956520528860649
random,single_script,0.06505465252372497,0.3994963166478666
random,single_distals_asjp,0.16479296134387508,0.107219570277868
random,single_distals_wiki_size,0.12183049867636042,0.06056940502251527
random,composite_equal,0.5608017181783399,0.4191278251013044
random,rrf_equal,0.04787702802824274,0.068530651533912
random,lightgbm_lambdarank,0.19624343186364462,0.9363367944048023
random,mlp_listnet,0.3359956176492542,0.8904926585955999
random,nnrank,0.07569776562119321,0.07665610259184645
single_new_gen,single_new_typ,0.6888466465689639,0.2518279300852054
single_new_gen,single_new_geo,0.7638528836537725,0.3320292756305221
single_new_gen,single_script,0.6455756760538576,0.6108402781470981
single_new_gen,single_distals_asjp,0.33542755090884885,0.05777372765473633
single_new_gen,single_distals_wiki_size,0.356709915695565,0.20294021188864608
single_new_gen,composite_equal,0.7761066355382874,0.11515555796481332
single_new_gen,rrf_equal,0.43567869807378873,0.1257020985224044
single_new_gen,lightgbm_lambdarank,0.050513384229105424,0.649618152348829
single_new_gen,mlp_listnet,0.0811895258217715,0.6746235993777608
single_new_gen,nnrank,0.18930855227313292,0.15082661546348877
single_new_typ,single_new_geo,0.47447065053778653,0.5223409961274048
single_new_typ,single_script,0.9107225808489607,0.20048853454849308
single_new_typ,single_distals_asjp,0.7991275981039634,0.8501065823093571
single_new_typ,single_distals_wiki_size,0.6999704058891592,0.8699130417770821
single_new_typ,composite_equal,0.43524850420408423,0.4490066183843618
single_new_typ,rrf_equal,0.7565209517583439,0.7387251873677013
single_new_typ,lightgbm_lambdarank,0.04499994400847718,0.0987626457482476
single_new_typ,mlp_listnet,0.10118615130866422,0.08009302036434127
single_new_typ,nnrank,0.546283527209736,0.8752032871990171
single_new_geo,single_script,0.40798618520829427,0.266579252721895
single_new_geo,single_distals_asjp,0.25466828309864825,0.5171802235264386
single_new_geo,single_distals_wiki_size,0.3070573335028571,0.5040001256834735
single_new_geo,composite_equal,0.8663060417275861,0.7033471388207434
single_new_geo,rrf_equal,0.235610629749986,0.7113384315935593
single_new_geo,lightgbm_lambdarank,0.05722574402901576,0.11654353690450041
single_new_geo,mlp_listnet,0.1763458277823438,0.1027546677702099
single_new_geo,nnrank,0.16926760626241985,0.5830541511934568
single_script,single_distals_asjp,0.7183286251913373,0.209556547049003
single_script,single_distals_wiki_size,0.6423981009119456,0.2408150599335392
single_script,composite_equal,0.4109140359139508,0.6257932881239535
single_script,rrf_equal,0.6660229923053672,0.2186119819980264
single_script,lightgbm_lambdarank,0.011686946875698306,0.13186805588237258
single_script,mlp_listnet,0.024096293236809868,0.10110730965571946
single_script,nnrank,0.503561409887743,0.22010091416416244
single_distals_asjp,single_distals_wiki_size,0.9796082681654112,0.8873869876310191
single_distals_asjp,composite_equal,0.14756105545604947,0.32376406473747543
single_distals_asjp,rrf_equal,0.882406814970336,0.7575527878540711
single_distals_asjp,lightgbm_lambdarank,0.045473920376181164,0.061333061402642226
single_distals_asjp,mlp_listnet,0.07755164110191255,0.10218522113560337
single_distals_asjp,nnrank,0.7435593453482026,0.9318209218197805
single_distals_wiki_size,composite_equal,0.11711205232976299,0.4742380863731766
single_distals_wiki_size,rrf_equal,0.8566407388449522,0.7901951375329566
single_distals_wiki_size,lightgbm_lambdarank,0.017526507102964786,0.07396492497539243
single_distals_wiki_size,mlp_listnet,0.04417284514955075,0.08226140929366381
single_distals_wiki_size,nnrank,0.7336141468286026,0.9644003690692925
composite_equal,rrf_equal,0.08343950641846329,0.3465935070873342
composite_equal,lightgbm_lambdarank,0.06393713054893255,0.17409775858209428
composite_equal,mlp_listnet,0.14909185479131226,0.22053061311756067
composite_equal,nnrank,0.004393254263000293,0.32854185098413996
rrf_equal,lightgbm_lambdarank,0.01846673716134477,0.11385126500248191
rrf_equal,mlp_listnet,0.05173005564009664,0.1333712488718254
rrf_equal,nnrank,0.5176833670373192,0.6880891266034477
lightgbm_lambdarank,mlp_listnet,0.48885623889675506,0.9001640810964061
lightgbm_lambdarank,nnrank,0.016044876924222858,0.12560041640109204
mlp_listnet,nnrank,0.048789172378918014,0.15664526563117362
