method,hrl->hrl,hrl->mrl,hrl->lrl,mrl->hrl,mrl->mrl,mrl->lrl,lrl->hrl,lrl->mrl,lrl->lrl,*->hrl,*->mrl,*->lrl
random,,,,27.037346977160333,18.459043270045562,25.722733163180195,29.04417298056408,23.272807597469164,18.069793345504227,28.24144257920258,21.03784558830821,22.06263151124821
single_new_gen,13.661252683516853,17.399098932335946,34.104107144400245,0.8812211582504432,6.975336854891285,11.510941329192658,,2.133813283066419,4.888316388696961,8.54924007341029,12.014306337477013,24.68742270014548
single_new_typ,18.036297649724627,16.704943733090232,12.127953162194476,13.102617332389446,16.854188489099208,14.68714566559208,,11.46582021564502,4.888316388696961,14.089353395856483,16.266202977228478,13.612535076001405
single_new_geo,10.175214553258705,11.13662915539349,,3.647504949436036,18.6484083097148,28.284718280943803,,6.80887462152489,21.193770281709487,4.95304687020057,16.152212873438955,26.43490575940442
single_script,,33.42927579630388,,8.132029578539205,7.130947231577394,26.289159066149377,,32.78875366664815,8.272744389058351,8.132029578539205,11.758449961386868,24.72251431161972
single_distals_asjp,,4.11289020080963,46.3873384144462,7.995647698127495,15.225289827168542,13.796451178053381,,4.2228364906931635,14.332655154086918,7.995647698127495,12.85191464222617,18.09406290245536
single_distals_wiki_size,11.43788471368437,19.41285690529031,,25.85212490583608,25.664733651584203,21.26389876168841,,20.03363421304129,22.2695073367074,20.0864288289754,23.922824388911025,21.438787209517802
composite_equal,,16.419186795525935,62.72552434514424,6.967540814871286,10.056117807532143,16.53745903370264,,4.2228364906931635,11.379908004993977,6.967540814871286,10.775717175613963,19.65684714274823
rrf_equal,18.036297649724627,20.52398349440742,,3.647504949436036,10.780061173125915,17.466593398303356,,4.2228364906931635,16.974794421136107,6.525263489493755,11.703676884563789,17.381063141404706
lightgbm_lambdarank,3.952650293719979,11.712902623657158,39.44676756094142,12.718342138752284,10.71826252606088,24.595049464884784,,4.2228364906931635,16.106389494892056,10.965203769745822,10.467440687305244,24.133559820801235
mlp_listnet,,16.419186795525935,62.72552434514424,6.967540814871286,10.047996466317784,14.962474190605638,,4.2228364906931635,4.888316388696961,6.967540814871286,10.769626169703196,18.239769177790848
nnrank,18.036297649724627,15.064719710441807,25.451048690288463,3.647504949436036,9.90112831242019,16.035407689564423,,8.141232080954705,4.888316388696961,6.525263489493755,10.697491331247946,15.475471098216124
