task_lang,transfer_lang,f1_score,new_gen,new_typ,new_geo,script,distals_asjp,distals_wiki_size
sna,bam,0.6126395156281009,22.685568,0.1157154238126527,0.2715995084904254,0.405,0.4828309972890419,1.0
mos,swa,0.7228176489285753,23.962976,0.1178957827601778,0.2173829818101757,0.5335,0.48347687290735,1.0
zul,swa,0.8346216043133045,20.112137,0.0502795056574588,0.155903483781479,0.5335,0.353870170587573,1.0
sna,swa,0.8205131584921573,18.079775,0.0565672999186868,0.0960299223499908,0.5335,0.2668112905143668,0.0
hau,swa,0.7615956291451449,22.27765,0.0949514637391815,0.1636911063829451,0.2851,0.4960430983050441,1.0
luo,swa,0.6370156105598827,27.006767,0.0700004018927986,0.0298745656375018,0.5335,0.4886811885400518,0.0
lug,swa,0.736645220338618,18.856754,0.058427996102377,0.0268004760257272,0.2851,0.3458966847840301,1.0
kin,swa,0.7814561749345759,17.99166,0.0722045650789087,0.0335133060240494,0.5335,0.3319737818857914,1.0
swa,swa,0.9237855426150486,0.0004472136,0.0,5.479225141876745e-22,0.0,0.0,0.0
bam,swa,0.677016652475095,23.834816,0.0946427258063372,0.2366245979806968,0.3224,0.4761272813146942,1.0
yor,swa,0.7197116048606972,20.11176,0.094715267905306,0.1620639108311774,0.2851,0.5014599167366653,1.0
ewe,swa,0.7791738348008703,21.803694,0.1061516475014603,0.2053335110276667,0.5335,0.4713069443965828,1.0
xho,swa,0.7963901263927426,19.002226,0.0556039277639145,0.1561256816260918,0.5335,0.3178652523010786,1.0
wol,swa,0.5962154311043819,22.661118,0.0758844594090841,0.2858902872397234,0.2851,0.4866511547282486,1.0
zul,sna,0.8416662644067586,17.035887,0.0580831987207198,0.0608797194392868,0.0,0.294127156601651,1.0
tsn,sna,0.7409822790928483,15.786611,0.0581732825363556,0.0582796777541617,0.0,0.3741736689287824,1.0
luo,sna,0.5746793952859565,25.915264,0.0966319745843545,0.1158751414373097,0.0,0.4991905111070398,0.0
swa,sna,0.7342591592307561,18.079775,0.0565672999186868,0.0960299223499908,0.5335,0.2668112905143668,0.0
sna,sna,0.955832536616667,0.0004472136,0.0,3.4944399079863095e-21,0.0,0.0,0.0
ewe,sna,0.5705489209281084,20.563988,0.1117032412694187,0.2252331433784838,0.0,0.5090055661709737,1.0
yor,sna,0.6802485903112586,19.155382,0.1027914363681791,0.1981620349195229,0.3776,0.4742140269942045,1.0
fon,swa,0.6586964668394112,22.914064,0.1280025856801585,0.1916413623274651,0.5335,0.4632179842764759,1.0
mos,sna,0.6946247235000759,22.893274,0.1221108619816212,0.2449792184912299,0.0,0.4720468734183569,1.0
bbj,swa,0.6670262369455205,19.800219,0.0973814208599865,0.1426055327133603,0.5335,0.4358245494997088,0.0
pcm,swa,0.7968753260121862,28.046997,0.3945393106276026,0.1818711047014039,0.5335,0.4942626191249209,1.0
lug,tsn,0.7699917759873776,19.081379,0.0306986131966516,0.1683695639267372,0.3776,0.4153787544262408,0.3870063694267516
xho,tsn,0.7868365286207716,15.442703,0.0513186343203868,0.0041857821987467,0.0,0.3227775707513005,0.0469659185369908
pcm,tsn,0.7559622310433732,27.884789,0.3710650114614097,0.2375948519138499,0.0,0.5272945783337092,0.3757273482959268
bam,tsn,0.675368418947551,23.573574,0.0740729687935628,0.2954010938317141,0.405,0.490944847446794,0.6271820448877805
kin,tsn,0.7340400717612056,18.211126,0.0351857535954981,0.148345571124043,0.0,0.4063377031502717,0.7088576960309778
mos,tsn,0.7273012214605589,23.769539,0.0819183527723075,0.2665993344148683,0.0,0.5009278887213496,0.4584372402327514
sna,tsn,0.8039881794610885,15.786611,0.0581732825363556,0.0582796777541617,0.0,0.3741736689287824,1.0
swa,tsn,0.7211790736811741,19.026213,0.067147120540132,0.152387782551513,0.5335,0.3881749397173943,1.0
fon,tsn,0.6879398798820874,22.517813,0.0915889067226635,0.2423964767575728,0.0,0.4863901167628797,0.2298335467349551
bbj,tsn,0.6671077217663474,18.816301,0.0641099531506959,0.2019782849714331,0.0,0.4810176639750186,1.0
yor,tsn,0.7248839273808456,20.107042,0.0623006906891864,0.2284520136945428,0.3776,0.4796889632191162,0.9327557294577976
ibo,tsn,0.7575007478952399,19.42958,0.0573499013465785,0.2282967518332538,0.0,0.5087206709455068,0.9445775361651156
nya,tsn,0.7860107137049926,19.224342,0.027647037300635,0.0908219284550551,0.0,0.3281827778407138,0.5482128013300083
wol,tsn,0.6165205756929333,22.582556,0.0885449688692245,0.3179946567910129,0.3776,0.4777767075002714,0.2780548628428927
tsn,tsn,0.8762965974555367,0.0004472136,-2.220446049250313e-16,0.0,0.0,0.0,0.0
luo,tsn,0.6153342821166102,26.795897,0.0716864612385763,0.1724699236657768,0.0,0.4917203416660585,1.0
ewe,tsn,0.7419682568808984,21.414736,0.0848293887154582,0.2440025766490187,0.0,0.4921710632863353,0.4875311720698254
ibo,swa,0.8136645345688618,19.301384,0.0797610565758054,0.1619737463169967,0.5335,0.457406360243552,1.0
nya,swa,0.8366831239437063,19.447155,0.079625284918506,0.0640918477532027,0.5335,0.3194046292388363,1.0
tsn,swa,0.7972090877628663,19.026213,0.067147120540132,0.152387782551513,0.5335,0.3881749397173943,1.0
hau,tsn,0.7308245103645316,22.08046,0.0997867853123227,0.2354975583829591,0.3776,0.4742350424419041,0.9654613054650378
bam,sna,0.6050319378837832,22.685568,0.1157154238126527,0.2715995084904254,0.405,0.4828309972890419,1.0
hau,sna,0.7149371976759983,21.18459,0.1111451183158714,0.204387698226826,0.3776,0.4700862817212692,1.0
kin,pcm,0.75626905630199,28.260702,0.3778522352029977,0.1559932099116967,0.0,0.500291470964432,0.8182478218780251
wol,pcm,0.5731431287604243,27.65827,0.3702213841142561,0.1055711043908461,0.3776,0.4950340848585158,0.1352907311456533
bbj,pcm,0.6359033483579183,27.630453,0.3487459392506729,0.0412655508444347,0.0,0.5022782799123303,1.0
swa,nya,0.8105279224840921,19.447155,0.079625284918506,0.0640918477532027,0.5335,0.3194046292388363,1.0
zul,nya,0.844616865078156,20.516335,0.0578271402765361,0.0943262685029211,0.0,0.2318169085085945,0.9072921108742004
luo,nya,0.6410516471104853,26.91186,0.0685171010065159,0.0835686726156805,0.0,0.4790884659750155,1.0
mos,nya,0.8053169701038407,24.104502,0.073219778795019,0.238957568335614,0.0,0.4646952698717605,0.1657712970069071
wol,nya,0.7231750891078579,22.798214,0.0946494326408644,0.3034342662575645,0.3776,0.4838806392134546,0.3742084052964882
ewe,nya,0.7598921827890227,21.61735,0.0880716477484088,0.2212660692311385,0.0,0.4596909701068162,0.1184103811841038
tsn,nya,0.7565159433727359,19.224342,0.027647037300635,0.0908219284550551,0.0,0.3281827778407138,0.5482128013300083
hau,nya,0.7639342759325071,22.18181,0.0913788387707664,0.1927858420571724,0.3776,0.4590587985839198,0.9843958599503309
lug,nya,0.7591200246671045,20.297468,0.0469197128583587,0.084409353769968,0.3776,0.3716058896667923,0.7230573248407643
fon,nya,0.7191398630043864,22.715948,0.0780127304461564,0.2121762576036018,0.0,0.4682649933646316,0.6520486555697823
sna,nya,0.8425038788629909,18.205761,0.0800473497656434,0.0372696526036621,0.0,0.2363031797403026,1.0
bam,nya,0.7313907376278883,23.74286,0.064505362904945,0.2635272003581052,0.405,0.4646816637884687,0.1747930082796688
nya,nya,0.9265258142390852,0.0004472136,2.220446049250313e-16,2.434062799439119e-18,0.0,0.0,0.0
xho,nya,0.8027533726748264,19.414951,0.0597364045889783,0.0945895322980721,0.0,0.0703611167532024,0.525948539031836
bbj,nya,0.6821356925790806,20.065735,0.0608084606818474,0.163079148444535,0.0,0.4716033027042403,1.0
ibo,nya,0.8405692874718217,19.427383,0.0680898160905616,0.1879280275763165,0.0,0.4749096287152338,0.9749608403206488
kin,nya,0.7579396636874768,19.448952,0.0368557057537793,0.0688559567343381,0.0,0.3026985274928874,0.8684656340755083
nya,pcm,0.8073876880154686,27.968014,0.3671528642232581,0.2040870491771646,0.0,0.4812513292155455,0.2762982689747004
ibo,sna,0.6394620154732112,18.431059,0.0871590832607057,0.1981392761806191,0.0,0.4882370054429731,1.0
pcm,pcm,0.9228226013874834,0.0004472136,-2.220446049250313e-16,0.0,0.0,0.0,0.0
yor,pcm,0.7251765840066948,26.753794,0.3310435009152119,0.0213936774188411,0.3776,0.4798906821769088,0.9580212409167131
lug,sna,0.7379044795383299,18.458685,0.0597075334508584,0.1132043787782106,0.3776,0.3599204730070329,1.0
wol,sna,0.6142899161188304,21.689407,0.0964969651383949,0.3049812050939852,0.3776,0.503570831043438,1.0
nya,sna,0.7883608654442746,18.205761,0.0800473497656434,0.0372696526036621,0.0,0.2363031797403026,1.0
xho,sna,0.7862117433688872,16.148726,0.0802771800875858,0.0610224696825443,0.0,0.3689860529144478,1.0
bbj,sna,0.6421100415259405,18.36248,0.0972084298983283,0.1723218934525452,0.0,0.4728701456775203,0.0
