task_lang,transfer_lang,f1_score,new_gen,new_typ,new_geo,script,distals_asjp,distals_wiki_size
spa,ara,26.567151781260083,22.540155,0.0648555492996667,0.5609791973922159,0.5335,0.490348282297743,0.3789390951233889
ron,rus,20.12356606307032,19.675955,0.0795489434140334,0.1846719468375743,0.3498,0.4573497903538266,0.7496605147381674
tur,rus,17.431460924024414,21.000175,0.0987242647794999,0.1916099737701909,0.3498,0.4902899572371429,0.6866252984126338
rus,rus,21.963543227498896,0.0004472136,0.0,4.304378052594551e-19,0.0,0.0,0.0
vie,rus,28.23728371842548,22.100826,0.1439255047358656,0.2781419073852891,0.4788,0.4922535292290149,0.3717477505769553
ara,tha,2.707077799369888,25.835157,0.1054322860310956,0.3012116811025173,0.6654,0.4711197814374108,0.8623585960258071
eng,tha,10.134710692740944,22.045734,0.1819064804357759,0.4012931995027216,0.6502,0.4770708308945988,0.975033171777378
eng,rus,18.54271996163245,18.162127,0.1819790204985099,0.269571529203966,0.3918,0.4594418078809715,0.7076153672190857
ron,tha,3.966434283464851,24.020893,0.0813208373119708,0.383870571146729,0.6327,0.4699578229350674,0.658901762639022
ell,tha,2.855765194970852,23.017263,0.1205398724707838,0.3957852407267568,0.6996,0.4612176188996283,0.3176912502178248
vie,tha,3.454238250901622,24.989452,0.0805699510924922,0.0431735405991628,0.6906,0.4612896785785589,0.8640826877371568
tha,tha,3.2060166724032264,0.0004472136,0.0,7.500127593629298e-19,0.0,0.0,0.0
zho,tha,1.4861944777911162,22.801903,0.1143343828153286,0.1203891995216997,0.658,0.4708021146313334,0.8825600360459559
rus,tha,2.357035656714351,23.037075,0.1271669815012178,0.2808645155319355,0.7196,0.4886696828688793,0.9146096428353344
tur,tha,2.7572201191825507,22.51418,0.116023797705316,0.347630646682388,0.6327,0.4809705592875946,0.7275135589052664
spa,tha,4.906030463574498,22.971458,0.1085542047582608,0.7599548933671586,0.6327,0.4849018744841159,0.9145163050993006
deu,tha,2.2771286652312743,26.223225,0.107475820390397,0.4405721478906462,0.6327,0.4575928575522295,0.9422559052215022
hin,rus,12.921565544478252,20.603096,0.1157885529647415,0.2268136261481182,0.5354,0.4555495735164924,0.9192737487023958
deu,rus,27.281761228111595,22.229717,0.0813833574798025,0.2075239833482958,0.3498,0.4748907943458522,0.3237632831638715
tur,ron,18.206190322860262,21.813662,0.0816290643856555,0.0578002556783267,0.0,0.486938712834258,0.2011496652609016
deu,ron,18.84579531185693,23.01687,0.0505623595496446,0.0722163943650955,0.0,0.4636684801196556,0.830711248392092
zho,ron,18.13495325457757,20.531158,0.1276459593539153,0.3204718380503276,0.658,0.5014880915670266,0.6557004666378281
ell,ron,20.01916762504868,20.091017,0.0671336939545912,0.0610744822880124,0.2736,0.4757673959144786,0.5000822758467153
hin,ron,16.325701796286292,21.718222,0.1048312710582963,0.274590881843805,0.4287,0.4453957397869596,0.6775328861399077
spa,ron,23.636855920993217,15.633643,0.0531608859136274,0.4660988820243263,0.0,0.3584803824338034,0.7493868758687441
spa,rus,27.490690419177625,18.566498,0.0653983730741525,0.5149908370814311,0.3498,0.4670718939835446,0.001091877651547
rus,ron,22.81702092838251,19.675955,0.0795489434140334,0.1846719468375743,0.3498,0.4573497903538266,0.7496605147381674
ron,ron,25.113956154541057,0.00069053395,-2.220446049250313e-16,4.129459912339076e-21,0.0,0.0,0.0
ara,ron,21.19745762009729,23.573496,0.0634459476226518,0.112327038659446,0.5335,0.4785234620372179,0.596475768860308
zho,rus,12.60694884014212,19.929913,0.1336398930987613,0.1806334097801183,0.7125,0.4903775219936933,0.2729020489304639
ell,rus,19.637443364991856,19.192888,0.0648633397081249,0.2222435302903095,0.3498,0.4799929352338167,0.8748508542621999
ara,rus,18.80694842039381,22.763834,0.0853277769267334,0.2049422558381889,0.6738,0.494513441152502,0.3796172176456733
tha,rus,16.89749014561045,23.037075,0.1271669815012178,0.2808645155319355,0.7196,0.4886696828688793,0.9146096428353344
tha,ron,15.665612097498856,24.020893,0.0813208373119708,0.383870571146729,0.6327,0.4699578229350674,0.658901762639022
vie,ron,19.21692639134692,22.652397,0.1005875056962705,0.3939971030213158,0.3455,0.5023199570524767,0.6015303001434029
hin,tha,2.657622325910693,25.379229,0.127791252104428,0.1207807428668806,0.615,0.4253223356409293,0.0546209902608458
tha,tur,25.783542417851304,22.51418,0.116023797705316,0.347630646682388,0.6327,0.4809705592875946,0.7275135589052664
vie,vie,20.37569770599561,0.0004472136,0.0,1.4965975074551421e-21,0.0,0.0,0.0
