,task_lang,transfer_lang,accuracy,f1_score,new_gen,new_typ,new_geo,script
15228,east2295,ital1282,0.4558823529411764,0.4497608634740455,21.666504,0.08157397969473879,0.17236334250739538,0.658
15229,west2721,ital1282,0.284313725490196,0.2558326454787632,24.350378,0.13785541392596956,0.2420207813601195,0.658
15230,ligu1248,ital1282,0.6715686274509803,0.6495525807986156,17.33891,0.14776748347359336,0.028167405608785667,0.0
15231,chok1245,ital1282,0.284313725490196,0.260695902193821,25.17887,0.14776748347359336,0.2944619083834357,0.0
15232,limb1263,ital1282,0.696078431372549,0.6827938637529319,21.800467,0.14776748347359336,0.07574057823020211,0.0
15233,nige1253,ital1282,0.3480392156862745,0.3486139512648941,23.407578,0.09073997505079501,0.20232548926931263,0.3776
15234,nucl1235,ital1282,0.8578431372549019,0.8560852818862473,19.13441,0.07333911898132206,0.16069237105217432,0.195
15235,stan1325,ital1282,0.8823529411764706,0.8750782175149929,25.81554,0.07047612923755175,0.10497405284685256,0.0
15236,vene1258,ital1282,0.7352941176470589,0.7256788080659323,17.308975,0.14776748347359336,0.2212547746478805,0.0
15237,swed1254,ital1282,0.8921568627450981,0.8881806874727491,22.286497,0.0729670448852171,0.12902112036644592,0.1864
15238,awad1243,ital1282,0.8088235294117647,0.7973343457459146,20.9741,0.08640064297929284,0.34121311720805886,0.6019
15239,stan1295,ital1282,0.8970588235294118,0.893344748444086,23.50688,0.0797544658150996,0.0576874784382586,0.0
15240,sout2832,ital1282,0.3774509803921568,0.3087136359684216,22.455515,0.10884840472938173,0.22258876692773355,0.5335
15241,east2282,ital1282,0.6568627450980392,0.6456846889660669,25.041086,0.07047612923755175,0.11061135015985599,0.0
15242,samo1305,ital1282,0.3480392156862745,0.2448979591836734,27.113607,0.10719499641468011,0.7668231776649442,0.0
15243,amha1245,ital1282,0.7058823529411765,0.7049487249153387,23.14323,0.08471945986718721,0.24601836695527535,0.572
15244,bela1254,ital1282,0.8431372549019608,0.826054718759974,21.713085,0.044727498399755206,0.11282110660093472,0.3776
15245,sang1328,ital1282,0.3578431372549019,0.28210946706062,27.388496,0.21087661868517427,0.22233193975025348,0.0
15246,hait1244,ital1282,0.4803921568627451,0.4533801996066146,19.512312,0.18300539549520578,0.4001354702396121,0.0
15247,afri1274,ital1282,0.8382352941176471,0.8372887725642132,23.214827,0.1919234464331785,0.4077742867520651,0.3776
15248,tama1365,ital1282,0.3235294117647059,0.2532541221616852,24.035196,0.1023196550778056,0.18091045598964442,0.2566
15249,pedi1238,ital1282,0.284313725490196,0.2283924801626665,23.346111,0.10692912858122272,0.4117831629826494,0.0
15250,sout2807,ital1282,0.3676470588235294,0.3154119419514328,25.61137,0.09030762198155295,0.412404436129694,0.0
15251,hung1274,ital1282,0.8774509803921569,0.8623153984665561,22.327957,0.0800151891530505,0.055682166266099835,0.0
15252,lomb1257,ital1282,0.6078431372549019,0.5981523211310446,17.043018,0.02409423861758364,0.026968628437169323,0.0
15253,meso1252,ital1282,0.8333333333333334,0.8316267120232366,23.052994,0.10087885188920898,0.17073787726989825,0.5335
15254,norw1259,ital1282,0.8872549019607843,0.8721594640039486,26.191767,0.12041820815319038,0.1139399121653825,0.0
15255,kaza1248,ital1282,0.8382352941176471,0.8227794908078991,23.726397,0.13777188929721118,0.24414867013821506,0.3776
15256,beng1280,ital1282,0.7941176470588235,0.7841768479393342,20.71063,0.11339070213035196,0.36322243679735117,0.6185
15257,cebu1242,ital1282,0.7352941176470589,0.7167662754534619,22.562855,0.09411334920438919,0.5437755809756342,0.0
15258,kiku1240,ital1282,0.3872549019607843,0.3183157686180991,23.849457,0.12567623503833314,0.2851284844926292,0.0
15259,maor1246,ital1282,0.2745098039215686,0.234559299361951,23.97226,0.11096748822903957,0.8818558406291702,0.0
15260,panj1256,ital1282,0.7156862745098039,0.7048386032060241,21.289812,0.10136252047502758,0.3268175608936468,0.5722
15261,kaby1243,ital1282,0.284313725490196,0.1853651874029324,23.149864,0.11382464991066188,0.1054312904000666,0.405
15262,plat1254,ital1282,0.6519607843137255,0.6277696318018899,22.648613,0.09061771512601646,0.3990044433127127,0.658
15263,russ1263,ital1282,0.8774509803921569,0.866216730955249,20.112022,0.07070678240771622,0.24598307732080665,0.3498
15264,sinh1246,ital1282,0.7941176470588235,0.784171886772534,23.260666,0.11534801376814785,0.3947582644596292,0.554
15265,tokp1240,ital1282,0.5098039215686274,0.4642006400669015,26.217796,0.2386418172883481,0.7088877358866262,0.0
15266,laoo1244,ital1282,0.8578431372549019,0.8492136005379134,22.404148,0.08926744054011004,0.43226560529907054,0.6185
15267,scot1245,ital1282,0.5,0.4799586573088064,22.035978,0.07718030327973258,0.11672318585202682,0.2566
15269,mait1250,ital1282,0.7156862745098039,0.7013922564362095,20.153658,0.10795086287708089,0.3412161234639977,0.6019
15270,nucl1310,ital1282,0.803921568627451,0.7942353586927924,23.001183,0.1199319201920136,0.41261215903983167,0.6185
15271,viet1252,ital1282,0.9068627450980392,0.9005221527577956,23.128975,0.12562209094770804,0.45173391004394725,0.3455
15272,rund1242,ital1282,0.3088235294117647,0.2282688353845849,27.427853,0.10508335552228665,0.28625914485981885,0.0
15273,tswa1253,ital1282,0.3382352941176471,0.3173540935074642,23.335258,0.10949119724293299,0.40761880709720927,0.0
15274,gali1258,ital1282,0.9019607843137256,0.8902791985280464,21.008865,0.03761456113880224,0.08828738547400695,0.0
15275,dyul1238,ital1282,0.3137254901960784,0.2856433442230177,24.07635,0.0717143483048126,0.21673370602353684,0.405
15276,bosn1245,ital1282,0.8872549019607843,0.8804530415817065,25.819544,0.05737800916717706,0.04733395144174571,0.0
15277,bemb1257,ital1282,0.3578431372549019,0.3058391900741433,23.004066,0.11246438327159902,0.3301874967427653,0.0
15278,bugi1244,ital1282,0.5735294117647058,0.5609990768899417,21.931404,0.08867444236863897,0.5746280109999393,0.0
15279,moro1292,ital1282,0.7794117647058824,0.7723459582103994,23.012564,0.09584716967712481,0.12627382166141926,0.5335
15280,lush1249,ital1282,0.5343137254901961,0.5104557982663522,22.997622,0.12903504616044748,0.3415922220887311,0.4287
15281,nort3139,ital1282,0.8333333333333334,0.8351340068712553,21.733038,0.07285982563234039,0.12560662131884556,0.5335
15283,luba1249,ital1282,0.4117647058823529,0.3971623281433099,24.581648,0.11080044430518354,0.2885674009626658,0.0
15284,fiji1243,ital1282,0.2794117647058823,0.2685905950536842,22.64858,0.11529523370280692,0.7936574858004992,0.0
15285,stan1288,ital1282,0.8921568627450981,0.8823570246876618,15.519374,0.07277567183660627,0.40681038415422643,0.0
15286,yuec1235,ital1282,0.8725490196078431,0.8620061135467789,21.077541,0.13967266929746713,0.3876580308580423,0.3455
15287,hind1269,ital1282,0.8186274509803921,0.8116489330775044,22.219778,0.10494391515424562,0.3399647275721831,0.4287
15288,nort2641,ital1282,0.6813725490196079,0.6695699289121106,20.19845,0.11882841105650799,0.12960690430488056,0.0
15289,cent1972,ital1282,0.1666666666666666,0.1146077963088272,20.74565,0.11885746869163272,0.18817455506592434,0.3776
15290,kabi1261,ital1282,0.2745098039215686,0.1843145220809121,23.72712,0.1146494972165022,0.21329680659035666,0.0
15291,roma1327,ital1282,0.8823529411764706,0.8701532528691488,17.66347,0.05814809326057513,0.07282625279079413,0.0
15292,stan1289,ital1282,0.8872549019607843,0.8768636417907517,16.335596,0.032688864389648464,0.07767409834854692,0.0
15293,tigr1271,ital1282,0.3676470588235294,0.3470623289311761,23.61155,0.0921708225253337,0.2332336807338493,0.572
15294,slov1269,ital1282,0.8676470588235294,0.8571018422730076,24.682335,0.14776748347359336,0.0614840078349993,0.0
15295,finn1318,ital1282,0.8627450980392157,0.8456332964521575,23.254463,0.09306473182628594,0.14103641244321496,0.0
15296,mace1250,ital1282,0.8529411764705882,0.8475588521201508,20.733839,0.05944354355037762,0.06858770077425744,0.3498
15297,taiz1242,ital1282,0.8431372549019608,0.8388413089949712,24.456432,0.14776748347359336,0.24057370668244302,0.5335
15298,dani1285,ital1282,0.8872549019607843,0.8807388963505612,21.619104,0.049529389701064575,0.090261268964861,0.1864
15299,swat1243,ital1282,0.3137254901960784,0.2574094519368194,25.551302,0.09066256244810689,0.4102496046081884,0.0
15301,mala1464,ital1282,0.8284313725490197,0.8175032934146621,22.67041,0.13526104001299089,0.3365220916826042,0.615
15302,fonn1241,ital1282,0.230392156862745,0.2317753585558487,24.064575,0.11194498987612078,0.20597296496682607,0.0
15303,dutc1256,ital1282,0.8676470588235294,0.8596411950692792,21.057573,0.06924779238861989,0.06770365894560747,0.0
15304,xhos1239,ital1282,0.4754901960784313,0.4342412524957281,23.524427,0.09005991691212589,0.41178143216868807,0.0
15306,bamb1269,ital1282,0.2794117647058823,0.2468839884947267,23.28738,0.08429809667293364,0.17621504127940227,0.405
15307,moss1236,ital1282,0.3774509803921568,0.3275070802223485,24.41058,0.09065920810125794,0.19769662818541875,0.0
15308,nucl1643,ital1282,0.8823529411764706,0.8712559153040036,19.428892,0.11676266683291159,0.48009832567611815,0.3455
15309,sout2649,ital1282,0.7598039215686274,0.7538757058628957,21.448486,0.08630428014285596,0.26406464129319496,0.5335
15310,faro1244,ital1282,0.7156862745098039,0.7060632606698152,26.18798,0.050438473270547624,0.12390531737835876,0.1864
15311,assa1263,ital1282,0.6715686274509803,0.6689772823475583,22.56682,0.09945066640686129,0.34191379559664464,0.6185
15312,ukra1253,ital1282,0.8774509803921569,0.8604351047432145,21.589106,0.05705071366248715,0.10225119954712181,0.3498
15313,luxe1241,ital1282,0.6568627450980392,0.6225489341167307,21.196045,0.13047646428735904,0.06538760991013816,0.0
15314,norw1262,ital1282,0.8382352941176471,0.8191233806638304,25.995262,0.11463916155137344,0.1139399121653825,0.0
15315,swah1253,ital1282,0.7598039215686274,0.7577894429112336,23.473469,0.11257337115350474,0.2891558105305331,0.5335
15316,astu1245,ital1282,0.7990196078431373,0.7956294169210335,17.399273,0.14776748347359336,0.0880905710839193,0.0
15317,bali1278,ital1282,0.6813725490196079,0.6683897652133303,23.014624,0.10146557034991133,0.5882514992396223,0.405
15318,indo1316,ital1282,0.9019607843137256,0.8912911263025174,24.43907,0.08625195127176466,0.5740447067123816,0.3776
15319,wels1247,ital1282,0.7745098039215687,0.7716026586978376,21.277225,0.058123706477247405,0.0885123868596486,0.2566
15320,tumb1250,ital1282,0.2696078431372549,0.2347687698751528,22.265095,0.14776748347359336,0.34089528508278755,0.0
15321,twii1234,ital1282,0.3137254901960784,0.3059878907338635,24.426775,0.13099888435915685,0.21748600002159937,0.0
15323,port1283,ital1282,0.9019607843137256,0.8904546156419693,16.549578,0.027037303489467646,0.41018786224664044,0.0
15324,wara1300,ital1282,0.6764705882352942,0.6632597482916219,24.896961,0.07835549374373507,0.5525828980797125,0.0
15325,sici1248,ital1282,0.6176470588235294,0.6004686168682376,14.031194,0.028984014078554332,0.056451406052447604,0.0
15326,soma1255,ital1282,0.5980392156862745,0.581937951413047,23.418238,0.10693914234910673,0.2628543061634896,0.0
15327,stan1293,ital1282,0.8970588235294118,0.8859781091923951,19.44084,0.1594819756113226,0.2845440064979178,0.1864
15328,mina1268,ital1282,0.2009803921568627,0.1602066885648975,22.411232,0.10135448494607835,0.5058757281599576,0.3776
15329,java1254,ital1282,0.7794117647058824,0.7678177422192597,20.575048,0.10203460324639524,0.5747446741095183,0.0
15331,serb1264,ital1282,0.8872549019607843,0.8862900375908804,25.835754,0.05733302597667711,0.047813496383803944,0.0
15332,halh1238,ital1282,0.7794117647058824,0.7805786159007397,23.194443,0.11980311228517104,0.3515770180476502,0.0
15333,nepa1254,ital1282,0.8235294117647058,0.8119609426000404,21.167755,0.09764856144984957,0.33792834235161145,0.0
15334,shon1251,ital1282,0.3382352941176471,0.2844717676681306,22.422323,0.1310911499573183,0.3649903961714736,0.0
15335,cent2050,ital1282,0.1911764705882352,0.1215856423434939,22.689411,0.11183448966013454,0.19981998542578008,0.658
15336,dzon1239,ital1282,0.1715686274509804,0.0945764391408411,24.753885,0.10037572445026699,0.36758114008276355,0.6996
15337,kore1280,ital1282,0.8676470588235294,0.8579205983173518,20.739002,0.10604920144181451,0.4452692565339277,0.2566
15338,kamb1297,ital1282,0.3823529411764705,0.3393672100726914,24.611902,0.12311774547596455,0.2942905867005612,0.0
15339,sans1269,ital1282,0.6568627450980392,0.6508308813014076,22.579607,0.10583613304775619,0.341785315377352,0.6373
15340,tata1255,ital1282,0.5833333333333334,0.5689188529875152,23.728054,0.09495617249901322,0.2766764319440773,0.3776
15341,bash1264,ital1282,0.5686274509803921,0.5418535154028711,24.55369,0.11436495621261533,0.29118640815615854,0.3498
15342,crim1257,ital1282,0.6764705882352942,0.6606097017900592,24.945402,0.08944703634209328,0.1455247886691941,0.0
15343,ilok1237,ital1282,0.5392156862745098,0.5232238455638134,24.722826,0.09298489261565923,0.5362495147051735,0.0
15345,ayac1239,ital1282,0.3529411764705882,0.3258729077694595,23.225513,0.0930536089861107,0.5268886763262537,0.0
15346,nucl1305,ital1282,0.7941176470588235,0.783136221898708,22.374895,0.11547859454929477,0.341540138003099,0.554
15348,czec1258,ital1282,0.8970588235294118,0.8897322563864793,20.67351,0.06022590179629039,0.060739460835044445,0.0
15349,lith1251,ital1282,0.8725490196078431,0.8663659989003001,21.055593,0.07449471564871102,0.09401812288857697,0.0
15350,egyp1253,ital1282,0.8137254901960784,0.805115298111333,21.837828,0.09253922744291876,0.14290757068743642,0.5335
15351,tosk1239,ital1282,0.8676470588235294,0.8655068179041386,21.877272,0.04763644558944313,0.05130941255177382,0.0
15352,basq1248,ital1282,0.8235294117647058,0.8179302200605961,21.45582,0.09635897216983236,0.08290954951665604,0.0
15353,guja1252,ital1282,0.8284313725490197,0.8160129531922289,20.783398,0.10024933306319228,0.33196305553988287,0.6185
15354,icel1247,ital1282,0.8333333333333334,0.8255970647640042,25.906809,0.06636171973216287,0.16353215899076473,0.1864
15355,nucl1347,ital1282,0.4117647058823529,0.3660132401945537,23.12087,0.09209469116267321,0.2144592585348054,0.3776
15356,tuni1259,ital1282,0.7745098039215687,0.7675954368876013,22.374496,0.14352534536351313,0.07097222619410118,0.3776
15357,ewee1241,ital1282,0.284313725490196,0.2573828611794632,22.949572,0.10429454753008849,0.2177411794869494,0.0
15358,occi1239,ital1282,0.7745098039215687,0.7597466571889168,16.207148,0.02529157044189867,0.044674747041127706,0.0
15359,croa1245,ital1282,0.9215686274509804,0.9138007896374594,25.819391,0.05733302597667711,0.03725532822881815,0.0
15360,uigh1240,ital1282,0.7794117647058824,0.7789172599649674,22.871817,0.10871794755352404,0.38486179644557333,0.3776
15361,taji1245,ital1282,0.3333333333333333,0.2479800490299629,21.94595,0.09405920981581739,0.2548577130945271,0.3776
15362,poli1260,ital1282,0.8725490196078431,0.863762014952632,22.603367,0.07805618924875479,0.07135937056904744,0.0
15363,nucl1301,ital1282,0.8627450980392157,0.8543888713219615,22.190802,0.09232154980542828,0.11357629014782848,0.0
15364,shan1277,ital1282,0.1617647058823529,0.0995979258385807,24.848555,0.11111728550862743,0.4130959491916155,0.6331
15365,tibe1272,ital1282,0.1715686274509804,0.0790985485103132,21.737087,0.11943070095758612,0.378702020902043,0.4681
15366,friu1240,ital1282,0.6274509803921569,0.6122412951096095,18.173004,0.09339014532203249,0.044233080435998634,0.0
15367,telu1262,ital1282,0.8480392156862745,0.8356264182010651,20.908434,0.1137851351065422,0.3402463526153567,0.5096
15368,malt1254,ital1282,0.4754901960784313,0.4299934866100762,22.414495,0.05851119282025152,0.08178617195696938,0.0
15369,ital1282,ital1282,0.8872549019607843,0.8804206120518143,0.00097656244,0.0,8.55916058545062e-20,0.0
15370,cent1989,ital1282,0.7843137254901961,0.7728979034334185,23.70387,0.11524212742768425,0.462810721603778,0.6502
15371,sout3123,ital1282,0.8186274509803921,0.815599836700754,24.131136,0.07285982563234039,0.14686222185055042,0.5335
15372,mara1378,ital1282,0.8235294117647058,0.8082202710309273,22.717018,0.11257167026047632,0.3414973370200617,0.6019
15373,sind1272,ital1282,0.7205882352941176,0.7010099964353067,21.297781,0.11633119548591853,0.2817337358918786,0.615
15375,luok1236,java1254,0.3137254901960784,0.2839701977704296,24.35411,0.07749379876463758,0.4427768151238544,0.0
15376,tata1255,java1254,0.6421568627450981,0.6113119385292602,20.942827,0.10540721962412236,0.37369636374997733,0.3776
15377,stan1293,java1254,0.8333333333333334,0.8085869073898203,18.217724,0.1737880981498029,0.48438545883327194,0.1864
15378,gali1258,java1254,0.8480392156862745,0.8226017772903619,25.042454,0.10711967284155943,0.637603361350996,0.0
15379,dyul1238,java1254,0.3725490196078431,0.3706022910636929,21.41869,0.07642273316423565,0.6764051692901323,0.405
15380,panj1256,java1254,0.7401960784313726,0.7240117526213795,20.689816,0.11449354454952154,0.258023893494687,0.5722
15381,ilok1237,java1254,0.6323529411764706,0.6273016068835074,20.859398,0.08182704102402871,0.0912352820759602,0.0
15382,cebu1242,java1254,0.696078431372549,0.674661979343852,18.924757,0.04857259127144831,0.08374295259689674,0.0
15383,xhos1239,java1254,0.4950980392156863,0.4715612871058388,21.260529,0.09126086636261188,0.5051966922058835,0.0
15384,guja1252,java1254,0.7647058823529411,0.7460870527072617,20.157904,0.08159105849436821,0.2538345835929064,0.6185
15385,stan1318,java1254,0.8186274509803921,0.799342547216498,22.107454,0.10550573061747914,0.42797308064427425,0.5335
15386,indo1316,java1254,0.8627450980392157,0.8427152366322873,21.018888,0.0325999543872324,0.0007093095486121735,0.3776
15387,tokp1240,java1254,0.5980392156862745,0.5637892327358812,25.001139,0.23378468004148234,0.17106088280006207,0.0
15388,ital1282,java1254,0.8382352941176471,0.8153521458211074,20.575048,0.10203460324639524,0.5747446741095174,0.0
15389,tibe1272,java1254,0.2107843137254902,0.0624834103094972,19.455124,0.0989759606563213,0.23106496118642,0.4681
15390,bash1264,java1254,0.6029411764705882,0.5695571829895084,21.764437,0.10990746293585707,0.36663421939934004,0.3498
15391,iris1253,java1254,0.6666666666666666,0.6306634511891083,20.848557,0.12342459838609887,0.623675238413906,0.1864
15392,lith1251,java1254,0.8235294117647058,0.7951584720869057,20.502615,0.13490901035283775,0.5243593603845963,0.0
15393,luba1249,java1254,0.4117647058823529,0.4007880300143774,22.314692,0.07330432743871873,0.5261376676711662,0.0
15394,dari1249,java1254,0.8284313725490197,0.810651397407714,22.308332,0.11500868774292017,0.3329065419527885,0.5335
15395,bosn1245,java1254,0.8382352941176471,0.810849905236972,25.27889,0.10216615137578944,0.537944335200777,0.0
15396,tson1249,java1254,0.2892156862745098,0.2849644303514929,21.767653,0.07272060737216046,0.48804381630271054,0.0
15397,cent2050,java1254,0.2107843137254902,0.1450253738559258,20.29751,0.1206604240401814,0.6049702545334186,0.658
15398,dani1285,java1254,0.8382352941176471,0.8157622494148241,20.57719,0.09297227260299579,0.5641852184703761,0.1864
15399,achi1257,java1254,0.2401960784313725,0.1898723411134912,18.749878,0.05719499216080648,5.1914778788811175e-05,0.3776
15400,mina1268,java1254,0.230392156862745,0.165845853989882,18.883617,0.050069340191729594,0.0937786984434275,0.3776
15401,stan1325,java1254,0.8480392156862745,0.8285166183211992,25.268932,0.10768796581156315,0.5180977743709703,0.0
15402,cent1989,java1254,0.7794117647058824,0.7687777961981395,21.518978,0.06279005593682685,0.11821139292348615,0.6502
15403,norw1262,java1254,0.8333333333333334,0.8144272479815559,24.867798,0.08763744116309358,0.5625019698186585,0.0
15404,stan1289,java1254,0.8480392156862745,0.8348038529023248,19.413668,0.08670315593104205,0.6398801315727173,0.0
15405,bemb1257,java1254,0.3970588235294117,0.3569877247299106,20.628841,0.12081909957331705,0.49687754888055713,0.0
15406,east2295,java1254,0.4803921568627451,0.453584992847927,20.47703,0.06819319132733692,0.5476882390846782,0.658
15407,limb1263,java1254,0.6813725490196079,0.660042304311754,20.615108,0.11511494156359525,0.5862454984011031,0.0
15408,cent2142,java1254,0.4068627450980392,0.3806076945828499,22.541567,0.13836294884351708,0.8959400280471371,0.0
15409,nucl1643,java1254,0.8480392156862745,0.8213772856686509,16.906706,0.12457096866449358,0.24886026446358545,0.3455
15410,yuec1235,java1254,0.8529411764705882,0.8289458710431198,19.073496,0.10518903349008102,0.21679337155293307,0.3455
15411,slov1268,java1254,0.8382352941176471,0.8261342377689093,20.234629,0.10646789130320788,0.5596746288557688,0.0
15412,mace1250,java1254,0.8235294117647058,0.8046909062856189,20.204216,0.0994567239444829,0.5177726409891662,0.3498
15413,roma1327,java1254,0.8529411764705882,0.8310809684234054,20.109756,0.07167826369595176,0.5161024324344758,0.0
15414,moro1292,java1254,0.7696078431372549,0.7565519987899467,21.143726,0.10369186915971729,0.6616119340753215,0.5335
15415,swah1253,java1254,0.7352941176470589,0.7310166995672048,21.237967,0.10413376641616001,0.4602512255981038,0.5335
15416,vene1258,java1254,0.696078431372549,0.6744672289669243,20.424759,0.11511494156359525,0.7438616414213344,0.0
15417,sici1248,java1254,0.5833333333333334,0.5653952101385583,20.217018,0.08984194673365786,0.5661185383278418,0.0
15418,soma1255,java1254,0.5980392156862745,0.5698244724452697,21.592855,0.10287152037567104,0.42049753281026225,0.0
15419,poli1260,java1254,0.8333333333333334,0.8025840419107074,22.164282,0.13316231888731456,0.5390776854274951,0.0
15421,wara1300,java1254,0.7009803921568627,0.6827355184498042,21.199183,0.08867101145765133,0.08716795320629779,0.0
15422,stan1306,java1254,0.8774509803921569,0.8595019907893172,22.89623,0.04916835829418331,0.04128491774119135,0.658
15423,chha1249,java1254,0.7303921568627451,0.7167595050687189,20.15589,0.11511494156359525,0.22899998448855627,0.6019
15424,russ1263,java1254,0.8284313725490197,0.8031304415045847,19.530224,0.12489678734995968,0.3962062748425855,0.3498
15425,maor1246,java1254,0.2892156862745098,0.280458356572697,20.369766,0.10226458039787445,0.3369447760944894,0.0
15426,crim1257,java1254,0.7352941176470589,0.7233348412774886,22.163733,0.09410141784311321,0.44682863009246926,0.0
15427,hind1269,java1254,0.7990196078431373,0.7723155323698492,21.633028,0.11876911488551789,0.24790727925545622,0.4287
15428,lush1249,java1254,0.5686274509803921,0.5554345798920154,21.09283,0.10216989506119234,0.24543232508161683,0.4287
15429,west2369,java1254,0.8284313725490197,0.8070570609172691,18.721628,0.10614127074038437,0.38802868686859887,0.658
15430,rund1242,java1254,0.284313725490196,0.2729379204667213,25.168924,0.07778480191250747,0.4850870589810733,0.0
15432,afri1274,java1254,0.8480392156862745,0.8362826232061271,21.989878,0.21328459630502883,0.5050041619755666,0.3776
15433,nort3139,java1254,0.8235294117647058,0.8164149489194698,19.840992,0.10371618079964406,0.47159583433494323,0.5335
15434,halh1238,java1254,0.7941176470588235,0.7874945634493605,20.650412,0.11629655958664986,0.28183883402394105,0.0
15436,czec1258,java1254,0.8431372549019608,0.8259746126669585,20.207462,0.12861526529877854,0.5502313200650412,0.0
15438,nucl1310,java1254,0.7794117647058824,0.7674984246122712,21.307167,0.1148933638372065,0.1714010453868733,0.6185
15439,tswa1253,java1254,0.3137254901960784,0.3025458041780382,21.077703,0.09257593505651907,0.5060751672653012,0.0
15440,bali1278,java1254,0.7401960784313726,0.7213686318591727,18.895794,0.06853390688424599,0.03606418680033465,0.405
15441,basq1248,java1254,0.7892156862745098,0.7758818775704892,19.172531,0.1055209871794418,0.632915183981678,0.0
15442,mara1378,java1254,0.7941176470588235,0.7773256008328984,22.054918,0.12626252791015624,0.24713485440125432,0.6019
15443,nucl1301,java1254,0.8529411764705882,0.8353670763343854,19.387934,0.10519087410430195,0.47880231244438637,0.0
15444,mani1292,java1254,0.2107843137254902,0.2048331009603171,21.034554,0.08405168351511427,0.2463913352824267,0.6185
15445,tosk1239,java1254,0.8186274509803921,0.7900796675796675,20.841116,0.09017695787436941,0.5411251310494821,0.0
15446,uigh1240,java1254,0.7107843137254902,0.6991389818203643,20.052834,0.10372342695545222,0.22946186230397628,0.3776
15447,taiz1242,java1254,0.8137254901960784,0.7890475632064513,22.523783,0.11511494156359525,0.39918250483207696,0.5335
15448,kimb1241,java1254,0.3333333333333333,0.3179469869938921,21.338259,0.11511494156359525,0.5666773822318325,0.0
15449,mode1248,java1254,0.8186274509803921,0.8074473720553753,19.043615,0.12490722491341066,0.519803397393605,0.2736
15450,kash1277,java1254,0.5931372549019608,0.5921925251805531,20.499695,0.10916455728358132,0.2482697003646278,0.4681
15451,plat1254,java1254,0.6372549019607843,0.6240271733115078,20.56692,0.07732777732814333,0.39441834719084307,0.658
15452,scot1245,java1254,0.5441176470588235,0.5261579337278112,21.531908,0.07114092436028929,0.6113033563719961,0.2566
15453,hebr1245,java1254,0.803921568627451,0.7871763241016337,22.047955,0.11801869874217263,0.47950993059920555,0.5829
15454,pang1290,java1254,0.6519607843137255,0.6344645025365298,22.940823,0.0785897007895463,0.08443979772210727,0.0
15455,sind1272,java1254,0.7058823529411765,0.682461327602316,20.700016,0.08600647131596217,0.3058307842995454,0.615
15457,swat1243,java1254,0.3186274509803921,0.289786667629846,23.28783,0.07086657489806958,0.498601358909749,0.0
15458,tami1289,java1254,0.8088235294117647,0.7867860736633968,20.292986,0.12766720335910064,0.24381909882709552,0.6022
15460,ligu1248,java1254,0.6764705882352942,0.6468220174309167,20.452045,0.11511494156359525,0.5707086004109375,0.0
15461,maga1260,java1254,0.7696078431372549,0.7508753903760146,22.176235,0.09777625258737577,0.24680538994862303,0.6019
15462,mait1250,java1254,0.7254901960784313,0.7103864831319665,19.612192,0.10145558258978693,0.2466214031193768,0.6019
15463,awad1243,java1254,0.7941176470588235,0.7679298700268912,20.415972,0.09290994613848913,0.24652919840867626,0.6019
15464,sinh1246,java1254,0.7647058823529411,0.7400306840572328,22.503222,0.1073363214115155,0.21215122507878234,0.554
15465,kiku1240,java1254,0.3627450980392157,0.3356888246887569,21.564209,0.099937112703546,0.44805643367878234,0.0
15466,shan1277,java1254,0.2941176470588235,0.1534148949480152,22.223486,0.07104188533222022,0.1706667375114634,0.6331
15467,bugi1244,java1254,0.6470588235294118,0.6273706607396213,18.51057,0.07284576340023519,0.00021816394347706511,0.0
15468,banj1239,java1254,0.2254901960784313,0.1736405773999759,20.778664,0.11511494156359525,0.00012190749305636505,0.3776
15469,kabu1256,java1254,0.7156862745098039,0.7083529369456077,20.851093,0.2315229134437763,0.7234027836826615,0.0
15470,sund1252,java1254,0.7843137254901961,0.768291407958537,16.487762,0.06479658106686925,0.061923705082512416,0.3776
15471,beng1280,java1254,0.8088235294117647,0.7987175249140904,20.307606,0.10075461064230062,0.22274447535054256,0.6185
15473,fiji1243,java1254,0.284313725490196,0.2851282834979883,19.118206,0.09268638205032542,0.27906534026294194,0.0
15474,nucl1347,java1254,0.4754901960784313,0.4435423042603928,20.179043,0.06447547848354462,0.7269893604006409,0.3776
15475,assa1263,java1254,0.6666666666666666,0.66134449902841,22.156912,0.08819909522698,0.24674984377764597,0.6185
15476,icel1247,java1254,0.8137254901960784,0.7989366600142436,24.798801,0.09348288501358959,0.6100591232577857,0.1864
15477,mala1464,java1254,0.8186274509803921,0.795550464554214,20.177736,0.1354959275911396,0.2489251186813239,0.615
15478,haus1257,java1254,0.6078431372549019,0.5873913595718108,19.79636,0.08757682812743506,0.6060055732319377,0.3776
15479,amha1245,java1254,0.7303921568627451,0.7202800438852599,21.211668,0.12537419947905304,0.4362293863705978,0.572
15480,nort2690,java1254,0.7892156862745098,0.7666294095593591,24.313534,0.13810985438361867,0.3623113599138518,0.0
15481,kore1280,java1254,0.803921568627451,0.779353331657479,19.690983,0.11794578348177387,0.23540389271124137,0.2566
15484,sant1410,java1254,0.25,0.0571428571428571,21.112162,0.09070383422128103,0.24527578456335,0.4287
15485,kaby1243,java1254,0.2450980392156862,0.1756784024518578,21.166632,0.09934027524505473,0.6242431822576348,0.405
