,task_lang,transfer_lang,accuracy,f1_score,new_gen,new_typ,new_geo,script
2724,halh1238,najd1235,0.7941176470588235,0.7881065075450339,22.18009,0.13093421367883895,0.279377520405553,0.5335
2725,mina1268,najd1235,0.1911764705882352,0.1583184553815271,22.674768,0.09395131094022158,0.34130275708091606,0.2851
2726,laoo1244,najd1235,0.8578431372549019,0.8473387486867775,22.344137,0.0938735709117523,0.316404114896826,0.535
2727,east2295,najd1235,0.5098039215686274,0.5019790768237974,22.842442,0.0896909030774039,0.24231276198201784,0.6244
2728,kabi1261,najd1235,0.2990196078431372,0.1644289585753,23.429626,0.08315396090093807,0.24843656526247357,0.5335
2729,luba1249,najd1235,0.3284313725490196,0.3448143064644868,24.518946,0.047228904034891994,0.21601225309816177,0.5335
2730,nort2697,najd1235,0.8480392156862745,0.8395481827808774,21.234745,0.1353997671499797,0.056303124776914376,0.6244
2731,akan1250,najd1235,0.3431372549019608,0.3359996287886558,22.329868,0.12350794334436765,0.25971953016397387,0.2851
2732,sici1248,najd1235,0.6225490196078431,0.6030291245354766,22.24132,0.1293678756673543,0.15197020784982554,0.5335
2733,uigh1240,najd1235,0.7696078431372549,0.7664119653156197,22.885382,0.07220076347867077,0.28158906525641175,0.2851
2734,swah1253,najd1235,0.7598039215686274,0.7521865081160749,23.312733,0.143241197676233,0.17103837522742965,0.0
2735,kaby1243,najd1235,0.2156862745098039,0.1618515986937039,20.911179,0.10339703277672085,0.2021959452769494,0.3224
2736,thai1261,najd1235,0.8823529411764706,0.8748808348707845,24.3946,0.10387128290499625,0.3028940479558845,0.6654
2737,tama1365,najd1235,0.3186274509803921,0.2899504962556886,21.660004,0.15515184499403356,0.2493704038003282,0.5132
2738,cent2194,najd1235,0.2450980392156862,0.0654414894601447,21.872648,0.11128826724945395,0.2512133199476272,0.3224
2739,taji1245,najd1235,0.3333333333333333,0.2788320956228052,23.055502,0.053443740821377594,0.141208527288952,0.2851
2740,slov1269,najd1235,0.8627450980392157,0.8519849997745742,25.885153,0.003344084102653966,0.16595900298907487,0.5335
2741,meso1252,najd1235,0.8627450980392157,0.8603316152200112,16.960993,0.08217517851467848,0.0405217684696856,0.0
2742,bosn1245,najd1235,0.8676470588235294,0.8617043427540507,26.981321,0.12747150668342933,0.15038707242799926,0.5335
2743,hind1269,najd1235,0.8382352941176471,0.8327759734513946,23.690483,0.1942161993479966,0.18378359591033677,0.5464
2744,nort3139,najd1235,0.8529411764705882,0.8583952621331443,15.903188,0.1325590838426548,0.07534159327063167,0.0
2745,sang1328,najd1235,0.3725490196078431,0.3257484054788807,26.932875,0.21462030105400653,0.16993260166625374,0.5335
2746,kach1280,najd1235,0.3284313725490196,0.3068824806786517,22.761835,0.11247287906141568,0.2694478563453839,0.5335
2747,pang1290,najd1235,0.6470588235294118,0.6289526083672328,26.7553,0.09464330455965508,0.4179075276568932,0.5335
2748,nucl1235,najd1235,0.8333333333333334,0.8379988630771013,20.132193,0.15106914783486014,0.12523020721200415,0.5792
2749,sind1272,najd1235,0.7549019607843137,0.7326124403642396,22.69026,0.13990012219226555,0.1326593606211112,0.3534
2750,bhoj1244,najd1235,0.7745098039215687,0.7540105559723825,22.443714,0.10791239076888615,0.18451755935264505,0.535
2751,stan1289,najd1235,0.8872549019607843,0.8813725490196077,21.401632,0.1558452314919535,0.2363738810981047,0.5335
2752,kore1280,najd1235,0.8578431372549019,0.8495940056983342,21.309685,0.14228858770027975,0.383319359162384,0.578
2753,ling1263,najd1235,0.4166666666666667,0.3887204728545823,27.272253,0.21406159368367084,0.19879644309985636,0.5335
2754,ligu1248,najd1235,0.6764705882352942,0.6586405826398147,22.450562,0.003344084102653966,0.1683970432049107,0.5335
2755,achi1257,najd1235,0.2107843137254902,0.1746799099376972,22.557457,0.12333743492221427,0.42558835862309374,0.2851
2756,kash1277,najd1235,0.6372549019607843,0.6281578254820339,22.540924,0.15852760216060457,0.1826742087512412,0.403
2757,dzon1239,najd1235,0.25,0.0571428571428571,24.953045,0.10128322719347194,0.22909902225233672,0.6019
2758,tata1255,najd1235,0.5931372549019608,0.5818522617706503,23.762255,0.12196258796888726,0.2470316092501318,0.2851
2759,stan1288,najd1235,0.8676470588235294,0.8567101935911785,21.093937,0.12444935208363606,0.5682425380774393,0.5335
2760,nucl1347,najd1235,0.392156862745098,0.3759168711416317,23.033562,0.15523205923668237,0.30831025785911526,0.2851
2761,shan1277,najd1235,0.3039215686274509,0.1578129766811965,24.781235,0.04567762570758738,0.2705957856220968,0.5541
2762,east2282,najd1235,0.7156862745098039,0.7042031769972947,26.231457,0.13115262715118892,0.1817824035682682,0.5335
2763,cent1972,najd1235,0.2696078431372549,0.215638600493395,22.09067,0.1086133422893687,0.0472730211388831,0.2851
2764,swat1243,najd1235,0.2745098039215686,0.2325247886225031,25.333525,0.06417877927702054,0.32181157728389104,0.5335
2765,taga1270,najd1235,0.8431372549019608,0.8320977181559248,22.862988,0.13803035286061927,0.4087190004650407,0.5303
2766,xhos1239,najd1235,0.4509803921568627,0.4148108070063682,23.306988,0.12629268873940047,0.3265787658483129,0.5335
2767,kaza1248,najd1235,0.8235294117647058,0.8074300162613836,23.765114,0.020154175009662767,0.16896210681001889,0.2851
2768,roma1327,najd1235,0.8578431372549019,0.845669528871137,22.126434,0.12507024637511954,0.13618966283965617,0.5335
2770,shon1251,najd1235,0.2941176470588235,0.2772639783002087,22.210825,0.13522136709524368,0.26596090586169346,0.5335
2771,guja1252,najd1235,0.8137254901960784,0.8007420580223232,22.191208,0.13212637326136945,0.18616128832273904,0.535
2772,stan1306,najd1235,0.8872549019607843,0.8738618364686407,26.603693,0.09706292337349309,0.3854190682608098,0.6244
2773,hebr1245,najd1235,0.8333333333333334,0.8257080761779676,18.407145,0.13553191725536473,0.07759802288687372,0.1789
2774,nucl1302,najd1235,0.8480392156862745,0.846507007566913,20.597399,0.15926051305704436,0.0913457052302794,0.5519
2775,beng1280,najd1235,0.7892156862745098,0.7750957062987138,22.24045,0.13730626917017663,0.21332524360545027,0.535
2776,sinh1246,najd1235,0.7941176470588235,0.7816056977562739,24.584713,0.11867689950054161,0.22345568344284308,0.4685
2777,telu1262,najd1235,0.8480392156862745,0.8406931303421594,20.306505,0.16245304127981564,0.18382971663127473,0.409
2778,nucl1417,najd1235,0.2205882352941176,0.2169275260813998,21.285234,0.11938667933629965,0.21219915662738575,0.5335
2779,panj1256,najd1235,0.7794117647058824,0.7689202355590149,22.678486,0.18445263806049894,0.1898216540883327,0.3799
2780,poli1260,najd1235,0.8725490196078431,0.8683894180116182,23.835587,0.18941308297061343,0.1804326663118968,0.5335
2781,bela1254,najd1235,0.8627450980392157,0.8534959594631407,22.93821,0.14084901120836546,0.1664794930034864,0.2851
2782,sout2807,najd1235,0.3186274509803921,0.3073779270104877,25.386591,0.10083400937013942,0.32627179991971966,0.5335
2783,tibe1272,najd1235,0.2598039215686274,0.0956297948779151,21.942326,0.14434751202662088,0.2785641141608438,0.5741
2784,mode1248,najd1235,0.8382352941176471,0.8337594012230571,20.843206,0.15327135314156304,0.1373166273602168,0.5335
2785,hait1244,najd1235,0.4607843137254901,0.4428950223920074,25.164953,0.20775652894826735,0.5708213444379198,0.5335
2786,kamb1297,najd1235,0.3627450980392157,0.3545796824748055,24.438396,0.10845489215541593,0.16288165238295832,0.5335
2787,assa1263,najd1235,0.6617647058823529,0.6567506383877445,24.105146,0.09858085828022434,0.1840904031280283,0.535
2788,dutc1256,najd1235,0.8774509803921569,0.8777718597017351,22.113085,0.15266352723082766,0.2179165232855544,0.5335
2790,sout2832,najd1235,0.3627450980392157,0.344917678182384,21.938879,0.08622107614857288,0.13281589674804867,0.0
2791,luok1236,najd1235,0.3088235294117647,0.2877771695472024,26.193598,0.13781529108180635,0.15243198028547136,0.5335
2792,bemb1257,najd1235,0.3088235294117647,0.2953313839655785,22.8245,0.13263990110061008,0.23759114346974167,0.5335
2794,nort2690,najd1235,0.8186274509803921,0.8060231150736635,27.146826,0.1426671312539548,0.126440101880071,0.5335
2796,tokp1240,najd1235,0.5294117647058824,0.4882847524430077,27.325514,0.24995052565121834,0.5910610498492952,0.5335
2797,fonn1241,najd1235,0.3529411764705882,0.2924548279895447,23.71374,0.09646019899888869,0.2392885265909862,0.5335
2798,bugi1244,najd1235,0.5637254901960784,0.5579850045198188,21.968735,0.09969392908387442,0.42542092829853306,0.5335
2799,sund1252,najd1235,0.7941176470588235,0.7813679046111817,20.46735,0.10382719163800214,0.39006008102411976,0.2851
2801,norw1259,najd1235,0.8627450980392157,0.8495637948247222,27.273167,0.15381492332058033,0.2306845524094551,0.5335
2802,sans1269,najd1235,0.7647058823529411,0.7530233145889935,23.846159,0.1188267557894942,0.18414963714405486,0.5221
2803,crim1257,najd1235,0.7303921568627451,0.7223966178172251,24.979202,0.11449116097674872,0.11971861083415715,0.5335
2804,twii1234,najd1235,0.392156862745098,0.4018577621381266,24.07827,0.12554535989309623,0.25971953016397387,0.5335
2805,cent2142,najd1235,0.2647058823529412,0.2510614266150784,24.629953,0.16258714795339924,0.6387866408247317,0.5335
2806,dyul1238,najd1235,0.3284313725490196,0.3264180652305333,23.660044,0.10798468510807457,0.27162518466275515,0.3224
2807,tami1289,najd1235,0.8578431372549019,0.8485441773181382,22.199917,0.15342862859488104,0.19007405220335158,0.3224
2808,wara1300,najd1235,0.6862745098039216,0.6841580062278869,25.080114,0.10533328408764975,0.42978487309746605,0.5335
2809,bulg1262,najd1235,0.8823529411764706,0.8721235746893986,21.675785,0.11850708046092806,0.12365961706942148,0.5335
2810,cent2050,najd1235,0.2058823529411764,0.1299285722194016,21.971846,0.1425019413827423,0.20874047178287802,0.6244
2811,moro1292,najd1235,0.8137254901960784,0.8046843620879812,17.087431,0.13766323692078608,0.2404561536434003,0.0
2812,slov1268,najd1235,0.8676470588235294,0.8606268223915282,21.941015,0.1420609893246204,0.17044677052623602,0.5335
2813,nige1253,najd1235,0.3431372549019608,0.3270426709921613,23.322483,0.1431272006630654,0.21221987239125978,0.2851
2814,sile1253,najd1235,0.7254901960784313,0.710157947471114,26.94113,0.003344084102653966,0.17464278171775907,0.5335
2815,west2721,najd1235,0.2794117647058823,0.2606077587782286,23.139729,0.013325078729352513,0.10941323305493407,0.6244
2816,umbu1257,najd1235,0.2745098039215686,0.2304048915130592,24.208172,0.11482340882878161,0.27119193556718363,0.5335
2817,zulu1248,najd1235,0.4509803921568627,0.4201241080784624,24.41882,0.11753430955466693,0.3263601773116985,0.5335
2818,samo1305,najd1235,0.3039215686274509,0.2638705269082678,27.070648,0.10907077186836267,0.7294478787027152,0.5335
2819,kabu1256,najd1235,0.6764705882352942,0.669610786397745,22.824614,0.2737756313934593,0.3351011880534575,0.5335
2820,kiku1240,najd1235,0.3627450980392157,0.321214214214745,23.677397,0.10061829750665618,0.15727615747978385,0.5335
2821,fiji1243,najd1235,0.2794117647058823,0.2787555532368828,22.593376,0.12959088948484876,0.6968265123915482,0.5335
2822,ilok1237,najd1235,0.5931372549019608,0.5789082610784637,24.90367,0.12642891246901788,0.41872835629494887,0.5335
2823,dari1249,najd1235,0.8578431372549019,0.8537522318339335,24.183258,0.0033461187450876118,0.11610314646871309,0.0
2824,nucl1310,najd1235,0.7941176470588235,0.7828493359715637,23.465557,0.15964340927959875,0.26998092999161044,0.535
2825,stan1325,najd1235,0.8774509803921569,0.8755153594870061,27.007458,0.13115262715118892,0.18659372427958973,0.5335
2826,amha1245,najd1235,0.7156862745098039,0.7223082336382829,18.137617,0.14928516221659927,0.10667268049084247,0.238
2828,hung1274,najd1235,0.8676470588235294,0.8587420408952967,21.937485,0.15851254295181394,0.15595387029431176,0.5335
2829,malt1254,najd1235,0.5245098039215687,0.4921405433988821,16.651472,0.13195533116302327,0.18180081795306424,0.5335
2830,taiz1242,najd1235,0.8529411764705882,0.8429264195585713,16.630623,0.003344084102653966,0.0652312444920112,0.0
2831,tson1249,najd1235,0.2696078431372549,0.2588483684190693,23.81811,0.0925401473931936,0.30105252048685616,0.5335
2832,nuer1246,najd1235,0.2549019607843137,0.1803933055108952,22.048437,0.12536811402745707,0.12736197867120405,0.5335
2834,haus1257,najd1235,0.6421568627450981,0.6203319156396662,19.115202,0.13711086375208703,0.20533018950175067,0.2851
2835,stan1295,najd1235,0.8872549019607843,0.8823826907119088,24.698265,0.14399495266276718,0.20476809833372728,0.5335
2836,iris1253,najd1235,0.6470588235294118,0.6189959568387213,22.589592,0.1627092628201876,0.26202039435908253,0.5574
2837,basq1248,najd1235,0.7990196078431373,0.7947676134800414,21.738089,0.1517072945342276,0.22599138099647417,0.5335
2840,nyan1308,najd1235,0.3529411764705882,0.34915577418841,23.217241,0.07648503386100758,0.23361467833056102,0.5335
2841,awad1243,najd1235,0.8235294117647058,0.8057062906134114,22.413963,0.13666662219229964,0.18535550510613422,0.5132
2842,occi1239,najd1235,0.8186274509803921,0.8159669516139024,21.606453,0.12776209922342863,0.19096839561211262,0.5335
2843,sout2697,najd1235,0.7009803921568627,0.6937538561323908,21.609179,0.1116127793128957,0.056303124776914376,0.2851
2844,urdu1245,najd1235,0.8235294117647058,0.8180055792219302,24.418957,0.12704285512780278,0.14583676482420493,0.403
2845,friu1240,najd1235,0.6617647058823529,0.6609053764679899,23.497213,0.07256743514197794,0.17213449545074025,0.5335
2847,cent1989,najd1235,0.8088235294117647,0.8065416233724455,23.398119,0.10394574917837351,0.3290566514221802,0.5574
2849,tuni1259,najd1235,0.8235294117647058,0.8185032417781059,16.343584,0.004691146602765595,0.16957420132883827,0.2851
2850,nucl1643,najd1235,0.8970588235294118,0.8903194300767291,18.786455,0.15378678481830943,0.4291904781522837,0.6116
2851,bash1264,najd1235,0.5882352941176471,0.5640773037719778,24.587566,0.15719461491252773,0.2634089226497577,0.6738
2852,russ1263,najd1235,0.8725490196078431,0.8629973201401773,21.302345,0.15147257195603026,0.23201038355124112,0.6738
2853,najd1235,najd1235,0.8627450980392157,0.8587714220178475,0.00097656244,-2.220446049250313e-16,0.0,0.0
2854,chha1249,najd1235,0.7843137254901961,0.7740173336400468,22.173948,0.003344084102653966,0.20003781027222997,0.5132
2855,croa1245,najd1235,0.9019607843137256,0.8966426997039242,26.980152,0.1279403565530246,0.17052518428014252,0.5335
2856,mait1250,najd1235,0.7549019607843137,0.7390790902342318,21.624067,0.1425017711151072,0.18490949325900227,0.5132
2857,gand1255,najd1235,0.2696078431372549,0.2350913843944585,23.88075,0.11334745772627919,0.1564408605048475,0.2851
2858,oriy1255,najd1235,0.7303921568627451,0.7230262846173503,23.008556,0.12965990119480364,0.1840839700585494,0.6244
2859,faro1244,najd1235,0.7303921568627451,0.7194976076555023,27.266924,0.10899217565698305,0.2501287132134542,0.5574
2860,kirg1245,najd1235,0.8725490196078431,0.858581364007854,24.76987,0.1316110468260343,0.1645936297163988,0.2851
2861,gali1258,najd1235,0.8872549019607843,0.8801353662389911,27.058023,0.16276087884339796,0.22925214870591065,0.5335
2863,west2369,najd1235,0.8872549019607843,0.8821329058081341,20.594849,0.1426932556033128,0.06845089725942541,0.6244
2864,serb1264,najd1235,0.8578431372549019,0.8502407721561173,26.982327,0.1279403565530246,0.15030557995136842,0.5335
2865,moss1236,najd1235,0.3039215686274509,0.2985837891617481,24.12637,0.09710820613527071,0.2518873968601718,0.5335
2866,sout3123,najd1235,0.8284313725490197,0.8289609710197202,18.273203,0.1325590838426548,0.04793944012568178,0.0
2867,indo1316,najd1235,0.9019607843137256,0.8973863933520677,24.720163,0.09676059585458352,0.4250828482876135,0.2851
2868,viet1252,najd1235,0.9166666666666666,0.9108509355835434,22.846113,0.12499286478605387,0.3294117347993314,0.6116
2869,ewee1241,najd1235,0.3235294117647059,0.276431594947337,22.615065,0.14478273961492116,0.2581475335265376,0.5335
2870,cent2142,moro1292,0.3774509803921568,0.3708537691235118,25.092896,0.1223571836731151,0.4173395372552231,0.5335
2871,kiny1244,moro1292,0.3382352941176471,0.2971523949022775,23.917984,0.0937298403071739,0.2639645385816656,0.5335
2872,bash1264,moro1292,0.6372549019607843,0.6319910355457565,25.015966,0.1055366159234441,0.3725591430788709,0.6738
2873,dzon1239,moro1292,0.2549019607843137,0.0908650820545093,25.377316,0.13580874727337322,0.4489573555133554,0.6019
2875,luba1249,moro1292,0.3823529411764705,0.382547612870728,24.92631,0.10819139541062606,0.25573877719218585,0.5335
2876,indo1316,moro1292,0.8676470588235294,0.8651682935865442,25.182543,0.0886942746595496,0.6611237760180491,0.2851
2877,nucl1310,moro1292,0.7352941176470589,0.7151556734388916,23.863626,0.12307304647198303,0.49603728878902437,0.535
2878,fiji1243,moro1292,0.3186274509803921,0.2862884338688453,23.078133,0.11909626825328634,0.9064674058782484,0.5335
2879,kash1277,moro1292,0.4803921568627451,0.4862244718479877,22.979622,0.12934447086634893,0.4142361378072677,0.403
2880,roma1327,moro1292,0.8823529411764706,0.8779112554112553,22.549393,0.054131801125674395,0.16522845065267264,0.5335
2881,tami1289,moro1292,0.8333333333333334,0.8164740366468682,22.613186,0.1434071095560423,0.4207520348711516,0.3224
2882,cebu1242,moro1292,0.7156862745098039,0.7157460795156234,23.227915,0.0754387702641035,0.6376544907027701,0.5335
2883,yuec1235,moro1292,0.8627450980392157,0.8571467604682109,21.448618,0.1457877173919493,0.48832989964247886,0.6116
2885,stan1288,moro1292,0.8137254901960784,0.8035079079466027,21.514782,0.0653710441778621,0.36876391665914293,0.5335
2886,fonn1241,moro1292,0.3774509803921568,0.328712265666113,24.140785,0.12893348203504662,0.13290684352506799,0.5335
2887,pedi1238,moro1292,0.3186274509803921,0.2681945491295212,23.516218,0.10360869517595028,0.37153455965427834,0.5335
2888,stan1318,moro1292,0.2696078431372549,0.2662060383589229,18.691048,0.08778288662837963,0.23510707371580603,0.0
2889,kabu1256,moro1292,0.7009803921568627,0.6729921611717887,23.246483,0.23653165079020344,0.13047843918571989,0.5335
2890,zulu1248,moro1292,0.3529411764705882,0.3501268322320954,24.819056,0.10947701830324041,0.3714145582063297,0.5335
2891,mina1268,moro1292,0.7352941176470589,0.7312758821320609,23.137362,0.095340242490913,0.579579425643473,0.2851
2892,icel1247,moro1292,0.8333333333333334,0.8281838008150683,27.435158,0.08620263350311475,0.20036354832232992,0.5574
2893,tosk1239,moro1292,0.8284313725490197,0.8147472723629807,23.08488,0.09857151709133238,0.14395652884884208,0.5335
2894,kamb1297,moro1292,0.3529411764705882,0.3311125345703788,24.843805,0.1256490344091432,0.2947172716881893,0.5335
2895,rund1242,moro1292,0.3039215686274509,0.2672013001694032,27.638794,0.08861268041617909,0.27036729091120226,0.5335
2896,pang1290,moro1292,0.6813725490196079,0.6686511952243267,27.218517,0.09918334646139271,0.6373896879639978,0.5335
2897,croa1245,moro1292,0.8529411764705882,0.853313340525322,27.389162,0.09167252118051006,0.13824835529297957,0.5335
2898,uigh1240,moro1292,0.7647058823529411,0.7551658962996648,23.314932,0.10199417845568337,0.47222460837648955,0.2851
2899,ital1282,moro1292,0.8529411764705882,0.8479001248572041,23.012564,0.09584716967712481,0.12627382166141912,0.5335
2900,nucl1305,moro1292,0.8088235294117647,0.7985609841717926,22.188913,0.12591850222398493,0.415688300621504,0.4685
2901,sout3123,moro1292,0.8284313725490197,0.8370515788737072,18.70273,0.07344979982760824,0.20248501052080028,0.0
2902,luxe1241,moro1292,0.6617647058823529,0.6516319565661234,22.788265,0.11852434643037557,0.12001519264933858,0.5335
2903,nuer1246,moro1292,0.2892156862745098,0.2201986393837198,22.50059,0.13016314016338515,0.23474001567370154,0.5335
2904,sans1269,moro1292,0.7205882352941176,0.709950195952863,24.289402,0.10908367083458992,0.41563291263538726,0.5221
2905,beng1280,moro1292,0.803921568627451,0.7913741767893597,22.675087,0.12037517667316455,0.4417497598773442,0.535
2906,stan1290,moro1292,0.8627450980392157,0.8619798700102788,23.234121,0.09268824971703016,0.13320187914967224,0.5335
2907,nucl1347,moro1292,0.4950980392156863,0.4587981525726068,23.464602,0.1010717447811047,0.10482998015744599,0.2851
2908,shon1251,moro1292,0.3333333333333333,0.3078313100805898,22.608788,0.12711100935773956,0.3369593858623992,0.5335
2910,sout2697,moro1292,0.7254901960784313,0.7013418379758528,22.038666,0.11136509774844483,0.27004468440751067,0.2851
2911,limb1263,moro1292,0.7058823529411765,0.6850141745159777,23.39992,0.14139247991007842,0.12747574920417,0.5335
2912,ukra1253,moro1292,0.8480392156862745,0.841861663603247,23.20168,0.07377348506810055,0.19564428940784667,0.6738
2913,sang1328,moro1292,0.3725490196078431,0.3387916130186797,27.34243,0.2064296875247953,0.19697628752011972,0.5335
2914,egyp1253,moro1292,0.8284313725490197,0.8315793962135426,15.407518,0.0594557725669449,0.17688121187355915,0.0
2915,moro1292,moro1292,0.8088235294117647,0.7972422105620176,0.0004472136,0.0,0.0,0.0
2916,west2721,moro1292,0.2696078431372549,0.2517965172946264,23.516897,0.13779572049127997,0.2534334584256872,0.6244
2918,turk1304,moro1292,0.5245098039215687,0.5084149295757061,22.541073,0.11948684556764655,0.2947159157931767,0.2851
2919,mait1250,moro1292,0.7549019607843137,0.7425214024068337,22.063461,0.14009603429572193,0.41571147306122247,0.5132
2920,nort2641,moro1292,0.6764705882352942,0.6762226878519596,21.976204,0.07258097634464,0.20033239536855582,0.5335
2921,awad1243,moro1292,0.7892156862745098,0.7841318567338244,22.853506,0.12027920948679616,0.41601972265509013,0.5132
2922,wels1247,moro1292,0.7892156862745098,0.7833344974542945,22.956598,0.06873463339768471,0.15045005396878797,0.578
2923,kach1280,moro1292,0.3627450980392157,0.3219233428061952,23.177567,0.13152508499728244,0.4937520027572385,0.5335
2924,cent2050,moro1292,0.3823529411764705,0.3734176310443181,22.452423,0.11654825437434257,0.142375287232821,0.6244
2925,port1283,moro1292,0.8774509803921569,0.868684209816052,22.914783,0.09542337835647774,0.3132027846569722,0.5335
2926,slov1268,moro1292,0.8137254901960784,0.8149135868806275,22.351599,0.1002777765072157,0.13223226221393972,0.5335
2927,scot1245,moro1292,0.5245098039215687,0.5108564398360369,23.709051,0.06525984632798443,0.16729908981974717,0.578
2928,papi1253,moro1292,0.6568627450980392,0.6629779017485137,27.43705,0.18924102317155433,0.2677049306823371,0.5335
2929,kirg1245,moro1292,0.8333333333333334,0.8225700959687593,25.198004,0.10678236939606156,0.35242359819098973,0.2851
2930,russ1263,moro1292,0.8676470588235294,0.8691040245402168,21.71497,0.09379582126851571,0.3310702940089952,0.6738
2931,sant1410,moro1292,0.25,0.0571428571428571,23.365839,0.11775263507097544,0.41691230621073627,0.5464
2932,tigr1271,moro1292,0.3431372549019608,0.3080316235881328,19.258924,0.07628387881698484,0.2543130908782793,0.238
2933,tokp1240,moro1292,0.5833333333333334,0.5611391827536244,27.774082,0.23059724644396562,0.8155564452107914,0.5335
2934,sout2649,moro1292,0.7450980392156863,0.7344765858498147,23.47693,0.10868438054267182,0.33872558867036934,0.0
2935,nyan1308,moro1292,0.3725490196078431,0.3596632177332493,23.614712,0.08081574309797179,0.32326841205379453,0.5335
2936,sund1252,moro1292,0.8088235294117647,0.8006788024873176,20.943853,0.10230364105394174,0.6282958207231626,0.2851
2937,bugi1244,moro1292,0.6078431372549019,0.5913350201138513,22.426832,0.09875108772633823,0.6614937341227484,0.5335
2938,dutc1256,moro1292,0.8578431372549019,0.8518952483287282,22.563286,0.11050570351137878,0.13452851830415996,0.5335
2939,sici1248,moro1292,0.6274509803921569,0.6108855734312233,22.659687,0.08811753577564219,0.10883094320718045,0.5335
2941,dani1285,moro1292,0.8676470588235294,0.8640599348463669,23.23586,0.10665858452783483,0.15888149829003256,0.5574
2942,czec1258,moro1292,0.8186274509803921,0.8154806071838153,22.299513,0.11147640079775534,0.14430659562798276,0.5335
2943,finn1318,moro1292,0.8333333333333334,0.8185795221178332,23.326674,0.0923436524523128,0.21915013960305063,0.5335
2944,cent1989,moro1292,0.7843137254901961,0.7895573924665598,23.863857,0.12615789044341874,0.5545096686459577,0.5574
2945,tswa1253,moro1292,0.3333333333333333,0.2968571893572883,23.51137,0.10789997817985408,0.36743346977755936,0.5335
2946,chok1245,moro1292,0.3578431372549019,0.3328836221693365,25.482706,0.14139247991007842,0.2586078664479769,0.5335
2948,assa1263,moro1292,0.6617647058823529,0.6569184422113115,24.540249,0.10313201809682548,0.41572835571426636,0.535
2949,poli1260,moro1292,0.8382352941176471,0.8191165591840335,24.244375,0.14739907691193033,0.16569530566487262,0.5335
2950,bhoj1244,moro1292,0.75,0.7298020861214994,22.883366,0.09442988838021227,0.4155091288614397,0.535
2951,west2369,moro1292,0.8823529411764706,0.8734488171231513,21.029797,0.09597967210472835,0.2796121124925235,0.6244
2952,kimb1241,moro1292,0.3382352941176471,0.2996567655402242,23.953863,0.14139247991007842,0.2506172620347803,0.5335
2953,ayac1239,moro1292,0.4852941176470588,0.4653483525663976,23.844337,0.11151232453940729,0.44272108535997956,0.5335
2954,sout2832,moro1292,0.3970588235294117,0.3516183249856719,22.39157,0.11371012520568968,0.21701420379848493,0.0
2955,taga1270,moro1292,0.7794117647058824,0.7699275554377596,23.331873,0.09204979140287273,0.6033700976121186,0.5303
2956,cent2194,moro1292,0.2450980392156862,0.0571428571428571,22.383934,0.05685794864232885,0.011390288688663135,0.3224
2957,bali1278,moro1292,0.6862745098039216,0.6891103612148554,23.57073,0.11466816259338375,0.6700225147244577,0.586
2958,slov1269,moro1292,0.8431372549019608,0.8471555837612449,26.292774,0.14139247991007842,0.14910100496364675,0.5335
2959,nige1253,moro1292,0.3725490196078431,0.3592830558984044,23.754028,0.11296281463882041,0.14579201223633143,0.2851
2960,dyul1238,moro1292,0.3382352941176471,0.324525416528116,24.094477,0.11158054413227014,0.12668622957008943,0.3224
2961,dari1249,moro1292,0.8186274509803921,0.8168891165124309,24.618982,0.14128938140157477,0.33205043883819635,0.0
2962,kaby1243,moro1292,0.2450980392156862,0.2037496281230124,21.41814,0.07431774508514599,0.05739169784399075,0.3224
2963,mara1378,moro1292,0.7990196078431373,0.7794754164877269,24.478392,0.14366960930020822,0.4156353994632953,0.5132
2964,mani1292,moro1292,0.2254901960784313,0.2112959856593133,23.773252,0.12924586029202156,0.4160136652108187,0.535
2965,bela1254,moro1292,0.8578431372549019,0.8515400032359235,23.350704,0.0996890656117434,0.19994329377251016,0.2851
2966,bamb1269,moro1292,0.3137254901960784,0.2876771920926222,23.2948,0.09875524346705633,0.08547852523518201,0.3224
2967,mace1250,moro1292,0.8235294117647058,0.8229130739079269,22.32685,0.096320553183604,0.17399233911107978,0.6738
2968,east2295,moro1292,0.4754901960784313,0.4848843034427127,23.290085,0.0959036500384789,0.24784191426686905,0.6244
2969,afri1274,moro1292,0.8431372549019608,0.8359616923910644,24.717903,0.2011381504533879,0.3715249887341179,0.2851
2970,lomb1257,moro1292,0.6470588235294118,0.6415142889307023,22.934643,0.08668589528541182,0.11088887731945647,0.5335
2971,sout2807,moro1292,0.3725490196078431,0.3514891358340939,25.786457,0.10070631672743935,0.37225840377008296,0.5335
2972,stan1293,moro1292,0.8676470588235294,0.8629327826123799,20.99827,0.18366711439266636,0.3339009052845534,0.5574
2973,sind1272,moro1292,0.7254901960784313,0.7029204134520509,23.132391,0.1093122481092278,0.35752388449581546,0.3534
2974,samo1305,moro1292,0.3235294117647059,0.2744104442044945,27.554361,0.11858579345873999,0.809863960122696,0.5335
2975,swed1254,moro1292,0.8578431372549019,0.8462334171254714,23.840336,0.11353663933579838,0.19997984072995123,0.5574
2976,taiz1242,moro1292,0.8431372549019608,0.8355073212087929,19.01849,0.14139247991007842,0.2789711509008657,0.0
2977,umbu1257,moro1292,0.3088235294117647,0.2685992876649767,24.6135,0.11983314579657156,0.2667883687746172,0.5335
2978,gand1255,moro1292,0.3529411764705882,0.3421716794165773,24.284168,0.1141903771294307,0.26152314621100126,0.2851
