task_lang,transfer_lang,f1_score,new_gen,new_typ,new_geo,script,distals_asjp,distals_wiki_size
mxt,arz,0.0752639173691805,25.994595,0.1559215835470183,0.6335475604538835,0.5335,0.5043822507644548,1.0
agd,rus,0.0657004830917874,25.510498,0.1255896595385853,0.477284412244166,0.3498,0.4959092010921254,1.0
gng,rus,0.0630692167577413,23.384634,0.1144888256011467,0.4188609634026443,0.3498,0.4909512265738075,1.0
nsn,rus,0.1448350924608897,23.911118,0.1135765505499544,0.4901255841905513,0.3498,0.4919499774000552,1.0
yuj,rus,0.0796903460837887,22.319036,0.1116251738658259,0.453685299981626,0.3498,0.502373788942891,1.0
jiv,rus,0.0838682071031236,24.434423,0.1169668077089701,0.6557460955250263,0.3498,0.4700425641801959,1.0
kwi,rus,0.0627394636015325,24.33649,0.1094736738246353,0.6175315326952154,0.3498,0.4921015465494032,1.0
wol,ron,0.0809990662931839,22.730894,0.0777089749581938,0.2581245707373377,0.3776,0.4849834504555382,0.9966373377471904
sll,ron,0.1903220653220653,23.400595,0.1000632285035687,0.6360377524091234,0.0,0.5017086271494667,1.0
bnp,ron,0.1173108500694707,24.614845,0.1012858863578362,0.651118879446829,0.0,0.494462914032334,1.0
msy,ron,0.1570406337848198,26.814701,0.125127392397203,0.6272216493882745,0.0,0.4947038435046497,1.0
mcr,ron,0.1120965755112096,24.30234,0.0974897213503753,0.6435652011777706,0.0,0.5021488666376462,1.0
msa,ron,0.482813834270249,25.801508,0.0814468558495679,0.4753621547088607,0.658,0.4749690137927398,0.1629119842030374
ata,ron,0.0875,23.222408,0.0897824823444911,0.6545430484727894,0.0,0.4914341630367792,1.0
huu,ron,0.0982905982905982,23.618256,0.12573596754389,0.5238856810937917,0.0,0.5079299920497174,1.0
xav,ron,0.0869285742803529,25.424496,0.1068112211065047,0.5122967991632765,0.0,0.5016363442219751,1.0
wsk,ron,0.0988979410032041,26.496893,0.0751848572039809,0.632488489990205,0.0,0.4989845683528342,1.0
poi,ron,0.1517259017259017,25.383282,0.077821053390181,0.533089529694788,0.0,0.5031973143187848,1.0
kyc,ron,0.0682105263157894,25.031185,0.0996892303443869,0.629732759965079,0.0,0.5031850005968647,1.0
kmk,ron,0.0856481481481481,26.154242,0.078596070769516,0.4528270158887432,0.0,0.4935838506493145,1.0
nko,ron,0.0499999999999999,27.05993,0.1026062749291535,0.2510338232528687,0.0,0.4749721766724561,1.0
maq,ron,0.1192758638266525,25.36585,0.0966890000629964,0.5391605936164275,0.0,0.4989007339635563,1.0
sna,rus,0.3169082125603864,21.048649,0.1306588921596287,0.4917482810767453,0.3498,0.4862417638122449,1.0
chq,rus,0.0616710875331565,23.187674,0.1205759567697142,0.5582587420893844,0.3498,0.4845973598272102,1.0
alq,rus,0.051490514905149,22.859768,0.155053886561412,0.3898903235177651,0.3498,0.4749825275666645,1.0
mbs,rus,0.1374182930985174,23.586985,0.1009879526877933,0.3713930136437429,0.3498,0.4643356589570177,1.0
kpr,rus,0.0804131054131054,23.88395,0.1259635634445522,0.4994336878981421,0.3498,0.4907173268477162,1.0
wnu,rus,0.0747474747474747,25.7939,0.1178538826687559,0.4692929606899807,0.3498,0.477531426743524,1.0
tar,rus,0.0790082644628099,24.665031,0.0952735625332764,0.5054260995013135,0.3498,0.4749979540688754,1.0
mks,rus,0.0674126260533222,24.506348,0.1578028559890532,0.5586753878458521,0.3498,0.5003919194524217,1.0
nld,rus,0.64320800094385,19.760813,0.0909689715367798,0.2223575675880522,0.3498,0.4687105913586846,0.0608285064326814
vid,rus,0.1416773094934014,26.034338,0.155053886561412,0.4217328047144727,0.3498,0.5024704326531932,1.0
pio,rus,0.1071292048929663,25.539593,0.1045426199509826,0.6026021245960242,0.3498,0.4821482823457225,1.0
mps,rus,0.0687830687830687,23.56498,0.1339007941581834,0.4760659500675382,0.3498,0.4908674403736948,1.0
gah,rus,0.0859649122807017,24.794788,0.1273442428120459,0.4751784059804863,0.3498,0.4690350202520917,1.0
fin,ron,0.5828616080430963,22.827604,0.0681109678583086,0.1011493202543375,0.0,0.4996871603427859,0.1437813485209631
atb,rus,0.0655669675277518,21.805998,0.1252206734165823,0.1882908125208765,0.3498,0.5019885355693319,1.0
dan,rus,0.5312684960990045,20.151377,0.0800620111743393,0.1942853307337564,0.3918,0.4791333480475093,0.8494527042024447
noa,rus,0.0494791666666666,23.657946,0.1282361662999592,0.5965104052136163,0.3498,0.4941283012399701,1.0
cjo,rus,0.0623211033047098,26.149887,0.1572288301895196,0.688337667581956,0.3498,0.4753057205313633,1.0
aon,rus,0.0465116279069767,21.530485,0.1088837485827816,0.4574325026752854,0.3498,0.4956883945395352,1.0
kpf,rus,0.0487179487179487,22.929943,0.1509135843340718,0.4804146087135885,0.3498,0.5035245831555919,1.0
gum,rus,0.0758174631692418,23.391552,0.1237355386563772,0.6226068144689552,0.3498,0.4910123330887406,1.0
mav,rus,0.0487179487179487,24.180996,0.132736935909396,0.6226387160875092,0.3498,0.5005614485134929,1.0
ptp,rus,0.0510752688172043,24.57511,0.1236301042392855,0.4825226711430397,0.3498,0.4724662971933576,1.0
gym,rus,0.0926811750341162,23.197758,0.1060288795575559,0.5952518242201641,0.3498,0.4687243299911859,1.0
