task_lang,transfer_lang,f1_score,new_gen,new_typ,new_geo,script,distals_asjp,distals_wiki_size
sna,bam,0.1759860566679562,22.685568,0.11571542381265276,0.2715995084904254,0.405,0.4828309972890419,1.0
mos,swa,0.3346847272391198,23.962976,0.11789578276017787,0.21738298181017576,0.5335,0.48347687290735003,1.0
zul,swa,0.2938973220781928,20.112137,0.05027950565745887,0.15590348378147906,0.5335,0.353870170587573,1.0
sna,swa,0.2568313636914622,18.079775,0.05656729991868681,0.09602992234999082,0.5335,0.26681129051436686,0.0
hau,swa,0.5087357007505094,22.27765,0.09495146373918151,0.16369110638294512,0.2851,0.49604309830504417,1.0
luo,swa,0.4357808671548405,27.006767,0.07000040189279866,0.029874565637501866,0.5335,0.4886811885400518,0.0
lug,swa,0.56723048928803,18.856754,0.05842799610237703,0.02680047602572723,0.2851,0.34589668478403013,1.0
kin,swa,0.4412972631395303,17.99166,0.07220456507890871,0.03351330602404945,0.5335,0.3319737818857914,1.0
swa,swa,0.8954485970033179,0.0004472136,0.0,5.479225141876745e-22,0.0,0.0,0.0
bam,swa,0.3309770476534244,23.834816,0.09464272580633726,0.23662459798069688,0.3224,0.4761272813146942,1.0
yor,swa,0.2501638315298858,20.11176,0.09471526790530604,0.16206391083117744,0.2851,0.5014599167366653,1.0
ewe,swa,0.5243545147579094,21.803694,0.10615164750146033,0.20533351102766675,0.5335,0.4713069443965828,1.0
xho,swa,0.1475169292001411,19.002226,0.05560392776391454,0.1561256816260918,0.5335,0.31786525230107865,1.0
wol,swa,0.3044778702924259,22.661118,0.07588445940908417,0.28589028723972343,0.2851,0.48665115472824866,1.0
zul,sna,0.3951941230359049,17.035887,0.058083198720719875,0.060879719439286877,0.0,0.29412715660165106,1.0
tsn,sna,0.4373026935520243,15.786611,0.058173282536355675,0.0582796777541617,0.0,0.37417366892878245,1.0
luo,sna,0.4191238647220286,25.915264,0.09663197458435457,0.11587514143730973,0.0,0.4991905111070398,0.0
swa,sna,0.658556739244049,18.079775,0.05656729991868681,0.09602992234999082,0.5335,0.26681129051436686,0.0
sna,sna,0.9329016633063518,0.0004472136,0.0,3.4944399079863095e-21,0.0,0.0,0.0
ewe,sna,0.4030943787485629,20.563988,0.11170324126941877,0.22523314337848388,0.0,0.5090055661709737,1.0
