model,method,held_out_task,performance_col,n_queries,mean_candidates,n_fitting_tasks,n_validation_tasks,n_fitting_queries,n_validation_queries,ndcg@3,performance_loss,top_1_accuracy,top_3_accuracy,mrr,exact_best_rank,r_precision,relevant_count,ndcg@1,precision@1,recall@1,hit@1,map@1,err@1,exact_best_hit@1,precision@3,recall@3,hit@3,map@3,err@3,exact_best_hit@3,ndcg@5,precision@5,recall@5,hit@5,map@5,err@5,exact_best_hit@5,ndcg@10,precision@10,recall@10,hit@10,map@10,err@10,exact_best_hit@10
xlm-r,mlp_listnet,sib200,f1_score,185,175.04864864864865,6,2,1096,159,8.402420077562281,25.667742014793042,2.7027027027027026,5.405405405405405,6.685489307214344,79.47027027027028,11.567567567567568,10.0,8.702702702702704,14.594594594594595,1.4594594594594594,14.594594594594595,14.594594594594595,4.165434966216217,2.7027027027027026,12.252252252252251,3.6756756756756754,29.72972972972973,9.009009009009008,6.047293130174144,5.405405405405405,9.171684489700285,12.216216216216216,6.108108108108108,38.37837837837838,7.351351351351351,7.224070377261923,8.108108108108109,10.882289800889378,11.567567567567568,11.567567567567568,56.21621621621622,5.325203775203775,8.460763906612376,14.594594594594595
xlm-r,lightgbm_lambdarank,sib200,f1_score,185,175.04864864864865,6,2,1096,159,10.487414294430101,26.451393414461773,4.324324324324325,5.9459459459459465,7.868756378361668,78.29729729729729,11.135135135135137,10.0,11.891891891891893,18.37837837837838,1.8378378378378382,18.37837837837838,18.37837837837838,6.1423141891891895,4.324324324324325,15.315315315315312,4.594594594594595,35.13513513513514,11.591591591591591,7.849610216982729,5.9459459459459465,10.345350764183022,13.297297297297298,6.648648648648649,41.08108108108108,8.76036036036036,8.87815832980145,8.64864864864865,11.457566790428306,11.135135135135137,11.135135135135137,60.54054054054055,5.5310381810381815,10.028549570988918,15.135135135135137
xlm-r,single_script,sib200,f1_score,185,175.04864864864865,6,2,1096,159,5.583206363982137,26.944867623478885,1.0810810810810811,3.2432432432432434,4.1025910535821355,81.04324324324324,8.27027027027027,10.0,5.292226569758215,8.108108108108109,0.8108108108108109,8.108108108108109,8.108108108108109,1.6527660472972974,1.0810810810810811,10.27027027027027,3.081081081081081,25.405405405405407,6.456456456456455,3.185612494713283,3.2432432432432434,5.800026560260831,9.621621621621621,4.8108108108108105,38.37837837837838,4.944144144144144,3.7397424938669355,4.324324324324325,6.964328100531941,8.27027027027027,8.27027027027027,53.51351351351351,3.273916773916773,4.296915431481725,5.9459459459459465
xlm-r,single_new_typ,sib200,f1_score,185,175.04864864864865,6,2,1096,159,7.183058109874526,27.622527307132998,1.6216216216216217,3.2432432432432434,4.918967620558847,78.91351351351351,9.45945945945946,10.0,7.777777777777778,13.513513513513514,1.3513513513513513,13.513513513513514,13.513513513513514,3.6185599662162162,1.6216216216216217,11.351351351351353,3.405405405405406,27.027027027027028,8.108108108108109,5.034382536604598,3.2432432432432434,7.240349227019392,10.054054054054056,5.027027027027028,36.75675675675676,5.967567567567567,5.675885133269067,4.864864864864865,8.649229392480866,9.45945945945946,9.45945945945946,60.54054054054055,3.9069927069927077,6.675583823878285,8.64864864864865
xlm-r,composite_equal,sib200,f1_score,185,175.04864864864865,6,2,1096,159,9.565907465892746,27.87905107510577,2.1621621621621623,4.864864864864865,6.494375428196118,81.9027027027027,11.513513513513514,10.0,10.27027027027027,17.83783783783784,1.783783783783784,17.83783783783784,17.83783783783784,4.375527871621621,2.1621621621621623,14.414414414414415,4.324324324324325,32.432432432432435,11.081081081081082,6.42885754472232,4.864864864864865,10.331275106628883,14.162162162162165,7.0810810810810825,43.24324324324324,8.956756756756757,7.96963140261122,9.72972972972973,11.45349157839613,11.513513513513514,11.513513513513514,56.75675675675676,5.825375375375375,8.887269102396875,14.054054054054054
xlm-r,single_distals_asjp,sib200,f1_score,185,175.04864864864865,6,2,1096,159,8.169912838545143,28.487811458855205,2.1621621621621623,7.027027027027027,6.9895019979971895,77.42162162162163,11.351351351351353,10.0,7.5405405405405395,11.351351351351353,1.135135135135135,11.351351351351353,11.351351351351353,3.682960304054054,2.1621621621621623,11.171171171171169,3.3513513513513513,27.56756756756757,7.567567567567567,6.788299062230567,7.027027027027027,8.419665634099847,11.027027027027028,5.513513513513514,36.75675675675676,6.216216216216217,7.635597087535167,9.72972972972973,10.789849141522161,11.351351351351353,11.351351351351353,55.13513513513514,4.84105534105534,8.99872543731659,15.675675675675677
xlm-r,rrf_equal,sib200,f1_score,185,175.04864864864865,6,2,1096,159,10.214042720323754,28.926736089134327,1.6216216216216217,4.324324324324325,5.869848752235605,82.82702702702703,11.351351351351353,10.0,10.648648648648647,18.37837837837838,1.8378378378378382,18.37837837837838,18.37837837837838,3.876689189189189,1.6216216216216217,15.135135135135137,4.54054054054054,33.513513513513516,11.29129129129129,6.379140819515193,4.324324324324325,9.894540958151774,13.297297297297298,6.648648648648649,42.16216216216216,8.434234234234234,7.066559775925434,6.486486486486487,11.19539346190376,11.351351351351353,11.351351351351353,55.67567567567567,5.650643500643501,8.476644613742316,13.513513513513514
xlm-r,single_new_geo,sib200,f1_score,185,175.04864864864865,6,2,1096,159,8.066774702632674,31.395053426469744,3.783783783783784,6.486486486486487,7.264062073567745,90.71351351351352,9.027027027027026,10.0,9.54054054054054,15.675675675675677,1.5675675675675678,15.675675675675677,15.675675675675677,5.011085304054054,3.783783783783784,11.89189189189189,3.567567567567568,28.64864864864865,8.948948948948948,6.579028268319529,6.486486486486487,7.779591739579897,10.162162162162163,5.081081081081082,37.83783783783784,6.396396396396396,7.275910509550354,8.64864864864865,9.052871868603022,9.027027027027026,9.027027027027026,51.891891891891895,4.225139425139425,8.341277930541043,13.513513513513514
xlm-r,single_distals_wiki_size,sib200,f1_score,185,175.04864864864865,6,2,1096,159,3.684945895016282,34.493927442122214,0.5405405405405406,2.7027027027027026,3.829707301576239,76.73513513513514,6.162162162162161,10.0,2.9870883028777766,4.324324324324325,0.43243243243243246,4.324324324324325,4.324324324324325,0.8372043918918919,0.5405405405405406,5.225225225225224,1.5675675675675678,14.054054054054054,3.123123123123123,2.1435875076431414,2.7027027027027026,4.346791340395422,6.594594594594596,3.297297297297298,27.027027027027028,2.8900900900900903,2.536570169644112,2.7027027027027026,5.3343948444876,6.162162162162161,6.162162162162161,44.86486486486487,2.0031317031317033,3.27652829428863,4.864864864864865
xlm-r,random,sib200,f1_score,185,175.04864864864865,6,2,1096,159,2.555872484038764,41.81250250309228,0.5405405405405406,1.0810810810810811,2.912989283825312,80.76216216216216,5.405405405405405,10.0,1.9459459459459458,5.405405405405405,0.5405405405405406,5.405405405405405,5.405405405405405,0.8298141891891893,0.5405405405405406,5.225225225225224,1.5675675675675675,15.135135135135137,3.303303303303303,1.494311169461087,1.0810810810810811,2.8184218763179043,5.405405405405405,2.7027027027027026,24.864864864864867,2.5441441441441444,1.6157502011135891,1.0810810810810811,3.839190597345833,5.405405405405405,5.405405405405405,44.32432432432433,1.7467610467610468,2.0706842665431493,2.1621621621621623
xlm-r,composite_equal,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,38.20078960081736,29.85793006343527,25.196850393700785,32.93963254593176,34.16577275577777,10.801837270341208,34.97848312656955,10.29265091863517,52.283464566929126,70.07874015748031,6.893483488383527,70.07874015748031,70.07874015748031,32.43930446194226,25.196850393700785,46.63167104111986,13.68190816206914,90.81364829396325,40.966754155730534,37.89529722768158,32.93963254593176,35.826775558470175,40.86614173228347,19.9544323665829,96.8503937007874,31.675853018372703,39.33100877037326,36.61417322834646,38.09297001444139,35.039370078740156,34.07245674712395,99.86876640419948,22.3874567762363,41.37474030798403,49.08136482939632
xlm-r,rrf_equal,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,35.52765718568843,33.69518427478593,21.784776902887142,30.183727034120732,31.599583103857302,11.421259842519685,33.567581925176256,10.29265091863517,46.20734908136483,62.335958005249346,6.122585532446199,62.335958005249346,62.335958005249346,28.56317154691601,21.784776902887142,44.92563429571304,13.1618784688111,86.8766404199475,38.32750072907553,34.29598089055772,30.183727034120732,33.865522941657304,39.37007874015748,19.176690508068884,94.750656167979,29.769466316710414,36.4128730186117,37.13910761154855,36.06197905970802,33.6745406824147,32.69979756537372,99.73753280839895,20.96323897012873,38.56863653609326,51.574803149606296
xlm-r,mlp_listnet,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,32.37466572052007,38.43586472159781,18.241469816272964,28.47769028871391,28.272350410146487,12.761154855643044,32.41769725166954,10.29265091863517,39.120734908136484,54.85564304461942,5.381992046368693,54.85564304461942,54.85564304461942,23.593596210629922,18.241469816272964,42.213473315835515,12.368690175622806,83.33333333333334,35.250801983085445,30.307109867184312,28.47769028871391,31.084632886419854,37.61154855643045,18.326518868590664,93.30708661417323,27.534995625546806,31.975685569909214,32.677165354330704,33.708521565955536,32.414698162729664,31.481730779834766,99.73753280839895,19.561388159813355,34.23080218844524,46.45669291338583
xlm-r,single_new_geo,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,35.935334621152045,39.149812206981636,15.354330708661418,31.496062992125985,27.043596972211915,15.863517060367455,31.267248366158125,10.29265091863517,39.43569553805774,57.08661417322835,5.598844181933196,57.08661417322835,57.08661417322835,21.521668922244093,15.354330708661418,48.4251968503937,14.209361169837106,92.6509186351706,40.00437445319335,32.03564828814986,31.496062992125985,35.67425869262509,44.09448818897638,21.552759898800236,96.71916010498688,32.762467191601054,33.74479964445339,36.08923884514436,34.38264343328611,31.299212598425196,30.363809135342507,99.60629921259843,20.89524226138399,34.782683779401786,39.501312335958005
xlm-r,random,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,27.9055164846658,45.39386635208034,2.3622047244094486,23.88451443569554,22.394339196676516,9.89238845144357,40.34959786776302,10.29265091863517,28.490813648293962,52.0997375328084,5.125066044805168,52.0997375328084,52.0997375328084,7.734964525918635,2.3622047244094486,40.90113735783027,12.018504672508906,79.52755905511812,34.14260717410323,19.79345820464474,23.88451443569554,29.93536837858517,37.71653543307087,18.40290933587529,94.35695538057742,26.675853018372703,26.170170018488697,53.805774278215225,37.59434719564288,40.36745406824147,39.42569317907298,100.0,23.31973607465733,28.27430325664146,68.37270341207349
xlm-r,single_new_typ,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,31.939217195591013,45.974743290239786,15.879265091863518,54.46194225721784,38.30064668043421,8.528871391076116,31.47112964592862,10.29265091863517,24.986876640419947,34.645669291338585,3.3704063733656984,34.645669291338585,34.645669291338585,18.14201935695538,15.879265091863518,38.320209973753286,11.186568127359026,90.94488188976378,27.537182852143477,39.417072858136684,54.46194225721784,30.188630953504976,33.93700787401575,16.473474488502703,96.45669291338582,21.885826771653544,40.76199315744378,58.79265091863517,33.73160569335166,31.54855643044619,30.603144358999767,100.0,16.97789338832646,42.43925371519783,70.20997375328083
xlm-r,lightgbm_lambdarank,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,24.187210276765942,49.61298989044861,8.530183727034121,25.065616797900265,22.448049184240027,11.543307086614174,32.92802973050595,10.29265091863517,22.57217847769029,35.30183727034121,3.4419883347114393,35.30183727034121,35.30183727034121,11.778343380905513,8.530183727034121,34.733158355205596,10.141478699836798,73.22834645669292,26.13006707494896,20.924960053220314,25.065616797900265,25.098672786290233,33.83202099737533,16.439855235257504,88.05774278215223,22.079615048118985,23.227494479619747,32.15223097112861,30.30976848882648,32.93963254593176,31.99729904734397,99.60629921259843,17.49139170103737,26.04152532289706,49.08136482939632
xlm-r,single_distals_asjp,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,21.106906391367897,55.04568380436682,3.543307086614173,17.585301837270343,15.747550989484088,15.73753280839895,31.678574298558626,10.29265091863517,16.73228346456693,28.083989501312335,2.7283938219043278,28.083989501312335,28.083989501312335,6.970503198818897,3.543307086614173,33.46456692913385,9.796471991263395,71.91601049868767,23.51997666958297,14.851436671928836,17.585301837270343,22.344289725694107,32.78215223097113,15.981702886594318,86.3517060367454,20.27734033245844,17.078782737350043,24.409448818897637,27.2986985471797,31.614173228346452,30.73701846826519,98.81889763779527,16.18581010706995,19.7459692161163,37.270341207349084
xlm-r,single_script,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,24.548486780278854,59.66513964590412,0.7874015748031495,6.036745406824147,13.257891380055502,10.573490813648293,43.95221200526719,10.29265091863517,22.427605203195753,17.322834645669293,1.645252699393127,17.322834645669293,17.322834645669293,2.016434957349081,0.7874015748031495,45.7567804024497,13.422548099559469,91.0761154855643,27.639253426654996,9.855993961987075,6.036745406824147,26.77892971998905,52.91338582677165,25.962564707428342,98.55643044619423,31.720034995625547,13.79044456472826,12.860892388451445,34.26666267679296,44.09448818897638,43.102797754858926,100.0,25.122833604132815,19.8810248606125,78.08398950131233
xlm-r,single_distals_wiki_size,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,19.436454156811536,62.12841529258222,0.39370078740157477,3.149606299212598,7.557985486515771,19.64566929133858,38.18032495385259,10.29265091863517,17.88713910761155,10.236220472440944,0.9424238863280933,10.236220472440944,10.236220472440944,1.156496062992126,0.39370078740157477,27.90901137357831,8.096279151243275,74.1469816272966,14.333624963546225,5.679641944647148,3.149606299212598,20.755695605137944,32.07349081364829,15.554245586411364,94.22572178477691,15.293088363954507,7.9897186262143896,6.036745406824147,26.447864066184373,38.228346456692904,37.28874317169827,100.0,17.50354643169604,11.846035958799678,16.92913385826772
xlm-r,single_new_gen,taxi1500,f1_score,762,31.95800524934383,6,2,525,153,14.31350344221522,63.08822643773085,0.26246719160104987,12.204724409448819,10.610356728882486,16.77296587926509,32.7039627162583,10.29265091863517,3.976377952755906,9.186351706036746,0.8367391245525485,9.186351706036746,9.186351706036746,0.9552883038057742,0.26246719160104987,30.096237970253714,8.763294125648324,72.44094488188976,17.031204432779234,7.487364503622629,12.204724409448819,20.97301772396525,38.582677165354326,18.799735599921377,92.6509186351706,19.96806649168854,10.871085542369492,19.160104986876643,24.43726076974957,32.75590551181102,31.82530523510685,98.55643044619423,15.96685830937799,12.222210731706868,23.88451443569554
xlm-r,rrf_equal,tydiqa,f1_score,9,8.0,6,2,525,906,80.36578133565135,6.074639967040471,44.44444444444444,66.66666666666666,58.43915343915342,2.888888888888889,100.0,8.0,85.55555555555556,100.0,12.5,100.0,100.0,56.15234375,44.44444444444444,100.0,37.5,100.0,100.0,63.53119967367362,66.66666666666666,86.06161019682995,100.0,62.5,100.0,100.0,68.31448574870066,88.88888888888889,93.1587069886198,100.0,100.0,100.0,100.0,68.8005286095045,100.0
xlm-r,single_new_typ,tydiqa,f1_score,9,8.0,6,2,525,906,86.77820090780699,8.283008154012226,22.22222222222222,88.88888888888889,52.77777777777777,2.3333333333333335,100.0,8.0,77.77777777777779,100.0,12.5,100.0,100.0,37.57595486111111,22.22222222222222,100.0,37.5,100.0,100.0,62.41888091726988,88.88888888888889,88.41182932027827,100.0,62.5,100.0,100.0,63.56609638587606,100.0,93.87651997606817,100.0,100.0,100.0,100.0,63.56729436833276,100.0
xlm-r,composite_equal,tydiqa,f1_score,9,8.0,6,2,525,906,74.49764036437901,11.046684398216339,33.33333333333333,44.44444444444444,46.24338624338623,4.111111111111111,100.0,8.0,80.0,100.0,12.5,100.0,100.0,45.38845486111111,33.33333333333333,100.0,37.5,100.0,100.0,54.141331267439654,44.44444444444444,80.16449619424183,100.0,62.5,100.0,100.0,58.29585082583958,66.66666666666666,90.9770007868906,100.0,100.0,100.0,100.0,59.90670378972881,100.0
xlm-r,lightgbm_lambdarank,tydiqa,f1_score,9,8.0,6,2,525,906,75.12281119581257,11.527786940602589,22.22222222222222,55.55555555555556,39.55026455026455,4.444444444444445,100.0,8.0,78.8888888888889,100.0,12.5,100.0,100.0,40.35373263888889,22.22222222222222,100.0,37.5,100.0,100.0,54.72905133264485,55.55555555555556,79.94949660592057,100.0,62.5,100.0,100.0,56.342469090308064,55.55555555555556,90.56422032180005,100.0,100.0,100.0,100.0,58.348924565074036,100.0
xlm-r,single_new_geo,tydiqa,f1_score,9,8.0,6,2,525,906,75.38477189223039,14.76089949006439,22.22222222222222,33.33333333333333,39.36507936507937,4.555555555555555,100.0,8.0,73.33333333333334,100.0,12.5,100.0,100.0,34.10373263888889,22.22222222222222,100.0,37.5,100.0,100.0,45.7390876521391,33.33333333333333,82.22097829021847,100.0,62.5,100.0,100.0,52.581231496901246,66.66666666666666,90.90342690322524,100.0,100.0,100.0,100.0,53.97266703533635,100.0
xlm-r,mlp_listnet,tydiqa,f1_score,9,8.0,6,2,525,906,76.24511821044516,15.979205516581816,22.22222222222222,55.55555555555556,43.91534391534391,3.888888888888889,100.0,8.0,73.33333333333334,100.0,12.5,100.0,100.0,34.45095486111111,22.22222222222222,100.0,37.5,100.0,100.0,51.44684184687558,55.55555555555556,79.60671868132681,100.0,62.5,100.0,100.0,53.58865380197102,55.55555555555556,90.61750457490919,100.0,100.0,100.0,100.0,56.39017582211946,100.0
xlm-r,single_distals_wiki_size,tydiqa,f1_score,9,8.0,6,2,525,906,77.76759917375395,16.613042012510814,22.22222222222222,77.77777777777779,48.51851851851852,2.888888888888889,100.0,8.0,70.55555555555556,100.0,12.5,100.0,100.0,40.35373263888889,22.22222222222222,100.0,37.5,100.0,100.0,62.32938484668179,77.77777777777779,83.60920679150084,100.0,62.5,100.0,100.0,63.3614952729875,88.88888888888889,91.48787972150042,100.0,100.0,100.0,100.0,63.92736487906401,100.0
xlm-r,single_script,tydiqa,f1_score,9,8.0,6,2,525,906,70.57545721311368,17.539466556195677,22.22222222222222,44.44444444444444,43.53174603174603,3.888888888888889,100.0,8.0,70.55555555555556,100.0,12.5,100.0,100.0,27.85373263888889,22.22222222222222,100.0,37.5,100.0,100.0,43.3378551258809,44.44444444444444,79.87400351608335,100.0,62.5,100.0,100.0,50.38093700488715,77.77777777777779,89.42383068785088,100.0,100.0,100.0,100.0,51.30070844602265,100.0
xlm-r,random,tydiqa,f1_score,9,8.0,6,2,525,906,71.15696792847761,18.159236370693417,22.22222222222222,44.44444444444444,39.457671957671955,4.222222222222222,100.0,8.0,72.22222222222221,100.0,12.5,100.0,100.0,35.66623263888889,22.22222222222222,100.0,37.5,100.0,100.0,43.263150996494076,44.44444444444444,78.56745287909402,100.0,62.5,100.0,100.0,48.82459173607866,66.66666666666666,89.16240160048977,100.0,100.0,100.0,100.0,51.49735772848004,100.0
xlm-r,single_distals_asjp,tydiqa,f1_score,9,8.0,6,2,525,906,72.52784303470968,18.31725284450988,11.11111111111111,66.66666666666666,43.91534391534391,3.4444444444444446,100.0,8.0,65.55555555555556,100.0,12.5,100.0,100.0,23.426649305555554,11.11111111111111,100.0,37.5,100.0,100.0,49.471982068347714,66.66666666666666,76.99048566728165,100.0,62.5,100.0,100.0,51.02964714513358,66.66666666666666,89.4323638293177,100.0,100.0,100.0,100.0,53.44566899473684,100.0
xlm-r,single_new_gen,tydiqa,f1_score,9,8.0,6,2,525,906,68.32682428059354,21.293272179192925,0.0,11.11111111111111,21.30952380952381,5.666666666666667,100.0,8.0,61.111111111111114,100.0,12.5,100.0,100.0,8.930121527777777,0.0,100.0,37.5,100.0,100.0,25.237161717895006,11.11111111111111,72.99825052749452,100.0,62.5,100.0,100.0,32.75952615177115,55.55555555555556,87.14964105237449,100.0,100.0,100.0,100.0,35.886006352410746,100.0
xlm-r,lightgbm_lambdarank,ud_dep,las,147,72.50340136054422,6,2,1093,200,42.363422663278854,22.651293065005106,18.367346938775512,35.374149659863946,29.947309653153358,18.102040816326532,35.295418866847434,10.095238095238095,47.27891156462585,60.544217687074834,6.0059781488352915,60.544217687074834,60.544217687074834,29.2616656037415,18.367346938775512,51.47392290249433,15.276786705358134,82.99319727891157,45.5026455026455,37.752549227774814,35.374149659863946,40.54675494334134,44.76190476190476,22.162757877043596,91.15646258503402,35.90702947845805,39.89816192159458,41.49659863945578,42.153653737523825,35.51020408163266,35.18640090068661,98.63945578231292,24.694498434294353,41.707402785921296,53.74149659863946
