model,method,held_out_task,dataset,performance_col,query_id,target_lang,target_resource_level,predicted_best_source,predicted_source_resource_level,actual_best_source,actual_best_source_resource_level,predicted_performance,actual_best_performance,performance_loss,ndcg,top_1_accuracy,top_3_accuracy,n_candidates,n_fitting_tasks,n_validation_tasks,n_fitting_queries,n_validation_queries,mrr,exact_best_rank,r_precision,relevant_count,ndcg@1,precision@1,recall@1,hit@1,map@1,err@1,exact_best_hit@1,ndcg@3,precision@3,recall@3,hit@3,map@3,err@3,exact_best_hit@3,ndcg@5,precision@5,recall@5,hit@5,map@5,err@5,exact_best_hit@5,ndcg@10,precision@10,recall@10,hit@10,map@10,err@10,exact_best_hit@10
mt5,random,masakhaner,masakhaner,f1_score,masakhaner::nya,nya,lrl,xho,lrl,swa,lrl,0.7787629602924762,0.8366831239437063,0.069225925554974,0.27949472542081993,0.0,0.0,18,6,2,1032,329,0.07692307692307693,13.0,0.7,10.0,0.1,1.0,0.1,1.0,1.0,0.0009765625,0.0,0.27949472542081993,0.6666666666666666,0.2,1.0,0.5555555555555555,0.16715526580810547,0.0,0.21987493046005188,0.4,0.2,1.0,0.3333333333333333,0.16715526580810547,0.0,0.45794290520408515,0.7,0.7,1.0,0.47297619047619055,0.1858146757570377,0.0
mt5,random,masakhaner,masakhaner,f1_score,masakhaner::pcm,pcm,lrl,xho,lrl,kin,lrl,0.7569447093831497,0.8401349560976066,0.09902009922414398,0.10163444560757089,0.0,0.0,18,6,2,1032,329,0.05555555555555555,18.0,0.5,10.0,0.2,1.0,0.1,1.0,1.0,0.0029296875,0.0,0.10163444560757089,0.3333333333333333,0.1,1.0,0.3333333333333333,0.0029296875,0.0,0.3069806551226982,0.6,0.3,1.0,0.42000000000000004,0.06486908253282309,0.0,0.3832119622432463,0.5,0.5,1.0,0.32666666666666666,0.07686605269048082,0.0
mt5,random,masakhaner,masakhaner,f1_score,masakhaner::sna,sna,lrl,yor,lrl,nya,lrl,0.7422920553519894,0.8425038788629909,0.11894523695990974,0.05081722280378544,0.0,0.0,18,6,2,1032,329,0.125,8.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05081722280378544,0.3333333333333333,0.1,1.0,0.1111111111111111,0.0009765625,0.0,0.17916509768377967,0.4,0.2,1.0,0.14666666666666667,0.10048885345458984,0.0,0.34234414976585803,0.5,0.5,1.0,0.2161904761904762,0.16398035393675925,1.0
mt5,random,masakhaner,masakhaner,f1_score,masakhaner::swa,swa,lrl,yor,lrl,nya,lrl,0.6325184019185999,0.8105279224840921,0.21962170040969312,0.2540861140189272,0.0,1.0,18,6,2,1032,329,0.3333333333333333,3.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2540861140189272,0.3333333333333333,0.1,1.0,0.1111111111111111,0.3330078125,1.0,0.19988630041822897,0.2,0.1,1.0,0.06666666666666667,0.3330078125,1.0,0.35216708909898353,0.5,0.5,1.0,0.2095238095238095,0.33307079645122506,1.0
mt5,random,masakhaner,masakhaner,f1_score,masakhaner::tsn,tsn,lrl,zul,lrl,swa,lrl,0.7269339172876698,0.7972090877628663,0.08815149194097018,0.1270430570094636,0.0,0.0,18,6,2,1032,329,0.07692307692307693,13.0,0.5,10.0,0.1,1.0,0.1,1.0,1.0,0.0009765625,0.0,0.1270430570094636,0.6666666666666666,0.2,1.0,0.5555555555555555,0.0032529830932617188,0.0,0.09994315020911448,0.4,0.2,1.0,0.3333333333333333,0.0032529830932617188,0.0,0.2264822715395392,0.5,0.5,1.0,0.31666666666666665,0.02982359332187956,0.0
mt5,random,masakhaner,masakhaner,f1_score,masakhaner::wol,wol,lrl,yor,lrl,fon,lrl,0.63757061767703,0.7345725591763003,0.1320522258659398,0.0,0.0,0.0,18,6,2,1032,329,0.09090909090909091,11.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08608634387014705,0.2,0.1,1.0,0.05,0.007568359375,0.0,0.22783931560832202,0.5,0.5,1.0,0.18551587301587302,0.06866989573424885,0.0
mt5,random,masakhaner,masakhaner,f1_score,masakhaner::xho,xho,lrl,yor,lrl,zul,lrl,0.7096560014977371,0.8435841779061822,0.15876089181859895,0.2286775026170345,0.0,0.0,18,6,2,1032,329,0.14285714285714285,7.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2286775026170345,0.3333333333333333,0.1,1.0,0.1111111111111111,0.16634114583333334,0.0,0.17989767037640608,0.2,0.1,1.0,0.06666666666666667,0.16634114583333334,0.0,0.418785766820486,0.5,0.5,1.0,0.2095238095238095,0.2408285199235787,1.0
mt5,random,masakhaner,masakhaner,f1_score,masakhaner::yor,yor,lrl,xho,lrl,kin,lrl,0.7344391056318759,0.7408764598979489,0.008688836283123051,0.5335808394397472,0.0,0.0,18,6,2,1032,329,0.05555555555555555,18.0,0.7,10.0,0.8,1.0,0.1,1.0,1.0,0.2490234375,0.0,0.5335808394397472,0.6666666666666666,0.2,1.0,0.5555555555555555,0.25660165150960285,0.0,0.6056472804223532,0.8,0.4,1.0,0.6433333333333333,0.34766786695939417,0.0,0.6822553646407792,0.7,0.7,1.0,0.5782142857142857,0.3569170670191344,0.0
mt5,random,masakhaner,masakhaner,f1_score,masakhaner::zul,zul,lrl,yor,lrl,xho,lrl,0.7220067209989998,0.8896201663185034,0.18841012340484012,0.2286775026170345,0.0,0.0,18,6,2,1032,329,0.14285714285714285,7.0,0.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2286775026170345,0.3333333333333333,0.1,1.0,0.1111111111111111,0.16634114583333334,0.0,0.1971149391504355,0.4,0.2,1.0,0.16666666666666666,0.16646345456441244,0.0,0.40986250107160827,0.6,0.6,1.0,0.31297619047619046,0.23937888034652982,1.0
mt5,random,opus100,opus100,bleu,opus100::afr,afr,mrl,jpn,hrl,nld,mrl,8.297783883956372,22.49120285940933,0.6310653576055874,0.0,0.0,0.0,38,6,2,1272,21,0.04,25.0,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07732657644451882,0.2,0.1,1.0,0.04,0.0060546875,0.0,0.14231894668776404,0.3,0.3,1.0,0.09083333333333334,0.008923003519885241,0.0
mt5,random,opus100,opus100,bleu,opus100::amh,amh,lrl,ita,mrl,ben,mrl,0.2532361799311524,1.7376664967515505,0.8542665232916902,0.0,0.0,0.0,38,6,2,1272,21,0.02631578947368421,38.0,0.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11940588025328232,0.2,0.2,1.0,0.03428571428571429,0.07143583297729492,0.0
mt5,random,opus100,opus100,bleu,opus100::ara,ara,hrl,jpn,hrl,ukr,mrl,3.5166761695060007,7.323501416860714,0.5198094505164367,0.0,0.0,0.0,37,6,2,1272,21,0.14285714285714285,7.0,0.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12052088141820587,0.2,0.1,1.0,0.05,0.031005859375,0.0,0.2416617956341665,0.4,0.4,1.0,0.13107142857142856,0.15602351655058685,1.0
mt5,random,opus100,opus100,bleu,opus100::arg,arg,lrl,jpn,hrl,cat,mrl,3.875166654751047,17.635674118536524,0.7802654648353968,0.2540861140189272,0.0,0.0,38,6,2,1272,21,0.03225806451612903,31.0,0.2,10.0,0.1,1.0,0.1,1.0,1.0,0.0009765625,0.0,0.2540861140189272,0.6666666666666666,0.2,1.0,0.5555555555555555,0.08390331268310547,0.0,0.19988630041822897,0.4,0.2,1.0,0.3333333333333333,0.08390331268310547,0.0,0.16685516155811142,0.2,0.2,1.0,0.16666666666666666,0.08390331268310547,0.0
mt5,random,opus100,opus100,bleu,opus100::asm,asm,lrl,jpn,hrl,ben,mrl,6.357313357307614,20.2044160111796,0.6853503039241542,0.15245166841135635,0.0,0.0,38,6,2,1272,21,0.1,10.0,0.4,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15245166841135635,0.3333333333333333,0.1,1.0,0.1111111111111111,0.0205078125,0.0,0.11993178025093738,0.2,0.1,1.0,0.06666666666666667,0.0205078125,0.0,0.3017187076439254,0.4,0.4,1.0,0.13999999999999999,0.12987453497942422,1.0
