method,hrl->hrl,hrl->mrl,hrl->lrl,mrl->hrl,mrl->mrl,mrl->lrl,lrl->hrl,lrl->mrl,lrl->lrl,*->hrl,*->mrl,*->lrl
single_new_gen,4.8054625360512135,,67.48176009665569,,10.770847224198729,51.47911408243673,,,,4.8054625360512135,10.770847224198729,65.33345967282904
single_new_typ,4.8054625360512135,,40.098197528835215,,10.770847224198729,47.519777555621786,,,,4.8054625360512135,10.770847224198729,47.26561385607431
single_new_geo,4.8054625360512135,,39.69625170572557,,10.770847224198729,40.54176449981104,,,,4.8054625360512135,10.770847224198729,40.364554284064354
single_script,5.696709822204444,,40.5409582403355,7.037997131288753,13.178335529382043,61.821466060061546,,,,6.5909013615939855,13.178335529382043,61.52995225431188
single_distals_asjp,4.8054625360512135,,66.93387829093368,,10.770847224198729,53.12684158393467,,,,4.8054625360512135,10.770847224198729,56.81502262210565
single_distals_wiki_size,4.8054625360512135,,18.00867300128234,,10.770847224198729,64.10386935730486,,,,4.8054625360512135,10.770847224198729,64.04072525270756
composite_equal,4.8054625360512135,,42.85652681836462,,10.770847224198729,23.883538253199596,,,,4.8054625360512135,10.770847224198729,30.537079448654726
rrf_equal,4.8054625360512135,,41.15603200012049,,10.770847224198729,31.165832619924316,,,,4.8054625360512135,10.770847224198729,34.49133734511291
lightgbm_lambdarank,4.8054625360512135,,41.91412324586554,,12.24242906432928,9.340476591044153,,,,4.8054625360512135,12.24242906432928,9.697448061233974
mlp_listnet,4.8054625360512135,,37.144269602624355,,10.770847224198729,9.034937403832895,,,,4.8054625360512135,10.770847224198729,11.614835016598686
