method,resource_level,n_folds,mean_trial_complexity,median_trial_complexity,min_trial_complexity,max_trial_complexity,mean_test_pool_size,mean_pool_fraction_pct,near_oracle_hit_rate_pct,near_oracle_hit_rate_se_pct,exact_best_hit_rate_pct,exact_best_hit_rate_se_pct,mean_calibration_size,min_calibration_size,max_calibration_size,minimum_finite_calibration_size,finite_quantile_possible_rate_pct,infinite_threshold_rate_pct,mean_best_in_set_performance_loss_pct,alpha,epsilon,task_key,model_key,task,model
single_distals_wiki_size,lrl,730,30.947945205479453,31.0,30.0,32.0,32.0,96.7123287671233,92.19178082191782,0.99370696916627,89.45205479452055,1.1376674404508251,146.0,146.0,146.0,9,100.0,0.0,1.1309007992008655,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_new_gen,hrl,6,32.0,32.0,32.0,32.0,32.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_new_gen,mrl,26,32.0,32.0,32.0,32.0,32.0,100.0,100.0,0.0,100.0,0.0,5.0,5.0,5.0,9,0.0,100.0,0.0,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_new_gen,lrl,730,23.90958904109589,24.0,23.0,24.0,32.0,74.71746575342466,95.2054794520548,0.7912975119473475,91.91780821917808,1.0094867933119973,146.0,146.0,146.0,9,100.0,0.0,0.6847540837822509,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_new_geo,hrl,6,32.0,32.0,32.0,32.0,32.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_new_geo,mrl,26,32.0,32.0,32.0,32.0,32.0,100.0,100.0,0.0,100.0,0.0,5.0,5.0,5.0,9,0.0,100.0,0.0,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_new_geo,lrl,730,28.82054794520548,29.0,28.0,29.0,32.0,90.06421232876713,93.013698630137,0.9441333766270066,90.41095890410958,1.0905218295385428,146.0,146.0,146.0,9,100.0,0.0,0.9635020028461498,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_new_typ,hrl,6,32.0,32.0,32.0,32.0,32.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_new_typ,mrl,26,32.0,32.0,32.0,32.0,32.0,100.0,100.0,0.0,100.0,0.0,5.0,5.0,5.0,9,0.0,100.0,0.0,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_new_typ,lrl,730,28.0,28.0,28.0,28.0,32.0,87.5,92.73972602739728,0.9610492516330787,90.68493150684932,1.0764573483816002,146.0,146.0,146.0,9,100.0,0.0,1.056091304168303,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_script,hrl,6,32.0,32.0,32.0,32.0,32.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_script,mrl,26,32.0,32.0,32.0,32.0,32.0,100.0,100.0,0.0,100.0,0.0,5.0,5.0,5.0,9,0.0,100.0,0.0,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
single_script,lrl,730,17.68082191780822,18.0,15.0,21.0,32.0,55.25256849315069,92.87671232876713,0.9526423723213464,88.76712328767124,1.1695204086635342,146.0,146.0,146.0,9,100.0,0.0,1.0101681710369026,0.1,0.05,taxi1500,mt5,Taxi1500,mT5
composite_equal,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
composite_equal,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
composite_equal,lrl,101,60.73267326732673,65.0,42.0,65.0,73.0,83.19544283195442,96.03960396039604,1.9502688716427927,94.05940594059405,2.363828987388777,20.0,20.0,20.0,9,100.0,0.0,0.5795914067631784,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
lightgbm_lambdarank,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
lightgbm_lambdarank,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
lightgbm_lambdarank,lrl,101,47.62376237623762,52.0,22.0,64.0,73.0,65.2380306523803,96.03960396039604,1.9502688716427927,92.07920792079209,2.7006300390071005,20.0,20.0,20.0,9,100.0,0.0,0.6176274400338599,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
mlp_listnet,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
mlp_listnet,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
mlp_listnet,lrl,101,44.76237623762376,47.0,28.0,51.0,73.0,61.318323613183246,95.04950495049503,2.169198247545213,93.06930693069307,2.539753532352606,20.0,20.0,20.0,9,100.0,0.0,0.6809220281459981,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
rrf_equal,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
rrf_equal,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
rrf_equal,lrl,101,36.35643564356435,36.0,25.0,53.0,73.0,49.80333649803336,92.07920792079209,2.7006300390071005,88.11881188118812,3.235670225419444,20.0,20.0,20.0,9,100.0,0.0,1.52011087512796,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_distals_asjp,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_distals_asjp,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_distals_asjp,lrl,101,39.42574257425743,44.0,29.0,48.0,73.0,54.00786654007867,89.10891089108911,3.1152738064459946,83.16831683168317,3.741473985681423,20.0,20.0,20.0,9,100.0,0.0,1.4436242633681522,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_distals_wiki_size,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_distals_wiki_size,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_distals_wiki_size,lrl,101,43.277227722772274,38.0,35.0,61.0,73.0,59.28387359283872,83.16831683168317,3.741473985681423,80.19801980198021,3.985071643068932,20.0,20.0,20.0,9,100.0,0.0,2.7269573079073868,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_new_gen,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_new_gen,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_new_gen,lrl,101,42.99009900990099,43.0,24.0,59.0,73.0,58.890546588905465,91.0891089108911,2.849008825730329,85.14851485148515,3.5560960388253413,20.0,20.0,20.0,9,100.0,0.0,1.249554655482899,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_new_geo,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_new_geo,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_new_geo,lrl,101,37.76237623762376,40.0,22.0,55.0,73.0,51.72928251729283,92.07920792079209,2.7006300390071005,91.0891089108911,2.849008825730328,20.0,20.0,20.0,9,100.0,0.0,1.2469813557340523,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_new_typ,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_new_typ,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_new_typ,lrl,101,46.15841584158416,60.0,18.0,70.0,73.0,63.230706632307054,87.12871287128714,3.3488187178787654,83.16831683168317,3.741473985681423,20.0,20.0,20.0,9,100.0,0.0,1.6993926601627507,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_script,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_script,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
single_script,lrl,101,42.55445544554456,42.0,34.0,50.0,73.0,58.29377458293775,88.11881188118812,3.235670225419444,83.16831683168317,3.741473985681423,20.0,20.0,20.0,9,100.0,0.0,1.8636605824488388,0.1,0.05,ud_pos,xlm-r,UD-POS,XLM-R
composite_equal,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
composite_equal,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
composite_equal,lrl,101,39.08910891089109,38.0,22.0,48.0,73.0,53.54672453546726,87.12871287128714,3.3488187178787645,77.22772277227723,4.193627442484629,20.0,20.0,20.0,9,100.0,0.0,1.8277844781913728,0.1,0.05,ud_pos,mt5,UD-POS,mT5
lightgbm_lambdarank,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
lightgbm_lambdarank,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
lightgbm_lambdarank,lrl,101,33.04950495049505,32.0,15.0,58.0,73.0,45.27329445273294,89.10891089108911,3.115273806445995,80.19801980198021,3.985071643068932,20.0,20.0,20.0,9,100.0,0.0,1.6557849619730762,0.1,0.05,ud_pos,mt5,UD-POS,mT5
mlp_listnet,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
mlp_listnet,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
mlp_listnet,lrl,101,35.28712871287129,37.0,15.0,45.0,73.0,48.33853248338531,85.14851485148515,3.5560960388253413,74.25742574257426,4.372158844716756,20.0,20.0,20.0,9,100.0,0.0,2.3090303683183637,0.1,0.05,ud_pos,mt5,UD-POS,mT5
rrf_equal,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
rrf_equal,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
rrf_equal,lrl,101,27.45544554455445,26.0,20.0,47.0,73.0,37.61019937610202,83.16831683168317,3.741473985681423,72.27722772277228,4.476298833844482,20.0,20.0,20.0,9,100.0,0.0,2.489181375942948,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_distals_asjp,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_distals_asjp,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_distals_asjp,lrl,101,50.148514851485146,55.0,19.0,55.0,73.0,68.69659568696599,88.11881188118812,3.2356702254194443,85.14851485148515,3.5560960388253413,20.0,20.0,20.0,9,100.0,0.0,1.589299256651703,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_distals_wiki_size,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_distals_wiki_size,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_distals_wiki_size,lrl,101,62.23762376237624,66.0,51.0,66.0,73.0,85.25701885257018,93.06930693069307,2.539753532352606,85.14851485148515,3.5560960388253404,20.0,20.0,20.0,9,100.0,0.0,0.7322200402213699,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_new_gen,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_new_gen,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_new_gen,lrl,101,34.35643564356435,27.0,27.0,57.0,73.0,47.06361047063611,81.1881188118812,3.908070169503079,72.27722772277228,4.476298833844482,20.0,20.0,20.0,9,100.0,0.0,2.5502514344537355,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_new_geo,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_new_geo,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_new_geo,lrl,101,36.3960396039604,36.0,28.0,38.0,73.0,49.85758849857589,93.06930693069307,2.539753532352606,80.19801980198021,3.985071643068932,20.0,20.0,20.0,9,100.0,0.0,1.1615980180552463,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_new_typ,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_new_typ,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_new_typ,lrl,101,40.96039603960397,41.0,37.0,41.0,73.0,56.110131561101305,92.07920792079209,2.7006300390071005,81.1881188118812,3.908070169503079,20.0,20.0,20.0,9,100.0,0.0,0.7347062470940121,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_script,hrl,6,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,1.0,1.0,1.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_script,mrl,40,73.0,73.0,73.0,73.0,73.0,100.0,100.0,0.0,100.0,0.0,8.0,8.0,8.0,9,0.0,100.0,0.0,0.1,0.05,ud_pos,mt5,UD-POS,mT5
single_script,lrl,101,66.52475247524752,67.0,43.0,67.0,73.0,91.129797911298,97.02970297029702,1.697666158364579,92.07920792079209,2.7006300390071005,20.0,20.0,20.0,9,100.0,0.0,0.4620470065868113,0.1,0.05,ud_pos,mt5,UD-POS,mT5
