model,model_name,method,held_out_task,performance_col,n_queries,mean_candidates,n_fitting_tasks,n_validation_tasks,n_fitting_queries,n_validation_queries,ndcg@3,performance_loss,top_1_accuracy,top_3_accuracy,mrr,exact_best_rank,r_precision,relevant_count,ndcg@1,precision@1,recall@1,hit@1,map@1,err@1,exact_best_hit@1,precision@3,recall@3,hit@3,map@3,err@3,exact_best_hit@3,ndcg@5,precision@5,recall@5,hit@5,map@5,err@5,exact_best_hit@5,ndcg@10,precision@10,recall@10,hit@10,map@10,err@10,exact_best_hit@10,source_artifact
mt5,mT5,single_distals_asjp,opus100,bleu,87,37.5632183908046,6,2,1272,21,47.86571344164956,22.32405459965181,41.37931034482759,50.57471264367817,49.20332672727113,9.64367816091954,40.22988505747127,10.0,59.6551724137931,68.96551724137932,6.89655172413793,68.96551724137932,68.96551724137932,47.81115301724138,41.37931034482759,55.938697318007655,16.781609195402297,82.75862068965517,52.23499361430396,52.118192631679925,50.57471264367817,45.249480101942616,50.574712643678176,25.287356321839088,94.2528735632184,43.81226053639847,53.5190199237592,55.172413793103445,45.95744358482232,40.22988505747127,40.22988505747127,97.70114942528735,30.569695311074614,54.56203578865838,62.06896551724138,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_new_gen,opus100,bleu,87,37.5632183908046,6,2,1272,21,49.926709776518834,24.746318825387466,34.48275862068966,48.27586206896552,44.929387118321976,10.126436781609195,44.2528735632184,10.0,60.57471264367816,75.86206896551724,7.586206896551722,75.86206896551724,75.86206896551724,42.191989942528735,34.48275862068966,59.38697318007663,17.81609195402299,83.9080459770115,56.76883780332057,49.97508658160423,48.27586206896552,46.05604759600555,52.41379310344827,26.20689655172413,89.65517241379311,46.37164750957855,51.02700129769795,51.72413793103448,47.88815027619906,44.2528735632184,44.2528735632184,100.0,32.88574165298304,52.65668832513899,60.91954022988506,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,lightgbm_lambdarank,opus100,bleu,87,37.5632183908046,6,2,1272,21,47.10986698959062,25.00452626417964,39.08045977011494,54.02298850574713,49.984005407860295,9.241379310344827,38.04597701149424,10.0,59.08045977011495,70.11494252873564,7.011494252873563,70.11494252873564,70.11494252873564,45.95792923850575,39.08045977011494,56.32183908045978,16.896551724137932,89.65517241379311,50.19157088122604,53.13603484475007,54.02298850574713,43.75626200923331,49.885057471264375,24.942528735632187,93.10344827586206,41.52873563218391,54.914549340014354,59.77011494252874,44.18959805482486,38.04597701149424,38.04597701149424,98.85057471264368,27.841589126071888,55.91952475839015,67.81609195402298,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,composite_equal,opus100,bleu,87,37.5632183908046,6,2,1272,21,46.81570806689727,25.40428380731163,37.93103448275862,54.02298850574713,49.39692088532502,8.045977011494253,37.35632183908047,10.0,58.27586206896552,66.66666666666666,6.666666666666665,66.66666666666666,66.66666666666666,45.325969827586206,37.93103448275862,52.49042145593871,15.747126436781608,82.75862068965517,48.53128991060026,52.22009915780005,54.02298850574713,43.74351199009589,46.666666666666686,23.333333333333343,90.80459770114942,39.50957854406131,53.84707799371283,60.91954022988506,44.74304809721704,37.35632183908047,37.35632183908047,97.70114942528735,27.560846560846564,54.97465505689016,68.96551724137932,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,rrf_equal,opus100,bleu,87,37.5632183908046,6,2,1272,21,45.79629343448469,26.19202833043035,33.33333333333333,49.42528735632184,46.20639821429712,8.64367816091954,37.35632183908047,10.0,56.66666666666668,68.96551724137932,6.89655172413793,68.96551724137932,68.96551724137932,40.82929238505747,33.33333333333333,53.25670498084292,15.97701149425287,88.50574712643679,47.956577266922096,49.06854141767625,49.42528735632184,42.28181747488635,44.82758620689657,22.413793103448285,89.65517241379311,37.99233716475096,50.90022599440724,59.77011494252874,43.67143163451804,37.35632183908047,37.35632183908047,98.85057471264368,27.349069512862616,52.191591459186384,68.96551724137932,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,mlp_listnet,opus100,bleu,87,37.5632183908046,6,2,1272,21,47.8997400334264,27.084158034539108,40.22988505747127,50.57471264367817,49.58765514083348,8.218390804597702,36.78160919540229,10.0,56.896551724137936,64.36781609195403,6.436781609195402,64.36781609195403,64.36781609195403,45.59985632183909,40.22988505747127,55.93869731800767,16.7816091954023,85.0574712643678,50.702426564495525,51.97659014756309,50.57471264367817,43.29996058044207,46.43678160919541,23.218390804597703,89.65517241379311,39.81226053639846,53.06208664920773,56.32183908045977,43.90145349992294,36.78160919540229,36.78160919540229,96.55172413793105,27.505610290093056,54.525894632532726,66.66666666666666,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_new_geo,opus100,bleu,87,37.5632183908046,6,2,1272,21,43.065625596550014,29.572078203485837,29.88505747126437,45.97701149425287,42.37461082049746,10.264367816091951,39.19540229885059,10.0,51.26436781609196,64.36781609195403,6.4367816091954,64.36781609195403,64.36781609195403,36.16648706896552,29.88505747126437,52.49042145593869,15.747126436781608,81.60919540229885,47.06257982120052,44.187880789868224,45.97701149425287,41.79960214410169,48.96551724137932,24.48275862068966,93.10344827586206,39.89272030651341,46.51802978482815,56.32183908045977,42.71782526412986,39.19540229885059,39.19540229885059,98.85057471264368,28.166256157635463,47.79205128247023,64.36781609195403,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_new_typ,opus100,bleu,87,37.5632183908046,6,2,1272,21,39.773074329935085,33.08740545759166,27.58620689655172,44.82758620689656,39.41390528079668,11.689655172413794,33.103448275862064,10.0,44.02298850574712,50.57471264367817,5.057471264367815,50.57471264367817,50.57471264367817,33.39619252873563,27.58620689655172,47.12643678160919,14.137931034482756,83.9080459770115,38.12260536398468,43.05355501329077,44.82758620689656,36.98861408125652,40.22988505747127,20.114942528735632,88.50574712643679,29.931034482758623,44.21210711215447,48.27586206896552,38.74290015977806,33.103448275862064,33.103448275862064,97.70114942528735,20.715289180806423,45.90854561337062,59.77011494252874,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_script,opus100,bleu,87,37.5632183908046,6,2,1272,21,26.04796693184105,38.90906362498873,21.83908045977012,29.88505747126437,31.099644006684297,13.57471264367816,26.32183908045977,10.0,32.79213315420212,48.27586206896552,4.827586206896551,48.27586206896552,48.27586206896552,24.400592672413797,21.83908045977012,34.86590038314176,10.459770114942527,68.96551724137932,29.18263090676884,30.078402151250177,29.88505747126437,24.90808061386429,30.344827586206897,15.172413793103448,81.60919540229885,22.371647509578548,32.27350002742966,37.93103448275862,28.405414502157377,26.32183908045977,26.32183908045977,95.40229885057472,15.510080277321656,33.81937438259725,44.82758620689656,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,random,opus100,bleu,87,37.5632183908046,6,2,1272,21,12.332838425178576,59.30622788574477,1.1494252873563218,3.4482758620689653,9.055028775712444,19.701149425287355,29.42528735632183,10.0,10.229885057471265,21.83908045977012,2.183908045977012,21.83908045977012,21.83908045977012,3.43817349137931,1.1494252873563218,22.22222222222221,6.666666666666665,57.47126436781609,14.75095785440613,6.386520122659617,3.4482758620689653,14.1590615877436,23.678160919540225,11.839080459770113,78.16091954022988,12.804597701149426,7.747092741948348,6.896551724137931,22.437411884854114,29.42528735632183,29.42528735632183,97.70114942528735,12.494526546250684,11.962466703877986,33.33333333333333,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_distals_wiki_size,opus100,bleu,87,37.5632183908046,6,2,1272,21,13.000200285168743,63.49785621121641,4.597701149425287,14.942528735632186,15.075450689536837,17.436781609195403,24.942528735632187,10.0,9.02143522833178,14.942528735632186,1.4942528735632188,14.942528735632186,14.942528735632186,5.56640625,4.597701149425287,23.37164750957854,7.011494252873563,56.32183908045977,14.559386973180075,10.714982525299222,14.942528735632186,16.23099958869473,26.89655172413793,13.448275862068964,80.45977011494253,14.045977011494251,13.662392061557664,22.988505747126435,20.05362302757576,24.942528735632187,24.942528735632187,93.10344827586206,11.2915982484948,16.068481042482148,36.7816091954023,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_script,sib200,f1_score,185,175.04864864864865,6,2,289,906,5.2061564093043735,13.000970456502971,2.702702702702702,4.324324324324325,6.3706407064819945,75.88108108108108,8.0,10.0,5.106496204820851,15.675675675675675,1.5675675675675678,15.675675675675675,15.675675675675675,3.932115709459459,2.702702702702702,12.432432432432432,3.72972972972973,33.51351351351352,8.618618618618617,5.780289538271792,4.324324324324325,5.203671686813536,10.91891891891892,5.45945945945946,45.40540540540541,6.203603603603604,6.631574003546087,7.027027027027027,6.380030196515434,8.0,8.0,55.13513513513514,3.704311454311455,7.389456636176082,10.81081081081081,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_new_geo,sib200,f1_score,185,175.04864864864865,6,2,289,906,9.707499322601642,14.735394997913232,3.2432432432432434,5.405405405405405,7.149631332104435,72.26486486486486,10.216216216216216,10.0,10.594594594594597,16.756756756756758,1.6756756756756757,16.756756756756758,16.756756756756758,5.183171452702703,3.2432432432432434,13.333333333333334,4.0,35.13513513513514,9.699699699699698,7.730507037124118,5.405405405405405,9.131458835399178,11.675675675675674,5.837837837837837,45.40540540540541,7.009009009009009,8.351698860928819,7.027027027027027,10.375540037617212,10.216216216216216,10.216216216216216,61.62162162162163,4.593093093093093,9.394902953738542,12.432432432432432,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,rrf_equal,sib200,f1_score,185,175.04864864864865,6,2,289,906,7.942018534301415,15.22870871065912,3.2432432432432434,6.486486486486487,7.4935951180511715,67.78918918918919,10.972972972972974,10.0,9.405405405405403,14.054054054054054,1.4054054054054057,14.054054054054054,14.054054054054054,5.069679054054054,3.2432432432432434,10.630630630630629,3.189189189189189,27.027027027027028,7.807807807807807,7.268853918019984,6.486486486486487,8.548123172027728,11.243243243243244,5.621621621621622,45.40540540540541,6.057657657657658,8.129656023270377,7.027027027027027,10.212825266525998,10.972972972972974,10.972972972972974,68.10810810810811,4.327434577434578,9.201718111848969,10.81081081081081,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,mlp_listnet,sib200,f1_score,185,175.04864864864865,6,2,289,906,8.98187035681314,15.436181863492166,3.783783783783784,5.9459459459459465,7.467330294596048,71.33513513513513,10.216216216216218,10.0,10.432432432432432,14.594594594594597,1.4594594594594594,14.594594594594597,14.594594594594597,6.109058277027027,3.783783783783784,12.612612612612612,3.783783783783784,31.89189189189189,9.03903903903904,7.823252720875782,5.9459459459459465,8.824972833406065,11.567567567567568,5.783783783783783,44.86486486486487,6.682882882882884,8.601427095732442,7.567567567567568,10.20261245932812,10.216216216216218,10.216216216216218,63.24324324324324,4.3999356499356495,9.725426965530136,11.351351351351353,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_distals_asjp,sib200,f1_score,185,175.04864864864865,6,2,289,906,8.509024440790974,15.807374467461113,3.783783783783784,5.405405405405405,7.109376682140206,76.43243243243244,9.675675675675675,10.0,9.918918918918918,12.972972972972974,1.2972972972972974,12.972972972972974,12.972972972972974,6.02195945945946,3.783783783783784,11.71171171171171,3.5135135135135136,30.270270270270277,8.348348348348347,7.6878781361622845,5.405405405405405,8.233893337007444,9.945945945945946,4.972972972972973,40.0,5.971171171171172,8.443682272163757,7.027027027027027,9.533911848939711,9.675675675675675,9.675675675675675,61.62162162162163,4.044401544401544,9.357521119210306,9.72972972972973,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,composite_equal,sib200,f1_score,185,175.04864864864865,6,2,289,906,8.711769495810612,15.891861801232864,2.702702702702702,5.9459459459459465,7.003940380708618,70.36216216216216,10.16216216216216,10.0,9.297297297297296,12.972972972972974,1.2972972972972974,12.972972972972974,12.972972972972974,4.933488175675675,2.702702702702702,11.71171171171171,3.5135135135135136,29.72972972972973,8.258258258258259,7.594092257388003,5.9459459459459465,8.445131951307976,10.702702702702704,5.351351351351352,41.08108108108108,6.138738738738738,8.248322003160242,7.027027027027027,9.807121130496055,10.16216216216216,10.16216216216216,62.70270270270271,4.178635778635779,9.278262536476488,11.891891891891891,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,lightgbm_lambdarank,sib200,f1_score,185,175.04864864864865,6,2,289,906,8.723888102508766,16.246207628196423,4.324324324324325,5.405405405405405,7.357893289206278,72.90810810810811,10.054054054054056,10.0,10.972972972972974,18.37837837837838,1.8378378378378384,18.37837837837838,18.37837837837838,6.145481418918919,4.324324324324325,12.972972972972974,3.891891891891892,32.432432432432435,9.999999999999998,7.528762978644253,5.405405405405405,8.221052708277123,10.486486486486486,5.243243243243243,42.7027027027027,6.767567567567568,8.13186924619315,6.486486486486487,9.775388878319571,10.054054054054056,10.054054054054056,65.94594594594595,4.495516945516945,9.25139391021832,9.72972972972973,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_new_typ,sib200,f1_score,185,175.04864864864865,6,2,289,906,5.21781972433108,17.36471419005596,1.0810810810810811,3.2432432432432434,4.769856869845994,78.88648648648649,8.486486486486486,10.0,5.467867867867867,10.27027027027027,1.027027027027027,10.27027027027027,10.27027027027027,2.485747466216216,1.0810810810810811,8.648648648648647,2.5945945945945943,23.24324324324325,6.096096096096097,3.918992377616264,3.2432432432432434,5.391786068504671,8.972972972972974,4.486486486486487,36.75675675675676,4.798198198198199,4.494267276488244,4.324324324324325,7.2180028732505725,8.486486486486486,8.486486486486486,61.08108108108108,3.178099528099528,5.778460407501562,9.72972972972973,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_new_gen,sib200,f1_score,185,175.04864864864865,6,2,289,906,7.476352524140846,17.407030485080767,2.702702702702702,4.864864864864865,5.884062679071039,79.16216216216216,8.64864864864865,10.0,8.64864864864865,14.054054054054054,1.4054054054054057,14.054054054054054,14.054054054054054,4.238809121621621,2.702702702702702,11.891891891891891,3.567567567567568,29.72972972972973,8.528528528528527,5.628582550598695,4.864864864864865,7.287602725675077,9.945945945945946,4.972972972972973,40.0,5.922522522522523,6.525409294678284,5.9459459459459465,8.244575431792665,8.64864864864865,8.64864864864865,55.67567567567567,3.8449806949806953,7.254667936734083,8.108108108108109,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,random,sib200,f1_score,185,175.04864864864865,6,2,289,906,2.039543051949867,17.864876878102397,0.5405405405405406,1.6216216216216215,3.532903483854265,84.12972972972973,6.108108108108108,10.0,2.216216216216216,3.783783783783784,0.3783783783783784,3.783783783783784,3.783783783783784,1.1196157094594594,0.5405405405405406,3.423423423423423,1.0270270270270272,9.72972972972973,2.162162162162162,1.7065235515972512,1.6216216216216215,2.642383669977323,4.324324324324325,2.1621621621621623,19.45945945945946,1.8864864864864863,2.038329708683598,1.6216216216216215,4.847243259077776,6.108108108108108,6.108108108108108,49.18918918918919,1.6747962247962247,3.4302768148371974,7.027027027027027,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,single_distals_wiki_size,sib200,f1_score,185,175.04864864864865,6,2,289,906,3.5920282564872403,18.34471426383832,0.0,0.0,3.099868731024547,73.89189189189189,7.081081081081081,10.0,4.257759784075573,7.027027027027027,0.7027027027027027,7.027027027027027,7.027027027027027,1.5112964527027029,0.0,4.684684684684684,1.4054054054054057,14.054054054054054,3.303303303303303,1.8639146959459456,0.0,4.472088959666195,5.72972972972973,2.864864864864865,24.324324324324326,2.8144144144144145,2.5681329675622893,1.6216216216216215,5.93425820825523,7.081081081081081,7.081081081081081,43.24324324324324,2.3541827541827542,3.649142445788319,5.9459459459459465,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,composite_equal,taxi1500,f1_score,762,31.95800524934383,6,2,289,329,30.90776759827361,34.67913339702635,7.874015748031496,15.485564304461944,18.53586888982353,12.908136482939632,41.45669291338582,10.0,38.083989501312345,63.77952755905512,6.377952755905511,63.77952755905512,63.77952755905512,15.335363353018373,7.874015748031496,45.58180227471566,13.6745406824147,88.9763779527559,38.84514435695538,20.727611166544825,15.485564304461944,30.73262004403265,42.30971128608923,21.154855643044616,96.06299212598424,31.770341207349084,23.077666343373483,22.30971128608924,37.330882767814565,41.45669291338582,41.45669291338582,99.86876640419948,25.55916968712244,26.22960563013912,41.20734908136483,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,rrf_equal,taxi1500,f1_score,762,31.95800524934383,6,2,289,329,30.82915776128015,35.85514089370435,7.874015748031496,14.829396325459316,17.286037332416317,15.393700787401574,38.34645669291339,10.0,36.61417322834646,60.76115485564304,6.076115485564304,60.76115485564304,60.76115485564304,15.012790149278215,7.874015748031496,46.19422572178477,13.858267716535432,86.74540682414698,39.348206474190725,20.12854643200287,14.829396325459316,29.948037631728468,41.86351706036746,20.93175853018373,95.8005249343832,31.39107611548556,21.903445547735124,19.02887139107612,34.96225213394051,38.34645669291339,38.34645669291339,99.73753280839895,23.65921447319085,24.79993455688548,34.90813648293963,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
mt5,mT5,mlp_listnet,taxi1500,f1_score,762,31.95800524934383,6,2,289,329,26.03748323003706,43.40551193084435,5.380577427821522,13.385826771653544,15.43260409443016,15.208661417322835,35.91863517060368,10.0,27.624671916010502,47.76902887139108,4.776902887139108,47.76902887139108,47.76902887139108,10.50894028871391,5.380577427821522,40.15748031496063,12.04724409448819,79.79002624671917,32.14494021580635,16.440016940302904,13.385826771653544,26.201804646996774,37.42782152230972,18.71391076115486,90.41994750656168,26.390638670166236,18.461663376336475,19.94750656167979,31.644289266981502,35.91863517060368,35.91863517060368,99.73753280839895,20.517216597925263,21.222216277367163,34.645669291338585,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/mt5/summary_by_heldout_task.csv
