model,model_name,aggregation,method_a,method_b,ndcg_p_value,performance_loss_p_value,source_artifact
xlm-r,XLM-R,paired_held_out_tasks,random,mlp_listnet,0.0008473570290582,0.0511483557298299,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_gen,single_new_typ,0.7292212840960215,0.4545257599560165,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_gen,single_new_geo,0.5692800738624996,0.6132177436395141,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_gen,single_script,0.0947013495883329,0.1326796240417244,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_gen,single_distals_asjp,0.5481946871147362,0.6539018594557267,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_gen,single_distals_wiki_size,0.1057088496761846,0.0416718945452312,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_gen,composite_equal,0.2860460319109758,0.2172817837822193,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_gen,rrf_equal,0.0977515279454259,0.152840789606077,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_gen,lightgbm_lambdarank,0.0760932889379336,0.01162413999428,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_gen,mlp_listnet,0.0539106650993886,0.0958320603654886,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_typ,single_new_geo,0.728373817401815,0.825279839733011,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_typ,single_script,0.0024454836293357,0.0219747839886186,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_typ,single_distals_asjp,0.3976195005231245,0.5304600833554564,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_typ,single_distals_wiki_size,0.0002422357803905,0.001932726707127,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
xlm-r,XLM-R,paired_held_out_tasks,single_new_typ,composite_equal,0.3909287778831462,0.1838542428713374,/lustre09/project/6087787/khanadi7/langrankplus/artifacts/cross_task_generalization/xlm-r/pairwise_macro_task.csv
