method,hrl->hrl,hrl->mrl,hrl->lrl,mrl->hrl,mrl->mrl,mrl->lrl,lrl->hrl,lrl->mrl,lrl->lrl,*->hrl,*->mrl,*->lrl
single_new_gen,14.588488249869627,,14.78669821126825,,7.330656427703955,,,,9.992612029909926,14.588488249869627,7.330656427703955,10.061098975357902
single_new_typ,14.588488249869627,,,,7.2874399969084385,14.447303496545267,,77.73139322988963,9.54125123998925,14.588488249869627,9.048538827732969,9.611337700797192
single_new_geo,14.588488249869627,,,,7.330656427703955,,,,10.571775753762326,14.588488249869627,7.330656427703955,10.571775753762326
single_script,3.19002681434492,,,1.6318811751478295,4.560259581163949,12.786696571344303,12.540270281456003,9.14036156483135,14.045240891682836,4.125188124248883,6.048792725855854,13.658687993293142
single_distals_asjp,14.588488249869627,,17.175156571531925,,7.330656427703955,13.518836563973943,,,10.480900554664604,14.588488249869627,7.330656427703955,10.550416211994436
single_distals_wiki_size,14.588488249869627,,,,7.330656427703955,,,,13.339204710801258,14.588488249869627,7.330656427703955,13.339204710801258
composite_equal,14.588488249869627,,,,7.330656427703955,18.0681751158182,,,10.30319388694127,14.588488249869627,7.330656427703955,10.358658038576104
rrf_equal,14.588488249869627,,,,7.330656427703955,18.0681751158182,,,10.211210492182584,14.588488249869627,7.330656427703955,10.267331668065696
lightgbm_lambdarank,14.588488249869627,,,,7.330656427703955,30.650951985296004,,,10.01402339144041,14.588488249869627,7.330656427703955,10.161430024253663
mlp_listnet,14.588488249869627,,,,7.330656427703955,18.0681751158182,,,10.282598882385445,14.588488249869627,7.330656427703955,10.33821014119568
