method,query_id,target_lang,target_resource_level,predicted_best_source,predicted_source_resource_level,actual_best_source,actual_best_source_resource_level,predicted_performance,actual_best_performance,performance_loss,ndcg,top_1_accuracy,top_3_accuracy,dataset,cnotc_alpha,cnotc_epsilon,cnotc_grouping,cnotc_group,cnotc_calibration_size,cnotc_calibration_group_counts,cnotc_min_finite_calibration_size,cnotc_finite_quantile_possible,cnotc_threshold_is_infinite,cnotc_threshold,cnotc_trial_complexity,cnotc_set_size,cnotc_test_pool_size,cnotc_pool_fraction,cnotc_near_oracle_coverage,cnotc_exact_best_coverage,cnotc_best_in_set_performance,cnotc_best_in_set_performance_loss,cnotc_sources,budget_10_at_5_size,budget_10_at_5_pool_fraction,budget_10_at_5_near_oracle_coverage,budget_10_at_5_exact_best_coverage,budget_10_at_5_best_in_set_performance,budget_10_at_5_best_in_set_performance_loss,budget_10_at_5_sources
single_new_gen,sib200_mt5::ace,ace,lrl,ace,lrl,kea,lrl,0.5103141507354655,0.7574464850344794,0.32627035596813725,0.0,0.0,0.0,sib200_mt5,0.1,0.05,resource_level,lrl,28,"hrl:1,mrl:8,lrl:28",9,1.0,0.0,45.0,45,45,176,0.2556818181818182,1.0,0.0,0.7299464885085559,0.036306190693685354,"oci,ron,eng,fij,eus,ltz,kmr,ind,mri,jav,nld,ibo,min,tgl,ban,sun,azj,zsm,ace,tur,cat,ceb,bug,spa,bjn,rus,mkd,bul,pes,apc,ckb,azb,arz,mai,zho,yue,bod,kat,tel,kor,jpn,guj,hye,ell,kan",10,0.056818181818181816,1.0,0.0,0.7271470685216047,0.040002055737964726,"ind,jav,min,ban,sun,ace,ceb,bug,bjn,jpn"
single_new_gen,sib200_mt5::acm,acm,lrl,acm,lrl,ajp,lrl,0.8556710249516882,0.8935451219497385,0.04238632842111875,0.0,0.0,0.0,sib200_mt5,0.1,0.05,resource_level,lrl,28,"hrl:1,mrl:8,lrl:28",9,1.0,0.0,45.0,45,45,176,0.2556818181818182,1.0,1.0,0.8935451219497385,0.0,"spa,yor,oci,mlt,taq,sun,slv,eus,eng,dik,cat,ces,jav,ibo,kab,kmr,azj,arb,bul,rus,mkd,ary,arz,ars,azb,ajp,acq,aeb,apc,pes,acm,mai,heb,ell,kor,kat,kan,zho,yue,hye,jpn,bod,tel,tir,amh",10,0.056818181818181816,1.0,1.0,0.8935451219497385,0.0,"mlt,arb,ary,arz,ars,ajp,acq,aeb,apc,acm"
single_new_gen,sib200_mt5::acq,acq,lrl,acq,lrl,prs,lrl,0.4647340261505873,0.8923683818101382,0.47921280535747973,0.10163444560757089,0.0,0.0,sib200_mt5,0.1,0.05,resource_level,lrl,28,"hrl:1,mrl:8,lrl:28",9,1.0,0.0,45.0,45,45,176,0.2556818181818182,1.0,0.0,0.8847354501533908,0.008553565783297086,"spa,oci,yor,mlt,taq,sun,dik,eus,eng,cat,ces,jav,ibo,hun,kab,kmr,azj,arb,bul,rus,ary,arz,ars,azb,ajp,aeb,acq,apc,pes,acm,mai,ell,heb,kor,yue,kan,kat,zho,hye,jpn,bod,tzm,tel,tir,amh",10,0.056818181818181816,1.0,0.0,0.8802815865057589,0.013544625236342013,"mlt,arb,ary,arz,ars,aeb,acq,apc,acm,amh"
single_new_gen,sib200_mt5::aeb,aeb,lrl,aeb,lrl,khm,lrl,0.8215386949613427,0.8556947878621628,0.03991621006148053,0.17786027981324906,0.0,0.0,sib200_mt5,0.1,0.05,resource_level,lrl,28,"hrl:1,mrl:8,lrl:28",9,1.0,0.0,45.0,45,45,176,0.2556818181818182,1.0,0.0,0.8479749791680397,0.009021684838597692,"spa,yor,oci,mlt,taq,sun,slv,eus,eng,cat,ces,jav,hun,ibo,kab,kmr,azj,arb,bul,rus,mkd,apc,ars,ary,arz,azb,acm,ajp,acq,aeb,pes,mai,heb,zho,kor,yue,kan,kat,hye,jpn,bod,tel,tir,amh,ell",10,0.056818181818181816,1.0,0.0,0.8447656674562302,0.012772218039609144,"mlt,arb,apc,ars,ary,arz,acm,ajp,aeb,amh"
single_new_gen,sib200_mt5::afr,afr,mrl,afr,mrl,ban,lrl,0.849149204649609,0.8799424803178828,0.034994646078627366,0.0,0.0,0.0,sib200_mt5,0.1,0.05,resource_level,mrl,8,"hrl:1,mrl:8,lrl:28",9,0.0,1.0,inf,176,176,176,1.0,1.0,1.0,0.8799424803178828,0.0,"zsm,grn,pap,glg,pag,plt,fra,fon,gle,fur,nso,hrv,hun,oci,hat,nus,nya,ron,quy,eng,deu,dik,dan,dyu,run,fij,pol,fao,fin,por,est,ewe,eus,ltz,lmo,kik,kin,kbp,lug,lua,kea,lin,knc,lij,lim,kon,kmb,lit,kmr,isl,jav,ita,ibo,ind,mri,ilo,nld,min,lvs,kam,luo,lus,mlt,kab,mos,kac,ast,ayr,swh,tso,tgl,tum,taq,ban,srd,bem,sun,azj,swe,bam,ssw,war,wol,vie,ace,xho,yor,tur,uzn,umb,arb,afr,als,slv,cat,smo,ces,ceb,sna,bos,bug,crh,cym,sag,slk,cjk,scn,som,spa,sot,bjn,ukr,khk,bel,kir,kaz,tat,bak,rus,bul,tgk,mkd,snd,pes,pbt,prs,urd,kas,ckb,apc,aeb,acm,acq,ajp,azb,ary,arz,ars,hin,npi,bho,awa,mar,mai,mag,ben,tzm,sin,shn,zho,kat,bod,kor,tam,asm,tir,lao,tha,tel,khm,ory,jpn,heb,pan,guj,mya,hye,mni,mal,dzo,sat,yue,ydd,kan,amh,ell",10,0.056818181818181816,1.0,0.0,0.8605435237671326,0.022045709787465017,"eng,dan,ltz,lim,nld,afr,pes,jpn,hye,ydd"
single_new_gen,sib200_mt5::ajp,ajp,lrl,ajp,lrl,glg,mrl,0.8577590781881366,0.872195525464832,0.016551847441548882,0.02540861140189272,0.0,0.0,sib200_mt5,0.1,0.05,resource_level,lrl,28,"hrl:1,mrl:8,lrl:28",9,1.0,0.0,45.0,45,45,176,0.2556818181818182,1.0,0.0,0.8697739351399546,0.002776430575686407,"spa,yor,oci,mlt,taq,sun,slv,eus,eng,dik,ces,cat,jav,ibo,kab,kmr,azj,arb,bul,rus,mkd,ars,ary,arz,azb,aeb,acm,ajp,acq,apc,pes,mai,ell,amh,heb,kor,kan,kat,yue,hye,zho,jpn,bod,tel,tir",10,0.056818181818181816,1.0,0.0,0.8697739351399546,0.002776430575686407,"mlt,arb,ars,ary,arz,aeb,acm,ajp,apc,heb"
single_new_gen,sib200_mt5::als,als,lrl,als,lrl,khm,lrl,0.834887262093913,0.882775594364977,0.054247458331142945,0.0,0.0,0.0,sib200_mt5,0.1,0.05,resource_level,lrl,28,"hrl:1,mrl:8,lrl:28",9,1.0,0.0,45.0,45,45,176,0.2556818181818182,1.0,0.0,0.8555472873989091,0.0308439734173378,"oci,eng,dan,ltz,lim,lit,kmr,jav,nld,sun,als,slv,cat,ces,spa,ukr,bel,rus,bul,mkd,tgk,snd,pes,prs,pbt,kas,ckb,hin,npi,bho,awa,mar,mai,kat,ben,zho,kor,tel,ory,jpn,pan,guj,hye,ell,ydd",10,0.056818181818181816,1.0,0.0,0.842379847449323,0.045759927181394905,"eng,kmr,als,rus,pes,ckb,mai,jpn,guj,hye"
single_new_gen,sib200_mt5::amh,amh,lrl,amh,lrl,kor,mrl,0.7492196148715301,0.7904340141802447,0.05214147995827061,0.15245166841135635,0.0,0.0,sib200_mt5,0.1,0.05,resource_level,lrl,28,"hrl:1,mrl:8,lrl:28",9,1.0,0.0,45.0,45,45,176,0.2556818181818182,1.0,1.0,0.7904340141802447,0.0,"spa,ces,cat,slv,sun,arb,knc,azj,kmr,oci,kab,mlt,hun,ibo,jav,yor,eng,eus,mkd,rus,bul,ajp,pes,aeb,acm,acq,apc,ary,arz,ars,azb,mai,kat,zho,kor,ell,tel,amh,kan,jpn,bod,yue,tir,hye,heb",10,0.056818181818181816,1.0,0.0,0.7743334317277774,0.020369293531940433,"mlt,aeb,acm,apc,ary,arz,ars,amh,tir,heb"
single_new_gen,sib200_mt5::apc,apc,lrl,apc,lrl,spa,hrl,0.8820187220866499,0.894007072009857,0.013409681308510831,0.5934622175697164,0.0,0.0,sib200_mt5,0.1,0.05,resource_level,lrl,28,"hrl:1,mrl:8,lrl:28",9,1.0,0.0,45.0,45,45,176,0.2556818181818182,1.0,1.0,0.894007072009857,0.0,"spa,oci,yor,mlt,taq,sun,slv,dik,eus,eng,cat,ces,jav,ibo,kab,kmr,azj,arb,bul,rus,mkd,arz,ary,ars,azb,ajp,acq,aeb,acm,apc,pes,mai,heb,kor,yue,kat,kan,hye,zho,jpn,ell,bod,tel,tir,amh",10,0.056818181818181816,1.0,0.0,0.8881898990301522,0.006506853426368204,"mlt,arb,arz,ary,ars,ajp,aeb,acm,apc,heb"
single_new_gen,sib200_mt5::arb,arb,lrl,arb,lrl,ell,mrl,0.4114096700894408,0.9049562680477604,0.5453817111218373,0.0,0.0,0.0,sib200_mt5,0.1,0.05,resource_level,lrl,28,"hrl:1,mrl:8,lrl:28",9,1.0,0.0,45.0,45,45,176,0.2556818181818182,1.0,1.0,0.9049562680477604,0.0,"hun,oci,eng,dik,eus,kmr,jav,ibo,mlt,kab,taq,azj,sun,yor,arb,cat,ces,spa,rus,mkd,bul,pes,acm,apc,aeb,acq,ajp,azb,arz,ary,ars,mai,zho,bod,kat,tir,kor,tel,jpn,heb,hye,amh,ell,yue,kan",10,0.056818181818181816,1.0,0.0,0.881131148420297,0.026327371242878622,"mlt,arb,acm,apc,aeb,ajp,arz,ary,ars,heb"
