dataset,task,model,metric,method,method_group,target_resource_level,n_targets,cnotc_trial_complexity,cnotc_pool_fraction,cnotc_near_oracle_coverage,cnotc_exact_best_coverage,cnotc_best_in_set_performance_loss,large_enough_for_main_ctc
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,composite,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,composite,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,composite,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,lightgbm_lambdarank,trained,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,lightgbm_lambdarank,trained,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,lightgbm_lambdarank,trained,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,mlp_listnet,trained,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,mlp_listnet,trained,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,mlp_listnet,trained,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,rrf_equal,composite,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,rrf_equal,composite,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,rrf_equal,composite,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_asjp,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_asjp,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_asjp,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_wiki_size,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_wiki_size,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_wiki_size,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_gen,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_gen,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_gen,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_geo,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_geo,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_geo,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_typ,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_typ,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_typ,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_script,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_script,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_mt5,tydiqa,mt5,f1_score,single_script,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,composite_equal,composite,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,composite_equal,composite,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,composite_equal,composite,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,lightgbm_lambdarank,trained,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,lightgbm_lambdarank,trained,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,lightgbm_lambdarank,trained,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,mlp_listnet,trained,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,mlp_listnet,trained,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,mlp_listnet,trained,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,rrf_equal,composite,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,rrf_equal,composite,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,rrf_equal,composite,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_asjp,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_asjp,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_asjp,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_wiki_size,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_wiki_size,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_wiki_size,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_gen,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_gen,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_gen,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_geo,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_geo,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_geo,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_typ,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_typ,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_typ,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_script,individual,hrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_script,individual,lrl,2,8.0,1.0,1.0,1.0,0.0,False
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_script,individual,mrl,5,8.0,1.0,1.0,1.0,0.0,False
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,composite_equal,composite,hrl,7,27.714285714285715,0.38492063492063494,1.0,1.0,0.0,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,composite_equal,composite,lrl,100,26.0,0.3576160578386606,0.81,0.68,0.06545073516829292,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,composite_equal,composite,mrl,40,26.125,0.36233352359208526,0.9,0.7,0.013305525222588113,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,lightgbm_lambdarank,trained,hrl,7,22.285714285714285,0.3095238095238095,0.8571428571428571,0.8571428571428571,0.053438931221375656,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,lightgbm_lambdarank,trained,lrl,100,19.08,0.2624238964992389,0.73,0.62,0.08185386527032593,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,lightgbm_lambdarank,trained,mrl,40,17.5,0.24279394977168947,0.95,0.725,0.013096276187085526,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,mlp_listnet,trained,hrl,7,17.285714285714285,0.24007936507936506,1.0,0.8571428571428571,0.0011077456389487,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,mlp_listnet,trained,lrl,100,17.17,0.23616248097412482,0.75,0.62,0.08673878622700693,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,mlp_listnet,trained,mrl,40,16.15,0.22400589802130896,0.925,0.7,0.015123367728190302,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,rrf_equal,composite,hrl,7,21.857142857142858,0.30357142857142855,1.0,0.8571428571428571,0.00013226246345675714,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,rrf_equal,composite,lrl,100,19.32,0.2657210806697108,0.73,0.59,0.08925400825506229,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,rrf_equal,composite,mrl,40,19.15,0.2655869482496195,0.875,0.675,0.016539185659203044,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_asjp,individual,hrl,7,37.142857142857146,0.5158730158730158,1.0,0.8571428571428571,0.0011077456389487,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_asjp,individual,lrl,100,34.66,0.4765981735159817,0.78,0.64,0.09507497495958639,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_asjp,individual,mrl,40,34.475,0.4781440258751902,0.975,0.825,0.00731192889040323,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_wiki_size,individual,hrl,7,52.42857142857143,0.7281746031746031,1.0,1.0,0.0,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_wiki_size,individual,lrl,100,51.15,0.7035844748858447,0.84,0.78,0.03756025940185029,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_wiki_size,individual,mrl,40,51.7,0.7170471841704719,1.0,0.875,0.0023357229882118224,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_gen,individual,hrl,7,27.428571428571427,0.38095238095238093,1.0,1.0,0.0,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_gen,individual,lrl,100,26.76,0.3680688736681887,0.74,0.59,0.09238255554977023,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_gen,individual,mrl,40,25.95,0.3599077245053272,0.975,0.725,0.010691218925163472,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_geo,individual,hrl,7,31.714285714285715,0.4404761904761905,1.0,0.7142857142857143,0.0038031634287060997,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_geo,individual,lrl,100,28.63,0.39375951293759515,0.78,0.7,0.07199945026813231,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_geo,individual,mrl,40,28.175,0.39073915525114156,0.9,0.525,0.015357525059717794,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_typ,individual,hrl,7,28.571428571428573,0.3968253968253968,0.7142857142857143,0.7142857142857143,0.03813329279341616,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_typ,individual,lrl,100,28.66,0.3941038812785388,0.78,0.65,0.07482875106226348,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_typ,individual,mrl,40,27.15,0.376507800608828,0.95,0.725,0.010269352837248108,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_script,individual,hrl,7,49.714285714285715,0.6904761904761905,0.8571428571428571,0.7142857142857143,0.030631652475656457,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_script,individual,lrl,100,50.26,0.6913736681887367,0.87,0.75,0.03234768895688888,True
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_script,individual,mrl,40,50.7,0.7032153729071537,0.925,0.775,0.011985069798526465,True
ud_pos_mt5,ud_pos,mt5,f1_score,composite_equal,composite,hrl,7,39.42857142857143,0.5476190476190477,0.8571428571428571,0.8571428571428571,0.039087523359975555,True
ud_pos_mt5,ud_pos,mt5,f1_score,composite_equal,composite,lrl,100,40.44,0.5561834094368341,0.88,0.76,0.018800875461169618,True
ud_pos_mt5,ud_pos,mt5,f1_score,composite_equal,composite,mrl,40,40.7,0.5644406392694064,1.0,0.925,0.00226531308029609,True
ud_pos_mt5,ud_pos,mt5,f1_score,lightgbm_lambdarank,trained,hrl,7,42.857142857142854,0.5952380952380952,1.0,1.0,0.0,True
ud_pos_mt5,ud_pos,mt5,f1_score,lightgbm_lambdarank,trained,lrl,100,44.54,0.6127416286149162,0.92,0.83,0.010013277740927432,True
ud_pos_mt5,ud_pos,mt5,f1_score,lightgbm_lambdarank,trained,mrl,40,44.7,0.6199200913242009,1.0,1.0,0.0,True
ud_pos_mt5,ud_pos,mt5,f1_score,mlp_listnet,trained,hrl,7,38.857142857142854,0.5396825396825397,1.0,1.0,0.0,True
ud_pos_mt5,ud_pos,mt5,f1_score,mlp_listnet,trained,lrl,100,38.66,0.5317408675799087,0.88,0.78,0.01591321232571852,True
ud_pos_mt5,ud_pos,mt5,f1_score,mlp_listnet,trained,mrl,40,38.2,0.5297992770167428,0.975,0.95,0.0042942980537735,True
ud_pos_mt5,ud_pos,mt5,f1_score,rrf_equal,composite,hrl,7,36.0,0.5,0.8571428571428571,0.8571428571428571,0.02150622228580723,True
ud_pos_mt5,ud_pos,mt5,f1_score,rrf_equal,composite,lrl,100,36.98,0.5085996955859969,0.88,0.79,0.017449560711171486,True
ud_pos_mt5,ud_pos,mt5,f1_score,rrf_equal,composite,mrl,40,36.775,0.5100171232876712,1.0,0.975,0.0008751680138542825,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_asjp,individual,hrl,7,54.57142857142857,0.7579365079365079,0.7142857142857143,0.7142857142857143,0.033084052372167314,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_asjp,individual,lrl,100,55.08,0.7576845509893455,0.95,0.89,0.00900400018086024,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_asjp,individual,mrl,40,55.325,0.767351598173516,0.975,0.925,0.004235037704175992,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_wiki_size,individual,hrl,7,56.142857142857146,0.7797619047619048,1.0,1.0,0.0,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_wiki_size,individual,lrl,100,56.95,0.7833942161339422,0.9,0.84,0.008964643707662569,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_wiki_size,individual,mrl,40,57.1,0.7919710806697108,1.0,0.975,0.0011143436584910924,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_gen,individual,hrl,7,39.142857142857146,0.5436507936507936,0.8571428571428571,0.8571428571428571,0.007482058724333428,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_gen,individual,lrl,100,39.22,0.5394044901065449,0.86,0.77,0.017530872473445397,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_gen,individual,mrl,40,38.525,0.5343179223744292,0.975,0.875,0.006260155971411828,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_geo,individual,hrl,7,49.57142857142857,0.6884920634920635,1.0,0.8571428571428571,0.0008313060917291571,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_geo,individual,lrl,100,50.55,0.6952987062404872,0.93,0.87,0.009960683364002586,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_geo,individual,mrl,40,50.0,0.6934931506849316,1.0,0.9,0.003124561980003555,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_typ,individual,hrl,7,43.142857142857146,0.5992063492063492,0.7142857142857143,0.7142857142857143,0.030321388682255875,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_typ,individual,lrl,100,44.36,0.6102302130898021,0.91,0.8,0.010624527161166011,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_typ,individual,mrl,40,44.675,0.6196584855403349,0.975,0.875,0.006423101807988588,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_script,individual,hrl,7,57.714285714285715,0.8015873015873015,0.8571428571428571,0.8571428571428571,0.02150622228580723,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_script,individual,lrl,100,59.46,0.8178919330289193,0.93,0.85,0.021198047866523653,True
ud_pos_mt5,ud_pos,mt5,f1_score,single_script,individual,mrl,40,60.7,0.8418949771689498,0.95,0.9,0.006262683210184838,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,composite_equal,composite,hrl,7,18.428571428571427,0.255952380952381,1.0,0.8571428571428571,0.006685680674476729,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,composite_equal,composite,lrl,100,17.59,0.2419406392694064,0.82,0.7,0.028400650740580242,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,composite_equal,composite,mrl,40,17.35,0.24062975646879753,0.925,0.775,0.009275388863597576,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,lightgbm_lambdarank,trained,hrl,7,11.571428571428571,0.16071428571428573,0.8571428571428571,0.7142857142857143,0.026328860924070226,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,lightgbm_lambdarank,trained,lrl,100,11.55,0.15884322678843227,0.77,0.64,0.03249671844555815,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,lightgbm_lambdarank,trained,mrl,40,11.7,0.1622669330289193,0.9,0.675,0.015207462291721152,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,mlp_listnet,trained,hrl,7,17.142857142857142,0.23809523809523808,0.8571428571428571,0.8571428571428571,0.0110588393828619,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,mlp_listnet,trained,lrl,100,16.58,0.2280593607305936,0.83,0.72,0.027053511932521587,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,mlp_listnet,trained,mrl,40,16.7,0.2316257610350076,0.9,0.75,0.013268730768788577,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,rrf_equal,composite,hrl,7,20.142857142857142,0.27976190476190477,1.0,0.8571428571428571,0.0037109363287559714,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,rrf_equal,composite,lrl,100,19.26,0.2649200913242009,0.85,0.75,0.024495812635427758,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,rrf_equal,composite,mrl,40,19.05,0.2642123287671233,0.975,0.85,0.004840881969219285,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_asjp,individual,hrl,7,32.0,0.44444444444444436,1.0,0.8571428571428571,0.0028898668713392144,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_asjp,individual,lrl,100,27.77,0.3819634703196347,0.8,0.68,0.023315403959306886,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_asjp,individual,mrl,40,27.85,0.38623953576864534,0.925,0.775,0.00865506450826597,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_wiki_size,individual,hrl,7,54.285714285714285,0.753968253968254,1.0,0.8571428571428571,0.0028898668713392144,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_wiki_size,individual,lrl,100,56.27,0.7740582191780822,0.9,0.87,0.014491115861248592,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_wiki_size,individual,mrl,40,56.275,0.7805365296803652,1.0,0.975,9.54927597366e-06,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_new_gen,individual,hrl,7,23.428571428571427,0.3253968253968254,1.0,0.8571428571428571,0.006685680674476729,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_new_gen,individual,lrl,100,22.91,0.31511605783866053,0.72,0.55,0.03638036860673141,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_new_gen,individual,mrl,40,22.525,0.31242389649923896,0.975,0.775,0.0055213926486910505,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_new_geo,individual,hrl,7,31.142857142857142,0.4325396825396825,1.0,1.0,0.0,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_new_geo,individual,lrl,100,29.7,0.40849885844748857,0.85,0.81,0.022322223438859475,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_new_geo,individual,mrl,40,29.3,0.4063879375951293,1.0,0.65,0.008544258084096184,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_new_typ,individual,hrl,7,46.0,0.638888888888889,0.8571428571428571,0.8571428571428571,0.010773506390335901,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_new_typ,individual,lrl,100,44.55,0.6128386605783867,0.9,0.84,0.012665876673369283,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_new_typ,individual,mrl,40,42.775,0.5932838660578387,0.95,0.9,0.004700610634794091,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_script,individual,hrl,7,57.57142857142857,0.7996031746031746,1.0,1.0,0.0,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_script,individual,lrl,100,59.18,0.8140372907153729,0.94,0.92,0.01062162207250006,True
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_script,individual,mrl,40,61.05,0.8467560882800609,0.975,0.875,0.003802216256940675,True
wikiann_mt5,wikiann,mt5,f1_score,composite_equal,composite,hrl,7,26.571428571428573,0.49206349206349204,1.0,1.0,0.0,True
wikiann_mt5,wikiann,mt5,f1_score,composite_equal,composite,lrl,94,26.48936170212766,0.4825094920839601,0.9468085106382979,0.7340425531914894,0.008434057012815703,True
wikiann_mt5,wikiann,mt5,f1_score,composite_equal,composite,mrl,43,26.558139534883722,0.4909795630725863,1.0,0.8837209302325582,0.0010459341509719232,True
wikiann_mt5,wikiann,mt5,f1_score,lightgbm_lambdarank,trained,hrl,7,18.285714285714285,0.3386243386243386,0.8571428571428571,0.7142857142857143,0.029224235962553215,True
wikiann_mt5,wikiann,mt5,f1_score,lightgbm_lambdarank,trained,lrl,94,18.04255319148936,0.32864818396733286,0.9148936170212766,0.5425531914893617,0.015510409492178901,True
wikiann_mt5,wikiann,mt5,f1_score,lightgbm_lambdarank,trained,mrl,43,18.511627906976745,0.3421736747318142,1.0,0.7906976744186046,0.0021289397639746373,True
wikiann_mt5,wikiann,mt5,f1_score,mlp_listnet,trained,hrl,7,14.857142857142858,0.2751322751322752,1.0,0.8571428571428571,0.005272050324498228,True
wikiann_mt5,wikiann,mt5,f1_score,mlp_listnet,trained,lrl,94,14.893617021276595,0.2712945053370585,0.9361702127659575,0.5106382978723404,0.015050289630812608,True
wikiann_mt5,wikiann,mt5,f1_score,mlp_listnet,trained,mrl,43,16.232558139534884,0.30011745360582565,0.9767441860465116,0.813953488372093,0.0036167413362916396,True
wikiann_mt5,wikiann,mt5,f1_score,rrf_equal,composite,hrl,7,25.714285714285715,0.4761904761904762,1.0,1.0,0.0,True
wikiann_mt5,wikiann,mt5,f1_score,rrf_equal,composite,lrl,94,25.93617021276596,0.472455046923132,0.9468085106382979,0.7340425531914894,0.00851489210177499,True
wikiann_mt5,wikiann,mt5,f1_score,rrf_equal,composite,mrl,43,26.325581395348838,0.4867434030224728,0.9534883720930233,0.9069767441860465,0.004274816319851477,True
wikiann_mt5,wikiann,mt5,f1_score,single_distals_asjp,individual,hrl,7,31.571428571428573,0.5846560846560847,1.0,1.0,0.0,True
wikiann_mt5,wikiann,mt5,f1_score,single_distals_asjp,individual,lrl,94,32.319148936170215,0.5887205387205388,0.9468085106382979,0.6382978723404256,0.008809334061615364,True
wikiann_mt5,wikiann,mt5,f1_score,single_distals_asjp,individual,mrl,43,32.30232558139535,0.5972359251429019,0.9767441860465116,0.813953488372093,0.006426906997867628,True
wikiann_mt5,wikiann,mt5,f1_score,single_distals_wiki_size,individual,hrl,7,35.0,0.6481481481481481,0.8571428571428571,0.8571428571428571,0.012982199929942442,True
wikiann_mt5,wikiann,mt5,f1_score,single_distals_wiki_size,individual,lrl,94,34.234042553191486,0.6235869331614012,0.9042553191489362,0.7340425531914894,0.011579394082073759,True
wikiann_mt5,wikiann,mt5,f1_score,single_distals_wiki_size,individual,mrl,43,34.372093023255815,0.6354944796805262,0.9767441860465116,0.7906976744186046,0.005088145960234955,True
wikiann_mt5,wikiann,mt5,f1_score,single_new_gen,individual,hrl,7,13.857142857142858,0.25661375661375657,1.0,0.7142857142857143,0.0062537268971608,True
wikiann_mt5,wikiann,mt5,f1_score,single_new_gen,individual,lrl,94,13.872340425531915,0.25267211118274946,0.851063829787234,0.40425531914893614,0.023605083046113955,True
wikiann_mt5,wikiann,mt5,f1_score,single_new_gen,individual,mrl,43,14.465116279069768,0.26744186046511625,1.0,0.6511627906976745,0.004533310551196232,True
wikiann_mt5,wikiann,mt5,f1_score,single_new_geo,individual,hrl,7,19.285714285714285,0.35714285714285715,1.0,0.7142857142857143,0.0052862403221923425,True
wikiann_mt5,wikiann,mt5,f1_score,single_new_geo,individual,lrl,94,19.56382978723404,0.3563793968049287,0.9361702127659575,0.574468085106383,0.01251140625969982,True
wikiann_mt5,wikiann,mt5,f1_score,single_new_geo,individual,mrl,43,20.11627906976744,0.37191292772688117,0.9534883720930233,0.7441860465116279,0.004607415288724776,True
wikiann_mt5,wikiann,mt5,f1_score,single_new_typ,individual,hrl,7,20.857142857142858,0.38624338624338617,1.0,0.8571428571428571,0.005847954773452829,True
wikiann_mt5,wikiann,mt5,f1_score,single_new_typ,individual,lrl,94,21.106382978723403,0.3844401461422738,0.9468085106382979,0.5425531914893617,0.013541023617569977,True
wikiann_mt5,wikiann,mt5,f1_score,single_new_typ,individual,mrl,43,22.558139534883722,0.41710124500822177,0.9767441860465116,0.6744186046511628,0.008004810177496347,True
wikiann_mt5,wikiann,mt5,f1_score,single_script,individual,hrl,7,27.142857142857142,0.5026455026455027,1.0,0.8571428571428571,0.005847954773452829,True
wikiann_mt5,wikiann,mt5,f1_score,single_script,individual,lrl,94,27.30851063829787,0.49740669102371227,0.925531914893617,0.5957446808510638,0.010639249251925616,True
wikiann_mt5,wikiann,mt5,f1_score,single_script,individual,mrl,43,27.488372093023255,0.5082374128885757,0.9767441860465116,0.8372093023255814,0.007502145993940744,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,composite_equal,composite,hrl,7,30.0,0.5555555555555556,1.0,0.8571428571428571,0.0018660118158140573,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,composite_equal,composite,lrl,94,25.23404255319149,0.45955655849272864,0.8936170212765957,0.7021276595744681,0.018022800835370324,True
wikiann_xlm-r,wikiann,xlm-r,f1_score,composite_equal,composite,mrl,43,27.302325581395348,0.5047764466369117,0.9302325581395349,0.8604651162790697,0.008267456064973486,True
