dataset,task,model,metric,method_a,method_b,outcome,mean_difference_a_minus_b,ci_lower,ci_upper,bootstrap_p_value,n_paired_units
sib200_mt5,sib200,mt5,f1_score,rrf_equal,single_new_typ,performance_loss_pct,-2.1360054793968426,-5.4356988775043975,1.233962668736683,0.2192,185
sib200_mt5,sib200,mt5,f1_score,rrf_equal,single_script,performance_loss_pct,2.2277382541561472,-0.9834461125700417,5.479339862775851,0.1788,185
sib200_mt5,sib200,mt5,f1_score,single_distals_asjp,single_distals_wiki_size,performance_loss_pct,-2.537339796377204,-6.434525042856985,1.394022458647089,0.2098,185
sib200_mt5,sib200,mt5,f1_score,single_distals_asjp,single_new_gen,performance_loss_pct,-1.5996560176196568,-4.2148683397157045,1.015769902048048,0.2309,185
sib200_mt5,sib200,mt5,f1_score,single_distals_asjp,single_new_geo,performance_loss_pct,1.071979469547878,-1.8608250772014259,4.03181741371534,0.4815,185
sib200_mt5,sib200,mt5,f1_score,single_distals_asjp,single_new_typ,performance_loss_pct,-1.5573397225948484,-4.792177110673998,1.7367128980195332,0.3531,185
sib200_mt5,sib200,mt5,f1_score,single_distals_asjp,single_script,performance_loss_pct,2.806404010958141,-0.1770166726709613,5.863685854618861,0.0661,185
sib200_mt5,sib200,mt5,f1_score,single_distals_wiki_size,single_new_gen,performance_loss_pct,0.9376837787575467,-2.970199706037046,4.868703284239826,0.6464,185
sib200_mt5,sib200,mt5,f1_score,single_distals_wiki_size,single_new_geo,performance_loss_pct,3.609319265925081,0.0153879269999095,7.254492244800782,0.0488,185
sib200_mt5,sib200,mt5,f1_score,single_distals_wiki_size,single_new_typ,performance_loss_pct,0.9800000737823552,-2.863091932613891,4.8004529392050115,0.6106,185
sib200_mt5,sib200,mt5,f1_score,single_distals_wiki_size,single_script,performance_loss_pct,5.343743807335344,2.1447108539212003,8.581221796268037,0.001,185
sib200_mt5,sib200,mt5,f1_score,single_new_gen,single_new_geo,performance_loss_pct,2.671635487167534,-0.5868711539713041,5.973574122573533,0.1087,185
sib200_mt5,sib200,mt5,f1_score,single_new_gen,single_new_typ,performance_loss_pct,0.04231629502480796,-3.4763341584204484,3.5876694395255195,0.9734,185
sib200_mt5,sib200,mt5,f1_score,single_new_gen,single_script,performance_loss_pct,4.406060028577797,1.4702649496519504,7.415802966736954,0.0037,185
sib200_mt5,sib200,mt5,f1_score,single_new_geo,single_new_typ,performance_loss_pct,-2.629319192142727,-5.796523516672416,0.5345929599283371,0.1107,185
sib200_mt5,sib200,mt5,f1_score,single_new_geo,single_script,performance_loss_pct,1.7344245414102635,-1.1084262175219,4.564784767040222,0.2269,185
sib200_mt5,sib200,mt5,f1_score,single_new_typ,single_script,performance_loss_pct,4.36374373355299,1.04852259521743,7.710991816866405,0.0099,185
sib200_xlm-r,sib200,xlm-r,f1_score,composite_equal,lightgbm_lambdarank,performance_loss_pct,2.960332830223835,-3.0800456010885258,8.935900337705252,0.3297,185
sib200_xlm-r,sib200,xlm-r,f1_score,composite_equal,mlp_listnet,performance_loss_pct,-6.388653744372585,-10.864273108116267,-1.9993160436609243,0.0043,185
sib200_xlm-r,sib200,xlm-r,f1_score,composite_equal,rrf_equal,performance_loss_pct,-1.0476850140285525,-3.423845134477521,1.3356232957668948,0.3794,185
sib200_xlm-r,sib200,xlm-r,f1_score,composite_equal,single_distals_asjp,performance_loss_pct,-0.6087603837494328,-4.546221894881089,3.3106672496180187,0.7592,185
sib200_xlm-r,sib200,xlm-r,f1_score,composite_equal,single_distals_wiki_size,performance_loss_pct,-6.614876367016447,-11.948749061149925,-1.386124584355423,0.0143,185
sib200_xlm-r,sib200,xlm-r,f1_score,composite_equal,single_new_gen,performance_loss_pct,4.0232055845789185,0.6694352862862576,7.519046236237344,0.0158,185
sib200_xlm-r,sib200,xlm-r,f1_score,composite_equal,single_new_geo,performance_loss_pct,-3.5160023513639733,-7.983575320867397,0.8949323777688468,0.1181,185
sib200_xlm-r,sib200,xlm-r,f1_score,composite_equal,single_new_typ,performance_loss_pct,0.2565237679727685,-4.085216057073117,4.553403202882442,0.9151,185
sib200_xlm-r,sib200,xlm-r,f1_score,composite_equal,single_script,performance_loss_pct,0.9341834516268797,-4.907995766193447,6.594680597707968,0.7514,185
sib200_xlm-r,sib200,xlm-r,f1_score,lightgbm_lambdarank,mlp_listnet,performance_loss_pct,-9.34898657459642,-15.340955738115682,-3.3958170919315456,0.0023,185
sib200_xlm-r,sib200,xlm-r,f1_score,lightgbm_lambdarank,rrf_equal,performance_loss_pct,-4.008017844252388,-10.205177834321482,2.1492336564778576,0.2022,185
sib200_xlm-r,sib200,xlm-r,f1_score,lightgbm_lambdarank,single_distals_asjp,performance_loss_pct,-3.5690932139732676,-10.045008979983702,3.0329423661221613,0.2758,185
sib200_xlm-r,sib200,xlm-r,f1_score,lightgbm_lambdarank,single_distals_wiki_size,performance_loss_pct,-9.575209197240286,-15.66102189202198,-3.327184169737362,0.0035,185
sib200_xlm-r,sib200,xlm-r,f1_score,lightgbm_lambdarank,single_new_gen,performance_loss_pct,1.0628727543550824,-4.844463725075407,6.96078600720875,0.7237,185
sib200_xlm-r,sib200,xlm-r,f1_score,lightgbm_lambdarank,single_new_geo,performance_loss_pct,-6.4763351815878085,-12.867221816852142,-0.002987462704325923,0.0497,185
sib200_xlm-r,sib200,xlm-r,f1_score,lightgbm_lambdarank,single_new_typ,performance_loss_pct,-2.703809062251067,-8.6011223239953,3.285250007561906,0.3612,185
sib200_xlm-r,sib200,xlm-r,f1_score,lightgbm_lambdarank,single_script,performance_loss_pct,-2.0261493785969553,-7.923019535285346,3.8809720923584057,0.4921,185
sib200_xlm-r,sib200,xlm-r,f1_score,mlp_listnet,rrf_equal,performance_loss_pct,5.340968730344033,0.5394720734571401,10.172421569561402,0.0305,185
sib200_xlm-r,sib200,xlm-r,f1_score,mlp_listnet,single_distals_asjp,performance_loss_pct,5.779893360623152,1.6430508837206923,10.004544258342907,0.0055,185
sib200_xlm-r,sib200,xlm-r,f1_score,mlp_listnet,single_distals_wiki_size,performance_loss_pct,-0.22622262264386273,-6.28230975812286,5.838422060446611,0.943,185
sib200_xlm-r,sib200,xlm-r,f1_score,mlp_listnet,single_new_gen,performance_loss_pct,10.411859328951504,5.934876069044693,15.060464708475132,0.0,185
sib200_xlm-r,sib200,xlm-r,f1_score,mlp_listnet,single_new_geo,performance_loss_pct,2.8726513930086117,-2.891305161262376,8.619286304663051,0.3255,185
sib200_xlm-r,sib200,xlm-r,f1_score,mlp_listnet,single_new_typ,performance_loss_pct,6.645177512345353,1.4034130801260656,11.901662446287988,0.0127,185
sib200_xlm-r,sib200,xlm-r,f1_score,mlp_listnet,single_script,performance_loss_pct,7.3228371959994645,0.8664659601790506,13.673583641018153,0.0253,185
sib200_xlm-r,sib200,xlm-r,f1_score,rrf_equal,single_distals_asjp,performance_loss_pct,0.4389246302791201,-3.7014897980668526,4.55463062946811,0.8269,185
sib200_xlm-r,sib200,xlm-r,f1_score,rrf_equal,single_distals_wiki_size,performance_loss_pct,-5.567191352987894,-10.576317030710415,-0.5387597040453075,0.0305,185
sib200_xlm-r,sib200,xlm-r,f1_score,rrf_equal,single_new_gen,performance_loss_pct,5.070890598607471,1.4782217544644118,8.752550443905397,0.0045,185
sib200_xlm-r,sib200,xlm-r,f1_score,rrf_equal,single_new_geo,performance_loss_pct,-2.468317337335421,-6.8124822483181235,1.7918363429304462,0.2602,185
sib200_xlm-r,sib200,xlm-r,f1_score,rrf_equal,single_new_typ,performance_loss_pct,1.3042087820013206,-3.1253402595774893,5.680558826932609,0.5625,185
sib200_xlm-r,sib200,xlm-r,f1_score,rrf_equal,single_script,performance_loss_pct,1.9818684656554315,-3.7684205090010363,7.682920890027435,0.4966,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_distals_asjp,single_distals_wiki_size,performance_loss_pct,-6.006115983267016,-11.560158067657373,-0.4887607867441608,0.0341,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_distals_asjp,single_new_gen,performance_loss_pct,4.631965968328352,1.3658117396849039,8.066955378834365,0.0046,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_distals_asjp,single_new_geo,performance_loss_pct,-2.907241967614541,-7.436517938636623,1.581857111840913,0.2077,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_distals_asjp,single_new_typ,performance_loss_pct,0.8652841517222011,-3.724925782235691,5.3723856672017085,0.7203,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_distals_asjp,single_script,performance_loss_pct,1.5429438353763123,-4.220378314755259,7.138518558948623,0.6024,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_distals_wiki_size,single_new_gen,performance_loss_pct,10.638081951595366,6.074141425656224,15.414255297599667,0.0,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_distals_wiki_size,single_new_geo,performance_loss_pct,3.098874015652474,-2.208704125787087,8.434789530668652,0.2545,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_distals_wiki_size,single_new_typ,performance_loss_pct,6.871400134989216,1.8512858396783434,11.97701637586644,0.0078,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_distals_wiki_size,single_script,performance_loss_pct,7.549059818643326,1.6484376116511115,13.404934414885556,0.0125,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_new_gen,single_new_geo,performance_loss_pct,-7.53920793594289,-11.943801933918119,-3.2979703696593217,0.0002,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_new_gen,single_new_typ,performance_loss_pct,-3.766681816606149,-7.559001934959136,-0.15489989803060114,0.0409,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_new_gen,single_script,performance_loss_pct,-3.089022132952039,-8.627355416272039,2.317931230200722,0.2672,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_new_geo,single_new_typ,performance_loss_pct,3.7725261193367405,-1.1755625025996308,8.802780404379424,0.1365,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_new_geo,single_script,performance_loss_pct,4.450185802990852,-1.562006087220415,10.289224033685306,0.1479,185
sib200_xlm-r,sib200,xlm-r,f1_score,single_new_typ,single_script,performance_loss_pct,0.6776596836541109,-5.391411687049703,6.671541066189427,0.825,185
taxi1500_mt5,taxi1500,mt5,f1_score,composite_equal,lightgbm_lambdarank,performance_loss_pct,15.824133682116083,13.948337797638041,17.732162195886612,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,composite_equal,mlp_listnet,performance_loss_pct,-0.5195007842089968,-2.524281425136861,1.3966328622695738,0.6018,762
taxi1500_mt5,taxi1500,mt5,f1_score,composite_equal,rrf_equal,performance_loss_pct,-1.1760074966780087,-2.3518004529851892,-0.01921189319380037,0.0469,762
taxi1500_mt5,taxi1500,mt5,f1_score,composite_equal,single_distals_asjp,performance_loss_pct,-20.934734223327776,-23.0170426860789,-18.795902636450194,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,composite_equal,single_distals_wiki_size,performance_loss_pct,-19.064926326269127,-20.946999885442544,-17.092673474133647,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,composite_equal,single_new_gen,performance_loss_pct,-23.732480937935748,-25.85196644633902,-21.588397856221196,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,composite_equal,single_new_geo,performance_loss_pct,-13.62929493488345,-15.525604061195908,-11.793713892657596,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,composite_equal,single_new_typ,performance_loss_pct,-19.615846373500347,-21.665600297934457,-17.591278158765157,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,composite_equal,single_script,performance_loss_pct,-15.246181069586846,-17.118534097654877,-13.323124294902897,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,lightgbm_lambdarank,mlp_listnet,performance_loss_pct,-16.343634466325078,-18.26565708513385,-14.4927513746551,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,lightgbm_lambdarank,rrf_equal,performance_loss_pct,-17.00014117879409,-18.93097969549596,-15.106519523745241,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,lightgbm_lambdarank,single_distals_asjp,performance_loss_pct,-36.758867905443864,-38.94809973375822,-34.54485925907156,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,lightgbm_lambdarank,single_distals_wiki_size,performance_loss_pct,-34.889060008385215,-36.717089020682984,-33.005833337825855,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,lightgbm_lambdarank,single_new_gen,performance_loss_pct,-39.556614620051825,-41.62709679657894,-37.473085547092985,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,lightgbm_lambdarank,single_new_geo,performance_loss_pct,-29.45342861699953,-31.656848570955088,-27.279518826535874,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,lightgbm_lambdarank,single_new_typ,performance_loss_pct,-35.43998005561643,-37.447030849131636,-33.42360742318227,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,lightgbm_lambdarank,single_script,performance_loss_pct,-31.07031475170293,-32.980596258706356,-29.175477002005824,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,mlp_listnet,rrf_equal,performance_loss_pct,-0.6565067124690118,-2.7530153997436275,1.4535151077038382,0.5385,762
taxi1500_mt5,taxi1500,mt5,f1_score,mlp_listnet,single_distals_asjp,performance_loss_pct,-20.415233439118783,-22.77037565367595,-17.985822421935914,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,mlp_listnet,single_distals_wiki_size,performance_loss_pct,-18.54542554206013,-20.795058657297872,-16.271295682141538,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,mlp_listnet,single_new_gen,performance_loss_pct,-23.212980153726747,-25.559419685019286,-20.825981246985762,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,mlp_listnet,single_new_geo,performance_loss_pct,-13.109794150674453,-15.439816264005847,-10.77378358551195,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,mlp_listnet,single_new_typ,performance_loss_pct,-19.096345589291353,-21.319415393959,-16.8240804665542,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,mlp_listnet,single_script,performance_loss_pct,-14.726680285377851,-16.926784269476087,-12.506916447691825,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,rrf_equal,single_distals_asjp,performance_loss_pct,-19.75872672664977,-21.909321216039704,-17.6004155046201,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,rrf_equal,single_distals_wiki_size,performance_loss_pct,-17.888918829591123,-19.868575077794045,-15.82177951726875,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,rrf_equal,single_new_gen,performance_loss_pct,-22.55647344125774,-24.746085420584297,-20.32270513604596,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,rrf_equal,single_new_geo,performance_loss_pct,-12.453287438205441,-14.404988679079066,-10.525515515829941,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,rrf_equal,single_new_typ,performance_loss_pct,-18.439838876822336,-20.538790442660183,-16.366720423615526,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,rrf_equal,single_script,performance_loss_pct,-14.07017357290884,-16.043420852515876,-12.072087693905706,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_distals_asjp,single_distals_wiki_size,performance_loss_pct,1.8698078970586511,0.07527150902414433,3.6719885191939876,0.0416,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_distals_asjp,single_new_gen,performance_loss_pct,-2.797746714607966,-4.520455115787243,-1.0412871341154721,0.0013,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_distals_asjp,single_new_geo,performance_loss_pct,7.3054392884443295,5.06231163045963,9.499510905643252,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_distals_asjp,single_new_typ,performance_loss_pct,1.3188878498274337,-0.6677729796816811,3.2718084492428936,0.195,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_distals_asjp,single_script,performance_loss_pct,5.688553153740931,3.8443903317183166,7.522901298661003,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_distals_wiki_size,single_new_gen,performance_loss_pct,-4.667554611666618,-6.150982043923592,-3.1908188486553026,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_distals_wiki_size,single_new_geo,performance_loss_pct,5.435631391385678,3.2341186966721787,7.581873903487836,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_distals_wiki_size,single_new_typ,performance_loss_pct,-0.5509200472312177,-2.244717443594238,1.1256720012142838,0.5108,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_distals_wiki_size,single_script,performance_loss_pct,3.81874525668228,2.54453691482489,5.0592447678700285,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_new_gen,single_new_geo,performance_loss_pct,10.103186003052297,7.7076352398959855,12.464619350561911,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_new_gen,single_new_typ,performance_loss_pct,4.116634564435399,2.450075371925942,5.7537655965807515,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_new_gen,single_script,performance_loss_pct,8.486299868348897,6.862817908492613,10.104987527874448,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_new_geo,single_new_typ,performance_loss_pct,-5.986551438616895,-8.283410535390486,-3.7033888963981267,0.0,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_new_geo,single_script,performance_loss_pct,-1.6168861347033974,-3.688827519091128,0.49011420965484065,0.1344,762
taxi1500_mt5,taxi1500,mt5,f1_score,single_new_typ,single_script,performance_loss_pct,4.369665303913497,2.5770166724909034,6.1788118099101546,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,composite_equal,lightgbm_lambdarank,performance_loss_pct,19.895547255893664,17.983616102333436,21.833282884320386,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,composite_equal,mlp_listnet,performance_loss_pct,18.157493254596687,16.19747192831512,20.12390633916615,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,composite_equal,rrf_equal,performance_loss_pct,-3.83725421135067,-5.09030699251989,-2.6181091788350415,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,composite_equal,single_distals_asjp,performance_loss_pct,-25.187753740931555,-27.276932634449707,-23.08023017369033,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,composite_equal,single_distals_wiki_size,performance_loss_pct,-32.27048522914695,-34.36995671504942,-30.16736139739328,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,composite_equal,single_new_gen,performance_loss_pct,-33.2302963742956,-35.2238517966331,-31.247201008849004,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,composite_equal,single_new_geo,performance_loss_pct,-9.291882143546367,-11.460500294298111,-7.147141415727996,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,composite_equal,single_new_typ,performance_loss_pct,-16.116813226804517,-18.5158181001727,-13.777638836532027,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,composite_equal,single_script,performance_loss_pct,-29.807209582468854,-31.98589678378019,-27.655203688226077,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,lightgbm_lambdarank,mlp_listnet,performance_loss_pct,-1.7380540012969747,-2.7758726360964467,-0.7361582586049984,0.0007,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,lightgbm_lambdarank,rrf_equal,performance_loss_pct,-23.732801467244332,-25.79057452587148,-21.72027977182352,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,lightgbm_lambdarank,single_distals_asjp,performance_loss_pct,-45.083300996825216,-47.161589491819214,-43.00688203500474,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,lightgbm_lambdarank,single_distals_wiki_size,performance_loss_pct,-52.16603248504061,-54.03660899245437,-50.258085133813005,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,lightgbm_lambdarank,single_new_gen,performance_loss_pct,-53.12584363018925,-54.982461706823166,-51.22793147274699,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,lightgbm_lambdarank,single_new_geo,performance_loss_pct,-29.18742939944003,-31.32790129671194,-27.079701984835268,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,lightgbm_lambdarank,single_new_typ,performance_loss_pct,-36.01236048269818,-38.29395253130846,-33.78550384379829,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,lightgbm_lambdarank,single_script,performance_loss_pct,-49.70275683836252,-51.64872143139479,-47.6889516678417,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,mlp_listnet,rrf_equal,performance_loss_pct,-21.99474746594736,-24.070076565378525,-19.938083225874298,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,mlp_listnet,single_distals_asjp,performance_loss_pct,-43.345246995528235,-45.49631089580891,-41.14553414085947,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,mlp_listnet,single_distals_wiki_size,performance_loss_pct,-50.42797848374364,-52.38933374750933,-48.42457324600559,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,mlp_listnet,single_new_gen,performance_loss_pct,-51.38778962889227,-53.30793931560608,-49.39626219383132,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,mlp_listnet,single_new_geo,performance_loss_pct,-27.449375398143058,-29.65192740935915,-25.235940341371705,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,mlp_listnet,single_new_typ,performance_loss_pct,-34.2743064814012,-36.64664306980846,-31.951122817736678,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,mlp_listnet,single_script,performance_loss_pct,-47.96470283706555,-49.97824182176537,-45.88428585371104,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,rrf_equal,single_distals_asjp,performance_loss_pct,-21.350499529580887,-23.424549792258436,-19.253169675200102,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,rrf_equal,single_distals_wiki_size,performance_loss_pct,-28.43323101779628,-30.577989816029884,-26.27074627770386,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,rrf_equal,single_new_gen,performance_loss_pct,-29.393042162944923,-31.41428369538123,-27.40371141194716,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,rrf_equal,single_new_geo,performance_loss_pct,-5.454627932195698,-7.608437432853257,-3.3187120966234773,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,rrf_equal,single_new_typ,performance_loss_pct,-12.279559015453845,-14.697093593826363,-9.90696440198253,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,rrf_equal,single_script,performance_loss_pct,-25.969955371118186,-28.142644166945633,-23.784258952861766,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_distals_asjp,single_distals_wiki_size,performance_loss_pct,-7.082731488215394,-8.768881422880606,-5.42501304987883,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_distals_asjp,single_new_gen,performance_loss_pct,-8.042542633364038,-9.562319389084074,-6.540148062615523,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_distals_asjp,single_new_geo,performance_loss_pct,15.89587159738519,13.809352089907096,17.99612236638698,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_distals_asjp,single_new_typ,performance_loss_pct,9.070940514127042,6.928123248593183,11.225857968704165,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_distals_asjp,single_script,performance_loss_pct,-4.619455841537301,-6.341455141268438,-2.879885724003564,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_distals_wiki_size,single_new_gen,performance_loss_pct,-0.9598111451486419,-1.9732429752773804,0.052842324341787046,0.0627,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_distals_wiki_size,single_new_geo,performance_loss_pct,22.978603085600582,20.98096689922428,24.997747938666308,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_distals_wiki_size,single_new_typ,performance_loss_pct,16.153672002342436,14.179459176910841,18.168414162609416,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_distals_wiki_size,single_script,performance_loss_pct,2.4632756466780963,1.519931887540242,3.440126713287514,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_new_gen,single_new_geo,performance_loss_pct,23.938414230749224,22.059568726371154,25.837522251560703,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_new_gen,single_new_typ,performance_loss_pct,17.113483147491078,15.24393193200388,19.00606517029126,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_new_gen,single_script,performance_loss_pct,3.423086791826738,2.2575637980709664,4.591939195851855,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_new_geo,single_new_typ,performance_loss_pct,-6.824931083258147,-9.160548103622085,-4.480615743624917,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_new_geo,single_script,performance_loss_pct,-20.515327438922487,-22.60071700062502,-18.439144016651948,0.0,762
taxi1500_xlm-r,taxi1500,xlm-r,f1_score,single_new_typ,single_script,performance_loss_pct,-13.69039635566434,-15.804071385947301,-11.615905144608682,0.0,762
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,lightgbm_lambdarank,performance_loss_pct,-0.3318661205472849,-3.9711241292367245,3.3530487572864924,0.859,9
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,mlp_listnet,performance_loss_pct,-4.806593822765574,-15.155354699248374,2.780431539245212,0.3102,9
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,rrf_equal,performance_loss_pct,1.8208487083996243,0.0,5.462546125198873,0.7004,9
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,single_distals_asjp,performance_loss_pct,-4.425021101918205,-12.286349327710989,0.0,0.0507,9
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,single_distals_wiki_size,performance_loss_pct,-2.3451178744195365,-6.2229224702510715,1.6754544393541788,0.2414,9
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,single_new_gen,performance_loss_pct,-10.991265731655144,-21.653548344216073,-1.6300832019543088,0.0191,9
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,single_new_geo,performance_loss_pct,-5.884490000860748,-13.745818226653533,-0.38736210212429967,0.049,9
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,single_new_typ,performance_loss_pct,0.7921841069171836,-3.0869533785132095,4.706100764657982,0.7208,9
tydiqa_mt5,tydiqa,mt5,f1_score,composite_equal,single_script,performance_loss_pct,-2.7437587321354564,-5.255909808156632,-0.6810684329621212,0.0121,9
tydiqa_mt5,tydiqa,mt5,f1_score,lightgbm_lambdarank,mlp_listnet,performance_loss_pct,-4.474727702218289,-13.346258269043947,0.5019975244989533,0.2689,9
tydiqa_mt5,tydiqa,mt5,f1_score,lightgbm_lambdarank,rrf_equal,performance_loss_pct,2.15271482894691,-2.8806599281990426,7.890002370797043,0.4505,9
tydiqa_mt5,tydiqa,mt5,f1_score,lightgbm_lambdarank,single_distals_asjp,performance_loss_pct,-4.093154981370919,-14.381163105934275,3.2859360765879693,0.4146,9
tydiqa_mt5,tydiqa,mt5,f1_score,lightgbm_lambdarank,single_distals_wiki_size,performance_loss_pct,-2.013251753872252,-8.05118350781138,4.1881549425493265,0.523,9
tydiqa_mt5,tydiqa,mt5,f1_score,lightgbm_lambdarank,single_new_gen,performance_loss_pct,-10.659399611107858,-19.659070932869,-3.254630292640184,0.0013,9
tydiqa_mt5,tydiqa,mt5,f1_score,lightgbm_lambdarank,single_new_geo,performance_loss_pct,-5.552623880313463,-15.70302351336037,2.0596880140938483,0.2094,9
