method,ndcg@3,performance_loss,top_1_accuracy,top_3_accuracy,n_folds,cnotc_trial_complexity,cnotc_pool_fraction,cnotc_near_oracle_coverage,cnotc_exact_best_coverage,cnotc_best_in_set_performance_loss,cnotc_calibration_size,cnotc_finite_quantile_possible,cnotc_threshold_is_infinite,budget_10_at_5_size,budget_10_at_5_pool_fraction,budget_10_at_5_near_oracle_coverage,budget_10_at_5_exact_best_coverage,budget_10_at_5_best_in_set_performance_loss
lightgbm_lambdarank,64.8602859951737,19.46787705519989,24.93438320209974,58.3989501312336,762,11.62992125984252,36.343503937007874,92.1259842519685,87.79527559055119,1.197584097046116,140.04724409448818,0.958005249343832,0.04199475065616798,10.0,31.25,90.28871391076116,84.90813648293964,1.4304782686977513
composite_equal,31.373314361068967,34.239887053701395,9.580052493438322,16.79790026246719,762,22.93175853018373,71.66174540682415,90.94488188976378,87.92650918635171,1.2227704177831369,140.04724409448818,0.958005249343832,0.04199475065616798,10.0,31.25,51.96850393700787,41.86351706036746,9.37358692474954
mlp_listnet,42.87279645185601,34.81569512455268,10.892388451443571,27.821522309711288,762,17.85695538057743,55.802985564304464,93.56955380577428,90.5511811023622,0.898553663815993,140.04724409448818,0.958005249343832,0.04199475065616798,10.0,31.25,85.95800524934383,79.39632545931758,2.110803862265883
rrf_equal,31.384576856544978,35.556160773814646,9.580052493438322,16.27296587926509,762,27.523622047244096,86.0113188976378,91.99475065616798,88.58267716535433,1.0924948463872186,140.04724409448818,0.958005249343832,0.04199475065616798,10.0,31.25,45.2755905511811,35.56430446194226,11.082726811575888
single_new_geo,24.00208114136875,47.85312632487798,6.955380577427822,14.435695538057743,762,28.954068241469816,90.48146325459318,93.30708661417323,90.81364829396325,0.9230399764799071,140.04724409448818,0.958005249343832,0.04199475065616798,10.0,31.25,48.031496062992126,39.37007874015748,11.126279469985631
single_script,26.936577650766196,49.48530472384072,2.6246719160104988,22.440944881889763,762,18.28215223097113,57.131725721784775,93.1758530183727,89.23884514435696,0.9677464105734106,140.04724409448818,0.958005249343832,0.04199475065616798,10.0,31.25,50.0,39.23884514435695,9.174041760908956
single_distals_wiki_size,19.36999624588049,53.018209173513384,2.8871391076115485,12.992125984251967,762,30.992125984251967,96.8503937007874,92.51968503937007,89.89501312335958,1.0834089021215643,140.04724409448818,0.958005249343832,0.04199475065616798,10.0,31.25,48.818897637795274,38.582677165354326,9.725367539325749
single_new_typ,15.850786022117902,53.2012076284609,2.8871391076115485,5.511811023622047,762,28.167979002624673,88.02493438320211,93.04461942257218,91.0761154855643,1.0117410131796079,140.04724409448818,0.958005249343832,0.04199475065616798,10.0,31.25,37.13910761154855,26.77165354330709,12.682882815245089
single_distals_asjp,17.534943173689474,55.20525469506139,3.674540682414698,9.84251968503937,762,28.87270341207349,90.22719816272966,92.51968503937007,89.10761154855643,1.2166927977258661,140.04724409448818,0.958005249343832,0.04199475065616798,10.0,31.25,38.582677165354326,28.346456692913385,14.179895648557125
single_new_gen,10.60215096536018,58.279273016084574,2.2309711286089238,5.6430446194225725,762,24.249343832020998,75.77919947506561,95.40682414698163,92.25721784776903,0.6559980067730226,140.04724409448818,0.958005249343832,0.04199475065616798,10.0,31.25,46.3254593175853,36.351706036745405,10.718111422223238
