method,hrl->hrl,hrl->mrl,hrl->lrl,mrl->hrl,mrl->mrl,mrl->lrl,lrl->hrl,lrl->mrl,lrl->lrl,*->hrl,*->mrl,*->lrl
single_new_gen,2.0986621950904922,,61.461088201266676,,23.73653985372156,50.363839649883715,,,,2.0986621950904922,23.73653985372156,59.971320587519386
single_new_typ,2.0986621950904922,,26.57091134659791,,23.73653985372156,55.66709988631908,,,,2.0986621950904922,23.73653985372156,54.67065507331493
single_new_geo,2.0986621950904922,,17.010870398759312,,23.73653985372156,57.593894417988814,,,,2.0986621950904922,23.73653985372156,49.088137329027006
single_script,0.0,,32.35995533706401,39.056626287893614,15.296454000161312,51.15315046811142,,,,26.037750858595743,15.296454000161312,50.89570943891899
single_distals_asjp,2.0986621950904922,,62.56901106904898,,23.73653985372156,54.64617740150452,,,,2.0986621950904922,23.73653985372156,56.76255077845133
single_distals_wiki_size,2.0986621950904922,,10.69614715390984,,23.73653985372156,54.53969442207954,,,,2.0986621950904922,23.73653985372156,54.479634768287525
composite_equal,2.0986621950904922,,24.580974612401793,,23.73653985372156,40.43949878645211,,,,2.0986621950904922,23.73653985372156,34.87815332267556
rrf_equal,2.0986621950904922,,24.41965612595358,,23.73653985372156,42.15621367899946,,,,2.0986621950904922,23.73653985372156,36.252126712711586
lightgbm_lambdarank,2.0986621950904922,,17.946388137832518,,23.73653985372156,19.886488253961293,,,,2.0986621950904922,23.73653985372156,19.45860315985618
mlp_listnet,2.0986621950904922,,20.596178276581227,,23.73653985372156,39.458344133590856,,,,2.0986621950904922,23.73653985372156,35.479202295262795
