dataset,task,model,model_name,metric,metric_name,method_a,method_b,outcome,mean_difference_a_minus_b,ci_lower,ci_upper,bootstrap_p_value,n_paired_units,outcome_name,comparison_family,difference_definition,negative_difference_favours,positive_difference_favours,holm_p_value,cross_task_comparability
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,ASJP,Always English,performance_loss_pct,-4.067180743977999,-6.807164663541159,-1.1985368601590374,0.0066996650167491624,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Always English,0.32828358582070893,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,ASJP,Composite-Equal,performance_loss_pct,-0.08448733377175326,-3.0910115353274135,2.9069465659740943,0.9542522873856307,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-Equal,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,ASJP,Composite-RRF,performance_loss_pct,0.5786657568019928,-2.351285034320424,3.5738780414912843,0.7098645067746613,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,ASJP,Genetic,performance_loss_pct,-1.5996560176196568,-4.2212159940867195,1.0254863129092087,0.22698865056747164,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Genetic,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,ASJP,Geographic,performance_loss_pct,1.071979469547878,-1.898411740903546,4.041168849749726,0.4840757962101895,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Geographic,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,ASJP,LightGBM,performance_loss_pct,-0.4388331607353131,-2.9902665843955036,2.1319422034561897,0.7295635218239088,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,ASJP,MLP,performance_loss_pct,0.3711926039689445,-1.9168849887240607,2.5676806746547824,0.7451627418629069,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,MLP,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,ASJP,Script,performance_loss_pct,2.806404010958141,-0.21472862263411296,5.900538751497236,0.0703964801759912,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,ASJP,Typological,performance_loss_pct,-1.5573397225948484,-4.8822521396769005,1.6547318050632311,0.3502824858757062,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,ASJP,Wikipedia size,performance_loss_pct,-2.537339796377204,-6.465211309563242,1.3803862292627431,0.20198990050497476,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Composite-Equal,performance_loss_pct,3.982693410206245,1.0086368855383823,6.874299141275177,0.010299485025748713,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Composite-Equal,0.4943752812359382,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Composite-RRF,performance_loss_pct,4.645846500779992,1.7735153906808798,7.468756466335768,0.002599870006499675,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Composite-RRF,0.1351932403379831,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Genetic,performance_loss_pct,2.467524726358342,-0.5951097459179663,5.408013135819501,0.111994400279986,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Genetic,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Geographic,performance_loss_pct,5.1391602135258765,2.7677723022614384,7.395334865583666,0.0002999850007499625,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Geographic,0.016199190040497975,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,LightGBM,performance_loss_pct,3.628347583242686,0.5061892470989363,6.596611432519715,0.02129893505324734,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,LightGBM,0.9797510124493776,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,MLP,performance_loss_pct,4.438373347946943,1.4689250261185816,7.222090075277442,0.0042997850107494625,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,MLP,0.21498925053747311,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Script,performance_loss_pct,6.8735847549361395,4.483641131692874,9.091032059447125,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Script,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Typological,performance_loss_pct,2.5098410213831492,-0.27481626853507723,5.167692748830701,0.07349632518374082,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Always English,Wikipedia size,performance_loss_pct,1.529840947600795,-1.303213973990382,4.218884813745921,0.28418579071046446,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Composite-RRF,performance_loss_pct,0.6631530905737464,-1.358862053505374,2.8814215540406347,0.5467726613669317,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Genetic,performance_loss_pct,-1.515168683847903,-4.671697702160146,1.6766654611620442,0.343682815859207,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Genetic,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Geographic,performance_loss_pct,1.156466803319631,-2.099964512037917,4.494733681502862,0.49397530123493827,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Geographic,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,LightGBM,performance_loss_pct,-0.35434582696355976,-3.501366686400521,2.857637078416468,0.8259587020648967,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,MLP,performance_loss_pct,0.45567993774069804,-2.222237887869106,3.066679637040199,0.7341632918354082,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,MLP,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Script,performance_loss_pct,2.8908913447298947,-0.2728151407229141,6.140132916458952,0.07489625518724063,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Typological,performance_loss_pct,-1.4728523888230958,-4.977804269672195,2.0394587462680613,0.4087795610219489,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-Equal,Wikipedia size,performance_loss_pct,-2.45285246260545,-6.227587864054084,1.3712688677134783,0.2087895605219739,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Genetic,performance_loss_pct,-2.1783217744216503,-5.360644016790751,0.9543020422327773,0.16869156542172892,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Genetic,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Geographic,performance_loss_pct,0.4933137127458844,-2.3199963698073294,3.305660181722789,0.7354632268386581,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Geographic,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,LightGBM,performance_loss_pct,-1.0174989175373061,-4.04996439748568,1.89433672683132,0.5074746262686866,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,MLP,performance_loss_pct,-0.20747315283304849,-2.865357128942929,2.3119270356396644,0.8864556772161392,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,MLP,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Script,performance_loss_pct,2.2277382541561472,-1.020778673865135,5.451553843073632,0.1830908454577271,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Typological,performance_loss_pct,-2.1360054793968426,-5.493202194495367,1.2246419626488885,0.2152892355382231,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Wikipedia size,performance_loss_pct,-3.116005553179197,-6.886348034930445,0.6092637626702609,0.10309484525773711,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,Geographic,performance_loss_pct,2.671635487167534,-0.5798520277319952,5.9577702022689065,0.10609469526523674,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Geographic,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,LightGBM,performance_loss_pct,1.1608228568843437,-1.0873114058247202,3.4800169850370293,0.3109844507774611,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,MLP,performance_loss_pct,1.9708486215886014,-0.5725853242836525,4.486057610007352,0.12449377531123444,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,MLP,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,Script,performance_loss_pct,4.406060028577797,1.4520365041385315,7.44214410335944,0.0030998450077496125,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Script,0.15809209539523023,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,Typological,performance_loss_pct,0.04231629502480796,-3.507104919891876,3.595803765115376,0.9704514774261287,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Genetic,Wikipedia size,performance_loss_pct,-0.9376837787575467,-4.795486478282399,2.977845871167696,0.6372681365931704,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Geographic,LightGBM,performance_loss_pct,-1.5108126302831908,-4.865797968541503,1.8279504580073513,0.3823808809559522,185,PL (%),All methods within held-out task,method_a minus method_b,Geographic,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Geographic,MLP,performance_loss_pct,-0.7007868655789332,-3.8021286848979785,2.3014834409285494,0.6551672416379181,185,PL (%),All methods within held-out task,method_a minus method_b,Geographic,MLP,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Geographic,Script,performance_loss_pct,1.7344245414102635,-1.109561787799777,4.577223286100527,0.22698865056747164,185,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Geographic,Typological,performance_loss_pct,-2.629319192142727,-5.840560193970274,0.545607373077612,0.10779461026948653,185,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Geographic,Wikipedia size,performance_loss_pct,-3.609319265925081,-7.23725621713311,0.029686536585175043,0.05209739513024349,185,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,LightGBM,MLP,performance_loss_pct,0.8100257647042576,-1.9210980620015716,3.5343487849280324,0.5584720763961802,185,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,MLP,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,LightGBM,Script,performance_loss_pct,3.245237171693454,-0.07525764429406562,6.647630461827928,0.05649717514124294,185,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,LightGBM,Typological,performance_loss_pct,-1.1185065618595356,-4.505001675988567,2.204864146036216,0.519774011299435,185,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,LightGBM,Wikipedia size,performance_loss_pct,-2.0985066356418907,-6.128207051094199,1.919724280489418,0.30208489575521225,185,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,MLP,Script,performance_loss_pct,2.435211406989197,-0.4876497837276845,5.429824001924545,0.10359482025898704,185,PL (%),All methods within held-out task,method_a minus method_b,MLP,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,MLP,Typological,performance_loss_pct,-1.9285323265637935,-5.324628105261387,1.4370102671758742,0.26038698065096744,185,PL (%),All methods within held-out task,method_a minus method_b,MLP,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,MLP,Wikipedia size,performance_loss_pct,-2.908532400346148,-6.69585951112737,0.9712783985796151,0.1383930803459827,185,PL (%),All methods within held-out task,method_a minus method_b,MLP,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Script,Typological,performance_loss_pct,-4.36374373355299,-7.719787669265812,-0.9749242218638674,0.011699415029248537,185,PL (%),All methods within held-out task,method_a minus method_b,Script,Typological,0.5498725063746812,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Script,Wikipedia size,performance_loss_pct,-5.343743807335344,-8.554507155796129,-2.1224403291765963,0.0012999350032498376,185,PL (%),All methods within held-out task,method_a minus method_b,Script,Wikipedia size,0.06889655517224139,scale-free; suitable for cross-task aggregation
sib200_mt5,sib200,mt5,mT5,f1_score,F1/LAS,Typological,Wikipedia size,performance_loss_pct,-0.9800000737823552,-4.773431179211757,2.8362067396316237,0.6209689515524224,185,PL (%),All methods within held-out task,method_a minus method_b,Typological,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Always English,performance_loss_pct,15.518605759820678,11.441181897124178,19.71778760211091,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Always English,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Composite-Equal,performance_loss_pct,0.6087603837494328,-3.285910239694156,4.497093806440886,0.7633618319084046,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-Equal,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Composite-RRF,performance_loss_pct,-0.4389246302791201,-4.506765906998325,3.655867909478718,0.8355582220888955,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Genetic,performance_loss_pct,4.631965968328352,1.3691007633811452,8.072481480666761,0.004599770011499425,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Genetic,0.18859057047147643,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Geographic,performance_loss_pct,-2.907241967614541,-7.496919498639541,1.635332809559123,0.20778961051947403,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Geographic,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,LightGBM,performance_loss_pct,2.036418044393433,-1.5345155062823936,5.71820468949467,0.26678666066696666,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,MLP,performance_loss_pct,2.8200694440621583,-0.37674338663558965,6.156444944490031,0.08659567021648917,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,MLP,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Script,performance_loss_pct,1.5429438353763123,-4.260739874419292,7.249095961121444,0.6046697665116744,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Typological,performance_loss_pct,0.8652841517222011,-3.704009048277612,5.438364220228725,0.7149642517874106,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Wikipedia size,performance_loss_pct,-6.006115983267016,-11.686638717886375,-0.4805178776866253,0.03329833508324584,185,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Composite-Equal,performance_loss_pct,-14.909845376071246,-18.920945161621773,-10.998760290821213,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Composite-Equal,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Composite-RRF,performance_loss_pct,-15.957530390099798,-20.052364735593184,-11.961417940635428,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Composite-RRF,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Genetic,performance_loss_pct,-10.886639791492325,-14.462185651152828,-7.517372359920119,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Genetic,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Geographic,performance_loss_pct,-18.425847727435215,-22.877150146069667,-14.026063906103762,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Geographic,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,LightGBM,performance_loss_pct,-13.482187715427244,-17.444974066451042,-9.676030145009912,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,LightGBM,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,MLP,performance_loss_pct,-12.698536315758517,-16.588790671696813,-8.952156537220983,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,MLP,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Script,performance_loss_pct,-13.975661924444363,-18.247214172485993,-9.992634452449979,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Script,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Typological,performance_loss_pct,-14.653321608098477,-18.643757779894937,-10.77223890119633,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Typological,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Wikipedia size,performance_loss_pct,-21.524721743087696,-25.94570388404039,-17.269137920460608,9.99950002499875e-05,185,PL (%),All methods within held-out task,method_a minus method_b,Always English,Wikipedia size,0.005499725013749312,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Composite-RRF,performance_loss_pct,-1.0476850140285525,-3.383025485517506,1.3435726211589842,0.3861806909654517,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Genetic,performance_loss_pct,4.0232055845789185,0.7123862777182223,7.5100566280145085,0.015499225038748062,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Genetic,0.5579721013949303,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Geographic,performance_loss_pct,-3.5160023513639733,-7.954551634722845,0.8245827996196026,0.1143942802859857,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Geographic,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,LightGBM,performance_loss_pct,1.4276576606440008,-1.3574221450113177,4.277152974243726,0.31488425578721063,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,MLP,performance_loss_pct,2.211309060312726,-0.7738551170204986,5.2518684208265665,0.15099245037748113,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,MLP,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Script,performance_loss_pct,0.9341834516268797,-4.726228858896071,6.529958127085209,0.7465626718664067,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Typological,performance_loss_pct,0.2565237679727685,-4.100882764108065,4.563900860552461,0.9098545072746362,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Wikipedia size,performance_loss_pct,-6.614876367016447,-11.903394387450364,-1.349678486592323,0.015499225038748062,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Wikipedia size,0.5579721013949303,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Genetic,performance_loss_pct,5.070890598607471,1.5452064116665003,8.750393616503928,0.005299735013249337,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Genetic,0.2119894005299735,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Geographic,performance_loss_pct,-2.468317337335421,-6.771353699071886,1.7232029010226302,0.2551872406379681,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Geographic,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,LightGBM,performance_loss_pct,2.4753426746725533,-0.39826038938123026,5.421930662784392,0.09459527023648817,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,MLP,performance_loss_pct,3.2589940743412784,0.4413098135953641,6.155879765276697,0.020998950052497377,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,MLP,0.6929653517324135,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Script,performance_loss_pct,1.9818684656554315,-3.7320807128990117,7.580657760430877,0.5036748162591871,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Script,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Typological,performance_loss_pct,1.3042087820013206,-3.107033453500272,5.670417515269349,0.575771211439428,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Typological,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Wikipedia size,performance_loss_pct,-5.567191352987894,-10.626892124796916,-0.6161919409174456,0.027898605069746514,185,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Wikipedia size,0.8927553622318884,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,Geographic,performance_loss_pct,-7.53920793594289,-11.899980078945148,-3.2753151759258627,0.0004999750012499375,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Geographic,0.021998900054997248,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,LightGBM,performance_loss_pct,-2.5955479239349177,-5.69442146617727,0.4761577526400136,0.09819509024548773,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,LightGBM,1.0,scale-free; suitable for cross-task aggregation
sib200_xlm-r,sib200,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,MLP,performance_loss_pct,-1.8118965242661924,-5.1195979808891465,1.4565011242575103,0.2865856707164642,185,PL (%),All methods within held-out task,method_a minus method_b,Genetic,MLP,1.0,scale-free; suitable for cross-task aggregation
