dataset,task,model,model_name,metric,metric_name,method_a,method_b,outcome,mean_difference_a_minus_b,ci_lower,ci_upper,bootstrap_p_value,n_paired_units,outcome_name,comparison_family,difference_definition,negative_difference_favours,positive_difference_favours,holm_p_value,cross_task_comparability
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Script,performance_loss_pct,-14.344381354760454,-19.306588367491045,-9.25533530426713,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Script,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Typological,performance_loss_pct,-9.458470936955155,-13.955920448740471,-4.90252962506808,0.0002999850007499625,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Typological,0.010499475026248687,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Composite-RRF,Wikipedia size,performance_loss_pct,-18.232492400271394,-23.43563328171343,-13.049275090011676,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Wikipedia size,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,Geographic,performance_loss_pct,-8.276494260992363,-13.298028444324585,-3.240910903475017,0.001399930003499825,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Geographic,0.04339783010849457,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,LightGBM,performance_loss_pct,1.91560325935277,-1.8691211390196611,5.755326436567127,0.3303834808259587,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,LightGBM,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,MLP,performance_loss_pct,4.331866577699058,0.1773037460209747,8.620555050746,0.04169791510424479,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,MLP,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,Script,performance_loss_pct,-9.585300673917423,-14.749245044728678,-4.384495604697483,0.00039998000099995,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Script,0.013599320033998299,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,Typological,performance_loss_pct,-4.699390256112124,-9.633060778707845,0.22881047985766942,0.062096895155242235,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Genetic,Wikipedia size,performance_loss_pct,-13.473411719428364,-18.991654279918468,-8.029437636878443,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Wikipedia size,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Geographic,LightGBM,performance_loss_pct,10.192097520345134,5.31266171134806,15.026434462169453,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,LightGBM,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Geographic,MLP,performance_loss_pct,12.608360838691423,8.116769588483361,17.066381325426534,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,MLP,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Geographic,Script,performance_loss_pct,-1.3088064129250583,-6.491921609426482,3.8704916266253764,0.6171691415429229,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Script,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Geographic,Typological,performance_loss_pct,3.5771040048802405,-1.7087232172194848,8.815609455963676,0.184090795460227,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Geographic,Wikipedia size,performance_loss_pct,-5.1969174584359985,-10.423629263325811,-0.13278188840373578,0.04519774011299435,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,LightGBM,MLP,performance_loss_pct,2.4162633183462887,-0.7218257968096662,5.537439464063701,0.1231938403079846,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,MLP,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,LightGBM,Script,performance_loss_pct,-11.500903933270191,-16.31537350625796,-6.539692075196201,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Script,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,LightGBM,Typological,performance_loss_pct,-6.614993515464894,-11.042501501540741,-2.1875982891964565,0.0036998150092495377,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Typological,0.1072946352682366,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,LightGBM,Wikipedia size,performance_loss_pct,-15.389014978781134,-20.784477539321536,-10.065339435156561,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Wikipedia size,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,MLP,Script,performance_loss_pct,-13.917167251616481,-18.779822467963584,-9.099504613939953,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Script,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,MLP,Typological,performance_loss_pct,-9.031256833811183,-13.397241728084259,-4.7365008845344745,0.000199990000499975,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Typological,0.0071996400179991,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,MLP,Wikipedia size,performance_loss_pct,-17.80527829712742,-23.1766832572209,-12.521462138071332,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Wikipedia size,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Script,Typological,performance_loss_pct,4.8859104178053,-0.256078222455057,10.167626490889672,0.06569671516424179,147,PL (%),All methods within held-out task,method_a minus method_b,Script,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Script,Wikipedia size,performance_loss_pct,-3.8881110455109393,-9.185644571244174,1.288161684615025,0.13509324533773312,147,PL (%),All methods within held-out task,method_a minus method_b,Script,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
ud_pos_mt5,ud_pos,mt5,mT5,f1_score,F1/LAS,Typological,Wikipedia size,performance_loss_pct,-8.774021463316238,-13.70491147561413,-3.9185425308274495,0.0004999750012499375,147,PL (%),All methods within held-out task,method_a minus method_b,Typological,Wikipedia size,0.016499175041247937,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Always English,performance_loss_pct,-5.1982794797241265,-9.12132248334776,-1.1857097522840427,0.012099395030248488,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Always English,0.26678666066696666,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Composite-Equal,performance_loss_pct,3.883473626955793,0.7627491231102462,7.1217363727730625,0.014899255037248137,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-Equal,0.29798510074496276,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Composite-RRF,performance_loss_pct,4.573692759815146,1.3141328674045745,7.962104839524213,0.0039998000099995,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-RRF,0.103994800259987,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Genetic,performance_loss_pct,-2.547424837110894,-5.407935397030223,0.3739292579103661,0.09029548522573871,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Genetic,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Geographic,performance_loss_pct,-7.260886168248251,-11.355774647000077,-3.0881365797761013,0.0008999550022498875,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Geographic,0.024298785060746963,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,LightGBM,performance_loss_pct,8.222399160818444,5.117939859150292,11.517155844617353,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,LightGBM,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,MLP,performance_loss_pct,2.838800377622496,0.3101536897153925,5.538021124872757,0.026498675066246688,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,MLP,0.5034748262586871,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Script,performance_loss_pct,-7.719929548478439,-12.013402594767618,-3.2316400093342175,0.0007999600019999,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Script,0.0223988800559972,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Typological,performance_loss_pct,-4.692402797306619,-8.852586672192258,-0.5443364906758812,0.026598670066496674,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Typological,0.5034748262586871,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,ASJP,Wikipedia size,performance_loss_pct,-9.122774128588578,-13.451247507250898,-4.699495114163168,0.000199990000499975,147,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Wikipedia size,0.006999650017499125,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Composite-Equal,performance_loss_pct,9.08175310667992,4.97285332891732,13.092536855021232,0.000199990000499975,147,PL (%),All methods within held-out task,method_a minus method_b,Always English,Composite-Equal,0.006999650017499125,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Composite-RRF,performance_loss_pct,9.771972239539272,5.9286353426468335,13.553176763712537,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Always English,Composite-RRF,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Genetic,performance_loss_pct,2.6508546426132322,-1.5046215471167037,6.724773391156155,0.21078946052697364,147,PL (%),All methods within held-out task,method_a minus method_b,Always English,Genetic,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Geographic,performance_loss_pct,-2.0626066885241237,-6.44528875640477,2.1290321062241224,0.33948302584870754,147,PL (%),All methods within held-out task,method_a minus method_b,Always English,Geographic,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Always English,LightGBM,performance_loss_pct,13.420678640542572,10.021808817266812,16.82672040811325,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Always English,LightGBM,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Always English,MLP,performance_loss_pct,8.037079857346624,4.203152328090533,11.820850596696662,0.00039998000099995,147,PL (%),All methods within held-out task,method_a minus method_b,Always English,MLP,0.01239938003099845,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Script,performance_loss_pct,-2.521650068754312,-6.029393698873989,0.9682004060757744,0.16009199540022997,147,PL (%),All methods within held-out task,method_a minus method_b,Always English,Script,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Typological,performance_loss_pct,0.505876682417507,-3.292707233220991,4.282415579347804,0.7862606869656518,147,PL (%),All methods within held-out task,method_a minus method_b,Always English,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Always English,Wikipedia size,performance_loss_pct,-3.92449464886445,-8.055614878690015,0.1843792708137691,0.06199690015499225,147,PL (%),All methods within held-out task,method_a minus method_b,Always English,Wikipedia size,0.9299535023248837,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Composite-RRF,performance_loss_pct,0.6902191328593524,-1.487961581803205,2.887328747245667,0.5415729213539323,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Genetic,performance_loss_pct,-6.430898464066687,-9.413527266970513,-3.5409947041258456,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Genetic,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Geographic,performance_loss_pct,-11.144359795204043,-15.089450407847064,-7.289887334205707,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Geographic,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,LightGBM,performance_loss_pct,4.33892553386265,1.2779306744861985,7.419120797635653,0.006599670016499175,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,LightGBM,0.15839208039598018,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,MLP,performance_loss_pct,-1.0446732493332975,-3.636796137218763,1.477224483806827,0.4265786710664467,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,MLP,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Script,performance_loss_pct,-11.603403175434233,-15.46208668614127,-7.6824932621504995,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Script,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Typological,performance_loss_pct,-8.575876424262413,-12.677157594169943,-4.370414441402034,0.000199990000499975,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Typological,0.006999650017499125,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-Equal,Wikipedia size,performance_loss_pct,-13.00624775554437,-16.65813423499164,-9.363186113904803,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-Equal,Wikipedia size,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Genetic,performance_loss_pct,-7.12111759692604,-10.231174258670947,-4.036126756493608,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Genetic,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Geographic,performance_loss_pct,-11.834578928063396,-15.787665861659818,-7.8931242324367235,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Geographic,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,LightGBM,performance_loss_pct,3.6487064010032983,0.8748848103523846,6.4783577888492205,0.01159942002899855,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,LightGBM,0.26678666066696666,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,MLP,performance_loss_pct,-1.7348923821926499,-4.610076064049725,0.9925673461783963,0.21788910554472277,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,MLP,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Script,performance_loss_pct,-12.293622308293585,-15.980510853960967,-8.559841780469615,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Script,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Typological,performance_loss_pct,-9.266095557121766,-13.339050722913191,-5.220547003318539,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Typological,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Composite-RRF,Wikipedia size,performance_loss_pct,-13.696466888403723,-17.43646938351184,-9.966519982180591,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Composite-RRF,Wikipedia size,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,Geographic,performance_loss_pct,-4.713461331137356,-9.182786114723987,-0.3205893112032594,0.03509824508774561,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Geographic,0.5966701664916754,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,LightGBM,performance_loss_pct,10.769823997929336,7.686278397797627,13.93259345587079,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,LightGBM,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,MLP,performance_loss_pct,5.38622521473339,2.2988635217977227,8.462074315673863,0.0004999750012499375,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,MLP,0.014999250037498125,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,Script,performance_loss_pct,-5.172504711367545,-9.204776476331197,-1.0106900737135547,0.013699315034248288,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Script,0.287685615719214,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,Typological,performance_loss_pct,-2.1449779601957255,-6.680973547476186,2.3942887713528274,0.36678166091695413,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Genetic,Wikipedia size,performance_loss_pct,-6.575349291477684,-11.151316266811833,-2.0261157974751463,0.0042997850107494625,147,PL (%),All methods within held-out task,method_a minus method_b,Genetic,Wikipedia size,0.10749462526873656,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,LightGBM,performance_loss_pct,15.483285329066694,11.87891676095367,19.221761699603103,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,LightGBM,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,MLP,performance_loss_pct,10.099686545870746,6.135917986769927,14.072700057831405,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,MLP,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,Script,performance_loss_pct,-0.45904338023019,-4.392370818769822,3.5111687826388165,0.8264586770661467,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Script,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,Typological,performance_loss_pct,2.56848337094163,-1.8569762192798773,7.011803825601228,0.2578871056447178,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,Wikipedia size,performance_loss_pct,-1.8618879603403282,-6.027447305517381,2.33337893727575,0.3793810309484526,147,PL (%),All methods within held-out task,method_a minus method_b,Geographic,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,MLP,performance_loss_pct,-5.383598783195948,-8.635143997975115,-2.3714213000528326,0.000599970001499925,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,MLP,0.017399130043497826,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,Script,performance_loss_pct,-15.942328709296884,-19.67458021380574,-12.135063720354815,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Script,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,Typological,performance_loss_pct,-12.914801958125063,-16.813416659237586,-9.061839240326812,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Typological,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,Wikipedia size,performance_loss_pct,-17.34517328940702,-21.45929362368621,-13.211202613684616,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,LightGBM,Wikipedia size,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,MLP,Script,performance_loss_pct,-10.558729926100936,-14.453308235661446,-6.481358145504055,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Script,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,MLP,Typological,performance_loss_pct,-7.531203174929116,-11.67544437039272,-3.334056799616137,0.0002999850007499625,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Typological,0.0095995200239988,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,MLP,Wikipedia size,performance_loss_pct,-11.961574506211074,-15.924016674986065,-7.93507479064749,9.99950002499875e-05,147,PL (%),All methods within held-out task,method_a minus method_b,MLP,Wikipedia size,0.005499725013749312,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Script,Typological,performance_loss_pct,3.0275267511718194,-1.3870720565587482,7.515164087541545,0.1823908804559772,147,PL (%),All methods within held-out task,method_a minus method_b,Script,Typological,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Script,Wikipedia size,performance_loss_pct,-1.4028445801101384,-5.523245462274048,2.6956208335813634,0.4935753212339383,147,PL (%),All methods within held-out task,method_a minus method_b,Script,Wikipedia size,1.0,scale-free; suitable for cross-task aggregation
ud_pos_xlm-r,ud_pos,xlm-r,XLM-R,f1_score,F1/LAS,Typological,Wikipedia size,performance_loss_pct,-4.4303713312819575,-8.577291135694951,-0.23979484802286086,0.0375981200939953,147,PL (%),All methods within held-out task,method_a minus method_b,Typological,Wikipedia size,0.6015699215039249,scale-free; suitable for cross-task aggregation
wikiann_mt5,wikiann,mt5,mT5,f1_score,F1/LAS,ASJP,Always English,performance_loss_pct,0.479228186356449,-2.061908269068025,3.149152866956063,0.7229638518074096,144,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Always English,1.0,scale-free; suitable for cross-task aggregation
wikiann_mt5,wikiann,mt5,mT5,f1_score,F1/LAS,ASJP,Composite-Equal,performance_loss_pct,2.280080376841929,0.6957853076964665,4.0139292084389915,0.0030998450077496125,144,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-Equal,0.151892405379731,scale-free; suitable for cross-task aggregation
wikiann_mt5,wikiann,mt5,mT5,f1_score,F1/LAS,ASJP,Composite-RRF,performance_loss_pct,1.5659060135226595,-0.28390524753430896,3.532702049464626,0.10109494525273736,144,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
wikiann_mt5,wikiann,mt5,mT5,f1_score,F1/LAS,ASJP,Genetic,performance_loss_pct,-1.1250467650010025,-2.9355946276650733,0.7573506450473577,0.2358882055897205,144,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Genetic,1.0,scale-free; suitable for cross-task aggregation
wikiann_mt5,wikiann,mt5,mT5,f1_score,F1/LAS,ASJP,Geographic,performance_loss_pct,1.449939032093513,-0.751178617531427,3.7588197668651175,0.20598970051497426,144,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Geographic,1.0,scale-free; suitable for cross-task aggregation
wikiann_mt5,wikiann,mt5,mT5,f1_score,F1/LAS,ASJP,LightGBM,performance_loss_pct,2.084810089382336,0.2720324467098204,4.079368129030646,0.02199890005499725,144,PL (%),All methods within held-out task,method_a minus method_b,ASJP,LightGBM,0.9679516024198791,scale-free; suitable for cross-task aggregation
wikiann_mt5,wikiann,mt5,mT5,f1_score,F1/LAS,ASJP,MLP,performance_loss_pct,1.7126293499646232,0.167207013871315,3.4038277542702646,0.02839858007099645,144,PL (%),All methods within held-out task,method_a minus method_b,ASJP,MLP,1.0,scale-free; suitable for cross-task aggregation
wikiann_mt5,wikiann,mt5,mT5,f1_score,F1/LAS,ASJP,Script,performance_loss_pct,-0.04838136819442224,-2.1811631006362413,2.1886813376798604,0.944652767361632,144,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Script,1.0,scale-free; suitable for cross-task aggregation
wikiann_mt5,wikiann,mt5,mT5,f1_score,F1/LAS,ASJP,Typological,performance_loss_pct,3.06533899084422,0.8397778874033264,5.411420381537432,0.005699715014249288,144,PL (%),All methods within held-out task,method_a minus method_b,ASJP,Typological,0.2678866056697165,scale-free; suitable for cross-task aggregation
