model,method_type,n_cells_hrl,n_cells_mrl,n_cells_lrl,pl_hrl,pl_mrl,pl_lrl,raw_gap_hrl,raw_gap_mrl,raw_gap_lrl,pl_mrl_minus_hrl,pl_lrl_minus_hrl,raw_gap_mrl_minus_hrl,raw_gap_lrl_minus_hrl
mT5,Composite,7,7,7,12.796836176475312,18.590718256593423,23.516190715896936,7.367529908611855,9.971753192950898,8.526240519573603,5.793882080118111,10.719354539421625,2.6042232843390423,1.158710610961748
mT5,English,7,7,7,8.603299734562588,13.023810609876646,28.50645471193467,4.116348095829502,7.80599519165498,10.551042968042037,4.420510875314058,19.903154977372083,3.689647095825478,6.4346948722125346
mT5,Individual,7,7,7,18.40620941895104,22.335120655371448,30.02899824321716,10.705196018429064,11.935537168623865,11.004454976202497,3.928911236420408,11.62278882426612,1.2303411501948016,0.2992589577734339
mT5,Trained,7,7,7,17.521180791269654,19.50106728678579,28.637212652177162,9.726924950238558,10.753685275796053,11.327977787211973,1.979886495516137,11.116031860907508,1.026760325557495,1.6010528369734143
XLM-R,Composite,8,8,8,13.576911779239405,15.503359700274506,25.631710873213365,6.822222928057862,7.91980806498105,9.770766611941934,1.926447921035102,12.05479909397396,1.097585136923188,2.948543683884072
XLM-R,English,8,8,8,14.122714316976328,15.236607820962442,31.309449800084643,6.001614319015809,8.22271258855844,11.756303376911426,1.1138935039861142,17.186735483108315,2.2210982695426313,5.754689057895616
XLM-R,Individual,8,8,8,21.383787884550046,19.782309815768095,30.462833422213116,11.134556307715778,11.294166177241987,11.453021880060522,-1.601478068781951,9.07904553766307,0.15960986952620893,0.3184655723447438
XLM-R,Trained,8,8,8,14.5546410767559,14.81220212296947,26.301656956799803,6.631775174791041,7.783933935178113,9.697177647556405,0.2575610462135707,11.747015880043904,1.1521587603870715,3.0654024727653635
