model,model_name,comparison,method_a,method_b,outcome,mean_difference_a_minus_b,ci_lower,ci_upper,bootstrap_p_value,n_setups,n_paired_units,min_units_per_setup,median_units_per_setup,max_units_per_setup,setup_weighting,setup_definition,included_setups,outcome_name,comparison_family,difference_definition,negative_difference_favours,positive_difference_favours,holm_p_value,cross_task_comparability
xlm-r,XLM-R,ASJP - LightGBM,ASJP,LightGBM,performance_loss_pct,4.846877987752216,2.639585850999292,7.427768460126724,9.99950002499875e-05,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,ASJP,LightGBM,0.005499725013749312,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,ASJP - MLP,ASJP,MLP,performance_loss_pct,4.05343093452899,1.3777795697191977,7.966782305339344,0.000199990000499975,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,ASJP,MLP,0.010199490025498725,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,ASJP - Script,ASJP,Script,performance_loss_pct,-3.3508540598462053,-7.912183501235737,0.49646652895568505,0.09409529523523824,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,ASJP,Script,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,ASJP - Typological,ASJP,Typological,performance_loss_pct,2.224339587920554,-2.0108791750105506,6.887870154008962,0.335883205839708,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,ASJP,Typological,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,ASJP - Wikipedia size,ASJP,Wikipedia size,performance_loss_pct,-5.328042066692543,-9.848096983780689,-0.8036518288467046,0.021398930053497325,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,ASJP,Wikipedia size,0.7489625518724063,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Always English - Composite-Equal,Always English,Composite-Equal,performance_loss_pct,3.7563857358559605,-2.8159742526503684,9.49658873323233,0.24498775061246938,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Always English,Composite-Equal,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Always English - Composite-RRF,Always English,Composite-RRF,performance_loss_pct,3.570205081966487,-3.1043168704044355,8.92046412284316,0.2655867206639668,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Always English,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Always English - Genetic,Always English,Genetic,performance_loss_pct,-2.878048161673559,-8.697014812186051,2.022906163009068,0.3044847757612119,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Always English,Genetic,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Always English - Geographic,Always English,Geographic,performance_loss_pct,-1.261465234834306,-7.145509212674105,3.5533926036473553,0.6997650117494125,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Always English,Geographic,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Always English - LightGBM,Always English,LightGBM,performance_loss_pct,3.2203572598873014,-3.2733979818767427,9.12353148937604,0.31738413079346034,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Always English,LightGBM,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Always English - MLP,Always English,MLP,performance_loss_pct,2.4269102066640738,-3.1243775250002126,7.228473069755829,0.36278186090695463,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Always English,MLP,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Always English - Script,Always English,Script,performance_loss_pct,-4.9773747877111205,-9.684491775688244,-0.4332077341939805,0.030498475076246187,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Always English,Script,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Always English - Typological,Always English,Typological,performance_loss_pct,0.5978188600556387,-4.616077868930574,4.8305204017380605,0.7710614469276537,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Always English,Typological,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Always English - Wikipedia size,Always English,Wikipedia size,performance_loss_pct,-6.954562794557459,-13.045338925310663,-1.2354564532472505,0.013899305034748262,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Always English,Wikipedia size,0.5142742862856857,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-Equal - Composite-RRF,Composite-Equal,Composite-RRF,performance_loss_pct,-0.18618065388947413,-1.9824518638749142,2.324542145850935,0.7559622018899055,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Composite-RRF,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-Equal - Genetic,Composite-Equal,Genetic,performance_loss_pct,-6.634433897529521,-15.375944648450606,-0.08511705727532283,0.045497725113744315,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Genetic,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-Equal - Geographic,Composite-Equal,Geographic,performance_loss_pct,-5.017850970690267,-8.115625857753132,-2.0849003033796767,0.000599970001499925,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Geographic,0.026998650067496625,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-Equal - LightGBM,Composite-Equal,LightGBM,performance_loss_pct,-0.5360284759686602,-6.726946463924681,4.086115557652398,0.9166541672916354,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,LightGBM,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-Equal - MLP,Composite-Equal,MLP,performance_loss_pct,-1.3294755291918874,-4.295274264889333,0.9977456490297936,0.3487825608719564,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,MLP,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-Equal - Script,Composite-Equal,Script,performance_loss_pct,-8.733760523567081,-16.130365457706286,-2.5388837238531887,0.0016999150042497876,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Script,0.07309634518274087,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-Equal - Typological,Composite-Equal,Typological,performance_loss_pct,-3.158566875800323,-8.110544387458042,1.7040263868246373,0.2055897205139743,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Typological,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-Equal - Wikipedia size,Composite-Equal,Wikipedia size,performance_loss_pct,-10.71094853041342,-18.253428411026558,-4.329228386783814,0.0002999850007499625,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-Equal,Wikipedia size,0.0143992800359982,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-RRF - Genetic,Composite-RRF,Genetic,performance_loss_pct,-6.448253243640045,-14.390139255113386,0.16015978188054267,0.057697115144242785,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,Genetic,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-RRF - Geographic,Composite-RRF,Geographic,performance_loss_pct,-4.8316703168007935,-8.236348169119674,-1.7980868383663031,0.0004999750012499375,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,Geographic,0.02349882505874706,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-RRF - LightGBM,Composite-RRF,LightGBM,performance_loss_pct,-0.3498478220791854,-5.753572943295673,3.8553584342341862,0.9557522123893806,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,LightGBM,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-RRF - MLP,Composite-RRF,MLP,performance_loss_pct,-1.143294875302413,-4.874102189371439,1.5678498232779434,0.5228738563071846,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,MLP,1.0,scale-free; suitable for cross-task aggregation
xlm-r,XLM-R,Composite-RRF - Script,Composite-RRF,Script,performance_loss_pct,-8.547579869677609,-15.368997988631591,-2.3982706698691825,0.0028998550072496373,8,1421,9,145.5,762,equal,dataset + task + model + model_name + metric + metric_name,sib200_xlm-r | sib200 | xlm-r | XLM-R | f1_score | F1/LAS; taxi1500_xlm-r | taxi1500 | xlm-r | XLM-R | f1_score | F1/LAS; tydiqa_xlm-r | tydiqa | xlm-r | XLM-R | f1_score | F1/LAS; ud_dep_xlm-r | ud_dep | xlm-r | XLM-R | las | F1/LAS; ud_pos_xlm-r | ud_pos | xlm-r | XLM-R | f1_score | F1/LAS; wikiann_xlm-r | wikiann | xlm-r | XLM-R | f1_score | F1/LAS; xnli_xlm-r | xnli | xlm-r | XLM-R | f1_score | F1/LAS; xquad_xlm-r | xquad | xlm-r | XLM-R | f1_score | F1/LAS,PL (%),"All methods, macro held-out task, by model",method_a minus method_b,Composite-RRF,Script,0.12179391030448476,scale-free; suitable for cross-task aggregation
