dataset,task,model,metric,method,method_group,outcome,mean,ci_lower,ci_upper,n_units
tydiqa_mt5,tydiqa,mt5,f1_score,rrf_equal,composite,performance_loss_pct,8.645585093700195,3.6361813014822513,13.991560283412813,9
tydiqa_mt5,tydiqa,mt5,f1_score,rrf_equal,composite,raw_oracle_gap_points,5.470504928450451,2.3185639165176912,8.825108177054998,9
tydiqa_mt5,tydiqa,mt5,f1_score,rrf_equal,composite,actual_best_performance_points,66.46308900339032,62.550417868317275,70.29102379200062,9
tydiqa_mt5,tydiqa,mt5,f1_score,rrf_equal,composite,predicted_performance_points,60.992584074939856,54.808140764298436,67.1927202299217,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_asjp,individual,performance_loss_pct,14.891454904018026,7.320909802820078,23.241726142926424,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_asjp,individual,raw_oracle_gap_points,10.057014662096046,4.736136069832084,16.403666801053962,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_asjp,individual,actual_best_performance_points,66.46308900339032,62.550417868317275,70.29102379200062,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_asjp,individual,predicted_performance_points,56.40607434129427,50.65538225901745,62.45599930246971,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_wiki_size,individual,performance_loss_pct,12.811551676519354,7.957708078603556,17.406365489939162,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_wiki_size,individual,raw_oracle_gap_points,8.382136388682675,5.236655743659375,11.332372574667964,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_wiki_size,individual,actual_best_performance_points,66.46308900339032,62.550417868317275,70.29102379200062,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_distals_wiki_size,individual,predicted_performance_points,58.080952614707634,52.819188284322756,63.33303965400359,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_gen,individual,performance_loss_pct,21.457699533754962,10.20680155234762,33.33353517085071,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_gen,individual,raw_oracle_gap_points,14.23858262965646,6.615845495402994,22.19102272230895,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_gen,individual,actual_best_performance_points,66.46308900339032,62.550417868317275,70.29102379200062,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_gen,individual,predicted_performance_points,52.22450637373386,43.78449596048547,60.66443928182032,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_geo,individual,performance_loss_pct,16.350923802960565,8.054742173649622,25.123176083903555,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_geo,individual,raw_oracle_gap_points,11.152040452232772,5.1326890333526185,17.860024558649148,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_geo,individual,actual_best_performance_points,66.46308900339032,62.550417868317275,70.29102379200062,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_geo,individual,predicted_performance_points,55.31104855115754,49.857152044518415,61.4047963301935,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_typ,individual,performance_loss_pct,9.674249695182635,4.142460345085933,15.502548533188913,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_typ,individual,raw_oracle_gap_points,6.122300212748819,2.714819191705701,9.675299094914168,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_typ,individual,actual_best_performance_points,66.46308900339032,62.550417868317275,70.29102379200062,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_new_typ,individual,predicted_performance_points,60.34078879064149,53.836580534915946,66.70715434961814,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_script,individual,performance_loss_pct,13.210192534235274,9.059721789891533,17.470657056514582,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_script,individual,raw_oracle_gap_points,8.628745543122022,6.097790182484461,11.16760668518561,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_script,individual,actual_best_performance_points,66.46308900339032,62.550417868317275,70.29102379200062,9
tydiqa_mt5,tydiqa,mt5,f1_score,single_script,individual,predicted_performance_points,57.834343460268286,52.64751548921606,62.81385768993477,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,always_eng,baseline,performance_loss_pct,22.902703971151368,13.84683321387836,33.557998135375946,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,always_eng,baseline,raw_oracle_gap_points,16.032452093799577,9.321331354493571,24.854639243087007,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,always_eng,baseline,actual_best_performance_points,68.67894631633112,62.962226469715816,74.38916888070217,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,always_eng,baseline,predicted_performance_points,52.64649422253154,45.00900468668362,60.07418978659231,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,composite_equal,composite,performance_loss_pct,11.046684398216335,2.9059982828833615,21.383623614538912,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,composite_equal,composite,raw_oracle_gap_points,6.974244625873486,1.7318886156163822,14.142246487223785,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,composite_equal,composite,actual_best_performance_points,62.274639443315536,57.83452276338512,66.97643213205488,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,composite_equal,composite,predicted_performance_points,55.30039481744204,48.179994217067296,62.52205062582257,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,lightgbm_lambdarank,trained,performance_loss_pct,16.858866345447414,5.894171261470772,29.74907985514724,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,lightgbm_lambdarank,trained,raw_oracle_gap_points,11.246643028985737,3.3078155338347845,20.83311538845335,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,lightgbm_lambdarank,trained,actual_best_performance_points,62.274639443315536,57.83452276338512,66.97643213205488,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,lightgbm_lambdarank,trained,predicted_performance_points,51.02799641432979,44.041004679603795,57.732917477430114,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,mlp_listnet,trained,performance_loss_pct,7.830870383521794,3.882760542204363,11.92109615009334,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,mlp_listnet,trained,raw_oracle_gap_points,4.67638430732917,2.4282980294599934,6.877184019991564,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,mlp_listnet,trained,actual_best_performance_points,62.274639443315536,57.83452276338512,66.97643213205488,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,mlp_listnet,trained,predicted_performance_points,57.59825513598636,51.80225253613793,63.12726615141269,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,rrf_equal,composite,performance_loss_pct,6.0746399670404685,1.3336728522270587,11.87024364409413,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,rrf_equal,composite,raw_oracle_gap_points,3.484133839704021,0.8406685451130329,6.761486217628149,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,rrf_equal,composite,actual_best_performance_points,62.274639443315536,57.83452276338512,66.97643213205488,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,rrf_equal,composite,predicted_performance_points,58.790505603611514,52.158391244808065,65.31778232175779,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_asjp,individual,performance_loss_pct,18.317252844509877,7.46048835350911,30.414667643043824,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_asjp,individual,raw_oracle_gap_points,12.079693959561869,4.452861313900641,20.70883714735186,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_asjp,individual,actual_best_performance_points,62.274639443315536,57.83452276338512,66.97643213205488,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_asjp,individual,predicted_performance_points,50.19494548375366,43.75821045229346,56.58538621821326,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_wiki_size,individual,performance_loss_pct,16.613042012510814,5.06932358134741,30.120291254186988,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_wiki_size,individual,raw_oracle_gap_points,10.962251309258255,3.0755308948943187,20.66009829432997,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_wiki_size,individual,actual_best_performance_points,62.274639443315536,57.83452276338512,66.97643213205488,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_distals_wiki_size,individual,predicted_performance_points,51.31238813405727,43.585923475796285,58.462511239577175,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_gen,individual,performance_loss_pct,21.29327217919292,12.545296181700836,29.928040587106732,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_gen,individual,raw_oracle_gap_points,13.089963001506085,7.764336115141379,18.539710649433864,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_gen,individual,actual_best_performance_points,62.274639443315536,57.83452276338512,66.97643213205488,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_gen,individual,predicted_performance_points,49.18467644180945,42.23363212345286,56.38887893147653,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_geo,individual,performance_loss_pct,14.760899490064386,5.561724655974736,25.02616665221027,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_geo,individual,raw_oracle_gap_points,9.85110452778082,3.3052807968647806,17.562162325814477,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_geo,individual,actual_best_performance_points,62.274639443315536,57.83452276338512,66.97643213205488,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_geo,individual,predicted_performance_points,52.42353491553472,47.25358531340738,57.69696905912922,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_typ,individual,performance_loss_pct,8.283008154012224,3.565712782036021,13.957447359528338,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_typ,individual,raw_oracle_gap_points,5.06419736568658,2.3592578663816814,8.233025919100545,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_typ,individual,actual_best_performance_points,62.274639443315536,57.83452276338512,66.97643213205488,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_new_typ,individual,predicted_performance_points,57.210442077628954,51.43216884596377,62.50786835736416,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_script,individual,performance_loss_pct,17.539466556195674,7.603210653606642,28.504532523468907,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_script,individual,raw_oracle_gap_points,11.691270204332985,4.588857418651425,19.935401877455067,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_script,individual,actual_best_performance_points,62.274639443315536,57.83452276338512,66.97643213205488,9
tydiqa_xlm-r,tydiqa,xlm-r,f1_score,single_script,individual,predicted_performance_points,50.58336923898255,45.238069934411925,55.8615781601982,9
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,composite_equal,composite,performance_loss_pct,27.100293273082105,22.41283618154696,31.9930668512562,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,composite_equal,composite,raw_oracle_gap_points,11.426372085225085,9.108817911564111,13.958947855796861,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,composite_equal,composite,actual_best_performance_points,48.26882902395946,44.607726241764894,52.042939442212116,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,composite_equal,composite,predicted_performance_points,36.84245693873438,32.748039344608166,40.9587166234223,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,lightgbm_lambdarank,trained,performance_loss_pct,23.840212047789564,19.451674174426394,28.59642547480945,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,lightgbm_lambdarank,trained,raw_oracle_gap_points,9.999824495831152,7.801697590378496,12.419930642591899,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,lightgbm_lambdarank,trained,actual_best_performance_points,48.26882902395946,44.607726241764894,52.042939442212116,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,lightgbm_lambdarank,trained,predicted_performance_points,38.26900452812831,34.272763841056914,42.326354990991064,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,mlp_listnet,trained,performance_loss_pct,27.3337792995801,22.567220990609474,32.38216243594455,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,mlp_listnet,trained,raw_oracle_gap_points,11.564350642641951,9.167064535973958,14.153579514965237,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,mlp_listnet,trained,actual_best_performance_points,48.26882902395946,44.607726241764894,52.042939442212116,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,mlp_listnet,trained,predicted_performance_points,36.70447838131751,32.60427433673119,40.84987816130719,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,rrf_equal,composite,performance_loss_pct,27.48291393363119,23.025820212022094,32.14342102416663,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,rrf_equal,composite,raw_oracle_gap_points,11.856648550359692,9.572030407535406,14.338907127437174,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,rrf_equal,composite,actual_best_performance_points,48.26882902395946,44.607726241764894,52.042939442212116,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,rrf_equal,composite,predicted_performance_points,36.412180473599776,32.36894293312866,40.50387605985066,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_asjp,individual,performance_loss_pct,27.259520750372985,22.679053583919302,32.007208229047464,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_asjp,individual,raw_oracle_gap_points,11.506025698395643,9.257330459372692,13.96493346346475,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_asjp,individual,actual_best_performance_points,48.26882902395946,44.607726241764894,52.042939442212116,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_asjp,individual,predicted_performance_points,36.762803325563816,32.812175612713794,40.77204035178067,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_wiki_size,individual,performance_loss_pct,43.68277951964941,39.10514417545111,48.26937697619194,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_wiki_size,individual,raw_oracle_gap_points,20.8728880192391,18.13818825667944,23.724343940437763,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_wiki_size,individual,actual_best_performance_points,48.26882902395946,44.607726241764894,52.042939442212116,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_distals_wiki_size,individual,predicted_performance_points,27.39594100472037,23.929657141275673,30.974436185947255,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_gen,individual,performance_loss_pct,32.08431609011275,26.783661452033968,37.613811523009716,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_gen,individual,raw_oracle_gap_points,13.672110297400557,10.896191423971485,16.706386176870556,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_gen,individual,actual_best_performance_points,48.26882902395946,44.607726241764894,52.042939442212116,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_gen,individual,predicted_performance_points,34.59671872655891,30.36348443936634,38.94536540183386,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_geo,individual,performance_loss_pct,34.26751960116127,29.487798532034073,39.287026768756846,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_geo,individual,raw_oracle_gap_points,15.947273367417036,13.1132844709026,19.04428909627243,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_geo,individual,actual_best_performance_points,48.26882902395946,44.607726241764894,52.042939442212116,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_geo,individual,predicted_performance_points,32.32155565654244,28.48127463979194,36.240948840606364,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_typ,individual,performance_loss_pct,32.62863144537262,27.9763268262698,37.43785307311275,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_typ,individual,raw_oracle_gap_points,13.460338739232546,11.183077671110013,15.86876925204675,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_typ,individual,actual_best_performance_points,48.26882902395946,44.607726241764894,52.042939442212116,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_new_typ,individual,predicted_performance_points,34.80849028472692,30.792609381323548,38.90862081463754,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_script,individual,performance_loss_pct,43.05611251253385,38.819090916949314,47.38554881960314,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_script,individual,raw_oracle_gap_points,19.282848601159756,16.899259613936863,21.807858057440402,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_script,individual,actual_best_performance_points,48.26882902395946,44.607726241764894,52.042939442212116,147
ud_dep_xlm-r,ud_dep,xlm-r,f1_score,single_script,individual,predicted_performance_points,28.98598042279971,25.61381029997808,32.5053687967214,147
ud_dep_xlm-r,ud_dep,xlm-r,las,always_eng,baseline,performance_loss_pct,44.37780224751461,39.94767801690549,48.85900893531392,147
ud_dep_xlm-r,ud_dep,xlm-r,las,always_eng,baseline,raw_oracle_gap_points,23.094093622103625,20.33162512006633,25.97249679268251,147
ud_dep_xlm-r,ud_dep,xlm-r,las,always_eng,baseline,actual_best_performance_points,57.31175871448687,53.14236808176348,61.42331410217648,147
ud_dep_xlm-r,ud_dep,xlm-r,las,always_eng,baseline,predicted_performance_points,34.21766509238324,30.211213176227393,38.2652031890504,147
ud_pos_mt5,ud_pos,mt5,f1_score,always_eng,baseline,performance_loss_pct,37.25857881421837,34.407579313048046,40.099385723357436,147
ud_pos_mt5,ud_pos,mt5,f1_score,always_eng,baseline,raw_oracle_gap_points,13.303630600631095,11.987051056190353,14.684176826973383,147
ud_pos_mt5,ud_pos,mt5,f1_score,always_eng,baseline,actual_best_performance_points,39.507050156336916,36.32130240820292,42.77392394448942,147
ud_pos_mt5,ud_pos,mt5,f1_score,always_eng,baseline,predicted_performance_points,26.203419555705825,23.634725498370553,28.83249066665496,147
ud_pos_mt5,ud_pos,mt5,f1_score,composite_equal,composite,performance_loss_pct,30.338934021616286,26.453584040887957,34.267429588988236,147
ud_pos_mt5,ud_pos,mt5,f1_score,composite_equal,composite,raw_oracle_gap_points,9.129207827864384,7.750933186731957,10.578702006847074,147
ud_pos_mt5,ud_pos,mt5,f1_score,composite_equal,composite,actual_best_performance_points,36.07724871250773,33.230796855378294,39.01029263527518,147
ud_pos_mt5,ud_pos,mt5,f1_score,composite_equal,composite,predicted_performance_points,26.948040884643348,24.002199425100677,30.007388521527666,147
ud_pos_mt5,ud_pos,mt5,f1_score,lightgbm_lambdarank,trained,performance_loss_pct,25.619573221539106,21.905714220507203,29.490880801734207,147
ud_pos_mt5,ud_pos,mt5,f1_score,lightgbm_lambdarank,trained,raw_oracle_gap_points,7.958731332813269,6.660106726927379,9.323956088068353,147
ud_pos_mt5,ud_pos,mt5,f1_score,lightgbm_lambdarank,trained,actual_best_performance_points,36.07724871250773,33.230796855378294,39.01029263527518,147
ud_pos_mt5,ud_pos,mt5,f1_score,lightgbm_lambdarank,trained,predicted_performance_points,28.118517379694463,25.27645639072464,31.088890890549916,147
ud_pos_mt5,ud_pos,mt5,f1_score,mlp_listnet,trained,performance_loss_pct,29.697010677694653,25.94971304841784,33.5386432340874,147
ud_pos_mt5,ud_pos,mt5,f1_score,mlp_listnet,trained,raw_oracle_gap_points,9.591995671740541,8.127606070058993,11.158821318469776,147
ud_pos_mt5,ud_pos,mt5,f1_score,mlp_listnet,trained,actual_best_performance_points,36.07724871250773,33.230796855378294,39.01029263527518,147
ud_pos_mt5,ud_pos,mt5,f1_score,mlp_listnet,trained,predicted_performance_points,26.485253040767194,23.65036728587484,29.412533187314637,147
ud_pos_mt5,ud_pos,mt5,f1_score,rrf_equal,composite,performance_loss_pct,28.87958752837611,25.171622275580344,32.7018841562053,147
ud_pos_mt5,ud_pos,mt5,f1_score,rrf_equal,composite,raw_oracle_gap_points,9.022600413221577,7.660524164805633,10.50316338314195,147
ud_pos_mt5,ud_pos,mt5,f1_score,rrf_equal,composite,actual_best_performance_points,36.07724871250773,33.230796855378294,39.01029263527518,147
ud_pos_mt5,ud_pos,mt5,f1_score,rrf_equal,composite,predicted_performance_points,27.054648299286157,24.160373355310487,30.065095598149863,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_asjp,individual,performance_loss_pct,31.773667225894673,27.692135887776278,35.81220934459537,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_asjp,individual,raw_oracle_gap_points,9.75044505296734,8.370310356596475,11.201568095875846,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_asjp,individual,actual_best_performance_points,36.07724871250773,33.230796855378294,39.01029263527518,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_asjp,individual,predicted_performance_points,26.326803659540392,23.507384355345533,29.294221018323306,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_wiki_size,individual,performance_loss_pct,47.1120799286475,43.41929218414139,50.854629175904975,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_wiki_size,individual,raw_oracle_gap_points,17.25490476097113,15.243197564149368,19.30715978155,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_wiki_size,individual,actual_best_performance_points,36.07724871250773,33.230796855378294,39.01029263527518,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_distals_wiki_size,individual,predicted_performance_points,18.8223439515366,16.72764597251305,21.033397637038398,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_gen,individual,performance_loss_pct,33.63866820921914,29.40973441197068,37.91492503274912,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_gen,individual,raw_oracle_gap_points,10.240022457383862,8.686469101902897,11.880275983068957,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_gen,individual,actual_best_performance_points,36.07724871250773,33.230796855378294,39.01029263527518,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_gen,individual,predicted_performance_points,25.837226255123866,22.837181180281213,28.913212502521816,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_geo,individual,performance_loss_pct,41.91516247021151,37.87661616322714,45.91785469995527,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_geo,individual,raw_oracle_gap_points,14.196576730230127,12.380183069041218,16.079733167399528,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_geo,individual,actual_best_performance_points,36.07724871250773,33.230796855378294,39.01029263527518,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_geo,individual,predicted_performance_points,21.880671982277608,19.376596943804472,24.548891190679562,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_typ,individual,performance_loss_pct,38.338058465331265,34.394058357469056,42.31585111085595,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_typ,individual,raw_oracle_gap_points,12.645683665673612,10.921980278277735,14.447342002746586,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_typ,individual,actual_best_performance_points,36.07724871250773,33.230796855378294,39.01029263527518,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_new_typ,individual,predicted_performance_points,23.43156504683412,20.74172451549873,26.24096996019568,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_script,individual,performance_loss_pct,43.223968883136564,39.18581449730092,47.27300996643974,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_script,individual,raw_oracle_gap_points,15.674615105211693,13.692514786304367,17.743435995405235,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_script,individual,actual_best_performance_points,36.07724871250773,33.230796855378294,39.01029263527518,147
ud_pos_mt5,ud_pos,mt5,f1_score,single_script,individual,predicted_performance_points,20.40263360729604,18.145769346492024,22.704026283588192,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,always_eng,baseline,performance_loss_pct,34.08824025596797,30.73906764419302,37.44466803653169,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,always_eng,baseline,raw_oracle_gap_points,19.03790459181743,16.521359027070865,21.724314512150116,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,always_eng,baseline,actual_best_performance_points,58.83878876975049,54.43975060428023,63.184083754163794,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,always_eng,baseline,predicted_performance_points,39.800884177933064,36.046140112238895,43.555877667479535,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,composite_equal,composite,performance_loss_pct,15.728837210493579,12.983941919257253,18.677024356769063,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,composite_equal,composite,raw_oracle_gap_points,6.609413460195641,5.303951228897385,8.05467453957759,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,composite_equal,composite,actual_best_performance_points,49.0835261101536,45.36534827410583,52.816620019244745,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,composite_equal,composite,predicted_performance_points,42.47411264995795,38.70044839908427,46.24487345874839,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,lightgbm_lambdarank,trained,performance_loss_pct,18.972950367772857,15.623847086799977,22.50556022070726,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,lightgbm_lambdarank,trained,raw_oracle_gap_points,7.184660128503325,5.891852066567929,8.635240655206443,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,lightgbm_lambdarank,trained,actual_best_performance_points,49.0835261101536,45.36534827410583,52.816620019244745,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,lightgbm_lambdarank,trained,predicted_performance_points,41.898865981650275,38.09040624006954,45.76785303255822,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,mlp_listnet,trained,performance_loss_pct,17.482170645633442,14.195985128865988,20.959296339658795,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,mlp_listnet,trained,raw_oracle_gap_points,6.449181267948848,5.283058044591582,7.750758983661609,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,mlp_listnet,trained,actual_best_performance_points,49.0835261101536,45.36534827410583,52.816620019244745,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,mlp_listnet,trained,predicted_performance_points,42.63434484220475,38.78270058619829,46.519169530884206,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,rrf_equal,composite,performance_loss_pct,15.038618077634226,12.475751688579868,17.777570542662,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,rrf_equal,composite,raw_oracle_gap_points,6.296121223492898,5.124755139478098,7.63243494256172,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,rrf_equal,composite,actual_best_performance_points,49.0835261101536,45.36534827410583,52.816620019244745,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,rrf_equal,composite,predicted_performance_points,42.787404886660696,39.08073273672751,46.566193651383095,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_asjp,individual,performance_loss_pct,19.61231083744937,16.219825666504136,23.149654583406516,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_asjp,individual,raw_oracle_gap_points,7.342765284830567,6.064804791758132,8.760963310976505,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_asjp,individual,actual_best_performance_points,49.0835261101536,45.36534827410583,52.816620019244745,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_asjp,individual,predicted_performance_points,41.74076082532302,37.84621944189678,45.676281061758395,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_wiki_size,individual,performance_loss_pct,28.735084966037952,25.56885706967117,31.93623531592554,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_wiki_size,individual,raw_oracle_gap_points,14.06982738229393,12.208265879713018,15.977679890102948,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_wiki_size,individual,actual_best_performance_points,49.0835261101536,45.36534827410583,52.816620019244745,147
ud_pos_xlm-r,ud_pos,xlm-r,f1_score,single_distals_wiki_size,individual,predicted_performance_points,35.01369872785967,31.89018393903148,38.21527057735855,147
