model,method,n_dataset_cells_hrl,n_dataset_cells_lrl,n_dataset_cells_mrl,performance_loss_pct_hrl,performance_loss_pct_lrl,performance_loss_pct_mrl,raw_oracle_gap_points_hrl,raw_oracle_gap_points_lrl,raw_oracle_gap_points_mrl,performance_loss_pct_mrl_minus_hrl,performance_loss_pct_lrl_minus_hrl,raw_oracle_gap_points_mrl_minus_hrl,raw_oracle_gap_points_lrl_minus_hrl
mt5,composite_equal,8,8,8,16.65423285962076,19.38245078711862,19.28490880019351,7.818262103267952,7.484931652709478,9.132189766865096,2.6306759405727504,2.7282179274978624,1.313927663597144,-0.3333304505584742
mt5,lightgbm_lambdarank,8,8,8,19.233071772817006,14.843946560191055,13.953776208944264,10.044337569494726,6.263776190476644,6.928131168751439,-5.279295563872742,-4.389125212625951,-3.1162064007432866,-3.7805613790180814
mt5,mlp_listnet,8,8,8,22.653129185817804,16.389746522574786,19.367817301961054,12.39855301461799,6.270282908177099,9.464541479511759,-3.2853118838567497,-6.263382663243018,-2.9340115351062312,-6.128270106440891
mt5,rrf_equal,8,8,8,15.536527906970367,19.412670730937812,18.796530915585432,6.520601438781295,7.435826177938857,8.865586212954733,3.2600030086150653,3.876142823967445,2.3449847741734384,0.9152247391575621
mt5,single_distals_asjp,8,8,8,19.266592649679687,21.043155951999573,23.209968217437904,10.025579127045287,7.5110826137563045,10.770830391595897,3.943375567758217,1.776563302319886,0.7452512645506104,-2.5144965132889823
mt5,single_distals_wiki_size,8,8,8,17.843182272708784,29.189363227213192,31.354058476149984,7.841658141951257,9.386169284311059,13.93981943647577,13.5108762034412,11.346180954504408,6.0981612945245125,1.5445111423598021
mt5,single_new_gen,8,8,8,21.96424699645139,23.856308344818064,17.29365249459679,11.6877630831853,8.69276354568158,8.740655569889832,-4.670594501854598,1.8920613483666742,-2.947107513295469,-2.9949995375037215
mt5,single_new_geo,8,8,8,24.800512891184066,21.41885775077839,24.41626508640187,11.826015744056678,7.7400308776497555,10.870217653026337,-0.3842478047821949,-3.3816551404056767,-0.9557980910303403,-4.085984866406922
mt5,single_new_typ,8,8,8,23.918324161280726,22.931780047591865,22.840786949169157,11.87844979231466,8.096048814629436,10.70485415372022,-1.0775372121115687,-0.9865441136888613,-1.1735956385944402,-3.7824009776852243
mt5,single_script,8,8,8,26.698170244802565,22.417361938352744,23.65321808290564,12.551830516289398,8.063045885281419,10.744485998012276,-3.0449521618969264,-4.280808306449821,-1.8073445182771213,-4.488784631007979
xlm-r,composite_equal,8,8,8,14.882780516673662,20.66817709273649,15.435183065503276,7.496595850411715,8.915518101255449,7.872008214229172,0.5524025488296136,5.785396576062826,0.3754123638174569,1.4189222508437336
xlm-r,lightgbm_lambdarank,8,8,8,18.162033344316146,14.706970840743269,17.748827511586693,11.04201741749467,6.492483809548042,10.809958113716629,-0.413205832729453,-3.4550625035728775,-0.23205930377804052,-4.5495336079466275
xlm-r,mlp_listnet,8,8,8,14.29684976464743,17.26575264546364,17.543477369758907,8.935507887283041,7.630913951617442,9.981154873207082,3.2466276051114775,2.9689028808162092,1.0456469859240407,-1.304593935665599
xlm-r,rrf_equal,8,8,8,15.75150158168274,20.865843688644127,15.533358800323354,7.589984923155759,8.899104149632047,7.941095443069784,-0.21814278135938636,5.114342106961386,0.351110519914025,1.3091192264762874
xlm-r,single_distals_asjp,8,8,8,23.32392763576996,24.196168760001214,17.79020362698774,13.702204871386888,9.227050144583504,9.522676139564537,-5.533724008782219,0.8722411242312553,-4.1795287318223515,-4.4751547268033836
xlm-r,single_distals_wiki_size,8,8,8,17.461544379560337,30.585914964065054,24.29344267181283,8.992855519228831,13.06552399770713,14.506854048919514,6.831898292252493,13.124370584504717,5.513998529690683,4.072668478478299
xlm-r,single_new_gen,8,8,8,21.429266589987684,26.671107751579108,18.023927955213782,10.322685191802286,10.20585075418004,9.857090336654675,-3.4053386347739014,5.241841161591424,-0.4655948551476108,-0.11683443762224677
xlm-r,single_new_geo,8,8,8,23.611747341405124,23.53472558569524,20.091258720053258,13.067611706852905,9.85648621852729,11.360209296772366,-3.5204886213518662,-0.07702175570988246,-1.7074024100805385,-3.2111254883256137
xlm-r,single_new_typ,8,8,8,18.571153057221146,25.87032108813852,15.214630024249539,8.82031942006666,10.622014108192996,8.539778013430452,-3.356523032971607,7.299168030917375,-0.28054140663620863,1.8016946881263358
xlm-r,single_script,8,8,8,27.155742472486075,27.617114744960677,23.86209362557181,13.102813851860173,11.209149781655928,14.42357335370562,-3.293648846914266,0.4613722724746019,1.3207595018454477,-1.8936640702042453
