model,method_type,n_cells_hrl,n_cells_mrl,n_cells_lrl,pl_hrl,pl_mrl,pl_lrl,raw_gap_hrl,raw_gap_mrl,raw_gap_lrl,pl_mrl_minus_hrl,pl_lrl_minus_hrl,raw_gap_mrl_minus_hrl,raw_gap_lrl_minus_hrl
mT5,Composite,8,8,7,12.18297339588281,19.914042031709226,20.208030554832693,6.0565347242251075,9.309833911879105,6.912379953530416,7.731068635826416,8.025057158949883,3.2532991876539974,0.8558452293053085
mT5,Individual,8,8,7,16.070421838571484,22.74912183292537,24.183815022626124,7.971663241417984,10.572226742373825,8.199174117355755,6.6786999943538845,8.11339318405464,2.6005635009558414,0.22751087593777086
mT5,NNRank,8,8,7,11.34166269501136,20.707701109677984,18.951424562829946,6.617853910323724,9.510291069425012,6.540623273378602,9.366038414666624,7.609761867818586,2.892437159101288,-0.07723063694512255
mT5,Trained,8,8,7,11.892258433686628,13.592288498805965,16.322903168114383,5.385566292454012,6.8455650965456885,6.065015184215701,1.7000300651193374,4.430644734427755,1.4599988040916765,0.6794488917616892
XLM-R,Composite,8,8,7,9.179016150515224,10.898452954058758,25.873492618216073,4.104079095263068,6.49387096034189,9.46622943939654,1.719436803543534,16.69447646770085,2.3897918650788217,5.362150344133473
XLM-R,Individual,8,8,7,14.210496769443335,14.037669685357905,30.484781028116895,7.542919832114635,8.751330889166478,11.13986242345192,-0.17282708408543002,16.27428425867356,1.2084110570518432,3.5969425913372843
XLM-R,NNRank,8,8,7,7.908121815326869,8.526401233492514,26.636694912337212,4.486058130430615,4.96857682036527,10.36853496688497,0.6182794181656455,18.728573097010344,0.48251868993465497,5.882476836454356
XLM-R,Trained,8,8,7,10.175368797654382,9.986938941538535,20.558350963971325,5.387393723906172,6.359255411970194,8.144519662224491,-0.18842985611584773,10.382982166316943,0.9718616880640223,2.7571259383183193
