model,method_type,n_cells_hrl,n_cells_mrl,n_cells_lrl,pl_hrl,pl_mrl,pl_lrl,raw_gap_hrl,raw_gap_mrl,raw_gap_lrl,pl_mrl_minus_hrl,pl_lrl_minus_hrl,raw_gap_mrl_minus_hrl,raw_gap_lrl_minus_hrl
mT5,Composite,8,8,8,16.095380383295563,19.04071985788947,19.397560759028217,7.169431771024623,8.998887989909914,7.460378915324167,2.945339474593908,3.3021803757326538,1.8294562188852908,0.29094714429954394
mT5,Individual,8,8,8,22.415171536017873,23.79465821777689,23.476137876792304,10.968549400807097,10.961810533786721,8.248190170218258,1.379486681759019,1.0609663407744314,-0.006738867020375849,-2.720359230588839
mT5,Trained,8,8,8,20.943100479317405,16.660796755452658,15.61684654138292,11.221445292056359,8.1963363241316,6.267029549326873,-4.282303723864747,-5.326253937934485,-3.0251089679247585,-4.954415742729486
XLM-R,Composite,8,8,8,15.317141049178199,15.484270932913315,20.76701039069031,7.543290386783736,7.906551828649478,8.907311125443748,0.16712988373511628,5.449869341512111,0.36326144186574183,1.3640207386600114
XLM-R,Individual,8,8,8,21.925563579405054,19.879259437314822,26.41255881573997,11.334748426866291,11.36836353150786,10.697679167474481,-2.046304142090232,4.486995236334916,0.03361510464156936,-0.6370692593918097
XLM-R,Trained,8,8,8,16.229441554481788,17.6461524406728,15.986361743103455,9.988762652388855,10.395556493461854,7.0616988805827425,1.4167108861910123,-0.24307981137833323,0.4067938410729983,-2.9270637718061128
