dataset,task,model,model_name,metric,metric_name,method_a,method_b,outcome,mean_difference_a_minus_b,ci_lower,ci_upper,bootstrap_p_value,n_paired_units
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,NNRank,performance_loss_pct,-7.452493693305245,-15.145380808496451,-0.6314851721542937,0.030698465076746163,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,Script,performance_loss_pct,-8.710062816811268,-18.111399223428645,0.4733464679674309,0.062496875156242186,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,Typological,performance_loss_pct,-4.809820037672419,-12.065554105106067,2.019677692952886,0.1800909954502275,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,Geographic,Wikipedia size,performance_loss_pct,-9.590709044711062,-17.03977059838777,-3.15387691248881,0.001799910004499775,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,MLP,performance_loss_pct,-0.05233251109247372,-0.5498248242934192,0.39282729101599806,0.9309534523273836,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,NNRank,performance_loss_pct,-5.608528744295413,-13.172372676911596,0.8119035449579163,0.09709514524273787,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,Script,performance_loss_pct,-6.866097867801434,-16.900606133141327,2.922548717222394,0.17649117544122794,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,Typological,performance_loss_pct,-2.965855088662586,-10.505974107950157,4.249259140528892,0.44287785610719466,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,LightGBM,Wikipedia size,performance_loss_pct,-7.746744095701229,-14.7027578709039,-1.2566445101172594,0.012699365031748412,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,MLP,NNRank,performance_loss_pct,-5.556196233202938,-13.220497003405177,0.9635943305364194,0.10599470026498675,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,MLP,Script,performance_loss_pct,-6.813765356708961,-17.06746690888839,3.26385415820282,0.19089045547722613,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,MLP,Typological,performance_loss_pct,-2.9135225775701126,-10.559257895206178,4.475195638801926,0.46097695115244236,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,MLP,Wikipedia size,performance_loss_pct,-7.694411584608754,-14.851564593202342,-1.006823119385952,0.014299285035748212,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,NNRank,Script,performance_loss_pct,-1.2575691235060231,-7.387108159297495,5.242563647343787,0.6771661416929153,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,NNRank,Typological,performance_loss_pct,2.6426736556328256,-8.22410807263384,13.683330141214503,0.6421678916054198,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,NNRank,Wikipedia size,performance_loss_pct,-2.1382153514058166,-12.279154001637872,8.18976550979497,0.6808659567021649,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,Script,Typological,performance_loss_pct,3.900242779138849,-5.325374422499416,14.407303232324164,0.47317634118294083,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,Script,Wikipedia size,performance_loss_pct,-0.8806462278997929,-10.51144614350469,10.410575920328933,0.8466576671166441,10
masakhaner_xlm-r,masakhaner,xlm-r,XLM-R,f1_score,F1/LAS,Typological,Wikipedia size,performance_loss_pct,-4.780889007038643,-13.051531710934835,4.507460530094606,0.2943852807359632,10
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,ASJP,Composite-Equal,performance_loss_pct,0.09666074577181591,-8.048126432419695,8.348775522998478,0.9938503074846258,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,ASJP,Composite-RRF,performance_loss_pct,-3.1717479638695307,-11.518586981457668,5.437469324452866,0.46357682115894205,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,ASJP,Genetic,performance_loss_pct,1.7060575287110118,-5.629919347961525,9.062985581673223,0.6467676616169191,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,ASJP,Geographic,performance_loss_pct,-0.7920113115013713,-10.629462206840477,9.031278300425175,0.8728563571821409,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,ASJP,LightGBM,performance_loss_pct,3.444468177861525,-2.467743789067118,9.837123067432508,0.26828658567071645,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,ASJP,MLP,performance_loss_pct,6.924507582130669,1.6417456107461066,12.730339640099377,0.009699515024248788,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,ASJP,NNRank,performance_loss_pct,7.484176802906951,-0.38298447277226483,15.696410440039132,0.06329683515824208,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,ASJP,Script,performance_loss_pct,-5.756646506602638,-15.60207869024963,3.8299293243596266,0.2448877556122194,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,ASJP,Typological,performance_loss_pct,-7.2661773042619116,-17.04228252598479,2.7499441820542634,0.15609219539023048,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,ASJP,Wikipedia size,performance_loss_pct,-26.095248261329893,-36.844871925459124,-15.323475901936407,9.99950002499875e-05,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-Equal,Composite-RRF,performance_loss_pct,-3.2684087096413466,-8.845243360600676,2.0827889700376914,0.2329883505824709,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-Equal,Genetic,performance_loss_pct,1.6093967829391966,-5.740758839380158,9.041223049801182,0.6669666516674166,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-Equal,Geographic,performance_loss_pct,-0.8886720572731869,-10.348105999941493,8.239353275904241,0.8669566521673916,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-Equal,LightGBM,performance_loss_pct,3.347807432089709,-2.6774966455037688,9.943944940421623,0.295785210739463,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-Equal,MLP,performance_loss_pct,6.827846836358852,-0.2013832299846431,14.291146664206003,0.057897105144742764,46
opus100_mt5,opus100,mt5,mT5,bleu,BLEU,Composite-Equal,NNRank,performance_loss_pct,7.3875160571351355,1.4316428455443708,14.109682267876726,0.014799260036998151,46
