method,ndcg@3,performance_loss,top_1_accuracy,top_3_accuracy,n_folds,cnotc_trial_complexity,cnotc_pool_fraction,cnotc_near_oracle_coverage,cnotc_exact_best_coverage,cnotc_best_in_set_performance_loss,cnotc_calibration_size,cnotc_finite_quantile_possible,cnotc_threshold_is_infinite,budget_10_at_5_size,budget_10_at_5_pool_fraction,budget_10_at_5_near_oracle_coverage,budget_10_at_5_exact_best_coverage,budget_10_at_5_best_in_set_performance_loss
lightgbm_lambdarank,25.69074367119613,18.922918621596814,16.216216216216218,25.945945945945947,185,77.72432432432433,44.161547911547906,94.5945945945946,68.10810810810811,1.0758071056667964,22.945945945945947,0.7567567567567568,0.24324324324324326,10.0,5.68181818181818,83.24324324324324,35.13513513513514,3.193031520634288
single_new_gen,19.562923634307662,21.09140108639797,14.054054054054054,18.37837837837838,185,163.72432432432433,93.02518427518426,97.83783783783784,95.67567567567568,0.18986832456883165,22.945945945945947,0.7567567567567568,0.24324324324324326,10.0,5.68181818181818,67.02702702702703,21.08108108108108,6.235379737818517
single_new_typ,17.764175331851227,21.449341551144943,11.891891891891893,14.594594594594595,185,122.82162162162162,69.78501228501229,96.21621621621622,76.75675675675676,0.7942009879861531,22.945945945945947,0.7567567567567568,0.24324324324324326,10.0,5.68181818181818,67.56756756756756,18.91891891891892,6.221864755162911
mlp_listnet,19.240152545108582,21.54182546996985,14.054054054054054,18.37837837837838,185,87.36756756756756,49.6406633906634,92.43243243243244,70.27027027027027,1.0783153628856301,22.945945945945947,0.7567567567567568,0.24324324324324326,10.0,5.68181818181818,72.97297297297297,27.027027027027028,5.308445984111725
single_distals_asjp,19.168874493895576,21.571614238460608,14.054054054054054,18.37837837837838,185,121.91891891891892,69.27211302211302,95.67567567567568,81.62162162162161,0.6869332940316603,22.945945945945947,0.7567567567567568,0.24324324324324326,10.0,5.68181818181818,68.10810810810811,27.027027027027028,6.601903715785075
composite_equal,20.02723437032631,22.0884359772655,14.054054054054054,17.83783783783784,185,125.6972972972973,71.41891891891892,95.13513513513514,79.45945945945945,0.7827142438389919,22.945945945945947,0.7567567567567568,0.24324324324324326,10.0,5.68181818181818,68.64864864864865,25.945945945945947,7.730203207865212
rrf_equal,19.961507394659154,22.140384363462452,14.054054054054054,16.216216216216218,185,143.2216216216216,81.3759213759214,96.21621621621622,84.86486486486487,0.5940751804826451,22.945945945945947,0.7567567567567568,0.24324324324324326,10.0,5.68181818181818,68.10810810810811,24.864864864864867,7.378050246507524
single_new_geo,18.746183771998517,22.30674045273918,13.513513513513514,16.756756756756758,185,169.92432432432432,96.54791154791155,96.75675675675676,91.35135135135135,0.4154696997639207,22.945945945945947,0.7567567567567568,0.24324324324324326,10.0,5.68181818181818,68.10810810810811,23.783783783783786,7.880274031033266
single_script,8.25648346685165,23.764596547798185,3.783783783783784,5.9459459459459465,185,90.99459459459459,51.701474201474205,91.35135135135135,65.4054054054054,1.4191130399772038,22.945945945945947,0.7567567567567568,0.24324324324324326,10.0,5.68181818181818,64.86486486486487,11.351351351351353,5.994828481888978
single_distals_wiki_size,15.460332130064177,28.227584654595507,12.432432432432433,14.054054054054054,185,119.82702702702703,68.08353808353809,96.21621621621622,81.08108108108108,0.47080383270951076,22.945945945945947,0.7567567567567568,0.24324324324324326,10.0,5.68181818181818,64.86486486486487,16.756756756756758,8.477464722077634
