method,query_id,target_lang,predicted_best_source,actual_best_source,predicted_performance,actual_best_performance,performance_loss,ndcg,top_1_accuracy,top_3_accuracy,dataset,conformal_alpha,conformal_threshold,conformal_set_size,conformal_contains_best_source,conformal_singleton,conformal_empty,conformal_best_in_set_performance,conformal_best_in_set_performance_loss,conformal_sources
single_new_gen,sib200::java1254,java1254,java1254,assa1263,0.8088235294117647,0.8382352941176471,0.03508771929824562,0.2486379619936909,0.0,0.0,sib200,0.1,0.9410322193234911,162,1.0,0.0,0.0,0.8382352941176471,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hait1244,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,pang1290,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,samo1305,shon1251,sind1272,soma1255,sout2807,stan1288,swat1243,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235,stan1306"
single_new_gen,sib200::kabi1261,kabi1261,kabi1261,ilok1237,0.2450980392156862,0.4215686274509804,0.41860465116279083,0.0,0.0,0.0,sib200,0.1,0.9410322193234911,160,1.0,0.0,0.0,0.4215686274509804,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hait1244,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,russ1263,sang1328,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,swat1243,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kabu1256,kabu1256,kabu1256,kabu1256,0.7941176470588235,0.7941176470588235,0.0,0.6194752784247445,1.0,1.0,sib200,0.1,0.9410322193234911,168,1.0,0.0,0.0,0.7941176470588235,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bosn1245,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,gali1258,guja1252,hait1244,hebr1245,hind1269,chha1249,croa1245,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,lith1251,lomb1257,east2282,luxe1241,luba1249,gand1255,lush1249,stan1325,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,papi1253,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1269,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,serb1264,swat1243,sund1252,swed1254,swah1253,sile1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kaby1243,kaby1243,kaby1243,dyul1238,0.2647058823529412,0.3676470588235294,0.2799999999999999,0.0,0.0,0.0,sib200,0.1,0.9410322193234911,159,1.0,0.0,0.0,0.3676470588235294,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hait1244,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,swat1243,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kach1280,kach1280,kach1280,bash1264,0.25,0.4852941176470588,0.48484848484848486,0.0,0.0,0.0,sib200,0.1,0.9410322193234911,159,1.0,0.0,0.0,0.4852941176470588,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hait1244,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,swat1243,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kamb1297,kamb1297,kamb1297,bash1264,0.25,0.4950980392156863,0.49504950495049505,0.0,0.0,0.0,sib200,0.1,0.9410322193234911,161,1.0,0.0,0.0,0.4950980392156863,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hait1244,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,ling1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,rund1242,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,swat1243,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kash1277,kash1277,kash1277,taiz1242,0.446078431372549,0.6813725490196079,0.3453237410071943,0.0,0.0,0.0,sib200,0.1,0.9410322193234911,172,1.0,0.0,0.0,0.6813725490196079,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bosn1245,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,faro1244,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,gali1258,guja1252,hait1244,hebr1245,hind1269,chha1249,croa1245,hung1274,nucl1235,nucl1417,ilok1237,indo1316,icel1247,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,lith1251,lomb1257,east2282,luxe1241,luba1249,gand1255,lush1249,stan1325,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,norw1262,norw1259,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,papi1253,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1269,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,serb1264,swat1243,sund1252,swed1254,swah1253,sile1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kaza1248,kaza1248,kaza1248,kirg1245,0.8284313725490197,0.8627450980392157,0.03977272727272726,0.0,0.0,0.0,sib200,0.1,0.9410322193234911,160,1.0,0.0,0.0,0.8627450980392157,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hait1244,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,swat1243,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,nort2690,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kiku1240,kiku1240,kiku1240,ilok1237,0.3970588235294117,0.4754901960784313,0.16494845360824745,0.0,0.0,0.0,sib200,0.1,0.9410322193234911,161,1.0,0.0,0.0,0.4754901960784313,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hait1244,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,ling1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,rund1242,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,swat1243,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kimb1241,kimb1241,kimb1241,pang1290,0.196078431372549,0.4852941176470588,0.595959595959596,0.0,0.0,0.0,sib200,0.1,0.92359124711843,160,0.0,0.0,0.0,0.4509803921568627,0.0707070707070708,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,ling1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,rund1242,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,swat1243,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kiny1244,kiny1244,kiny1244,dyul1238,0.25,0.4215686274509804,0.4069767441860465,0.0,0.0,0.0,sib200,0.1,0.92359124711843,159,1.0,0.0,0.0,0.4215686274509804,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,ling1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,rund1242,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,swat1243,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kirg1245,kirg1245,kirg1245,urdu1245,0.8284313725490197,0.8774509803921569,0.055865921787709424,0.0,0.0,0.0,sib200,0.1,0.92359124711843,156,1.0,0.0,0.0,0.8774509803921569,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,stan1288,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,nort2690,vene1258,viet1252,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::kore1280,kore1280,kore1280,slov1268,0.8480392156862745,0.8970588235294118,0.05464480874316945,0.05081722280378544,0.0,0.0,sib200,0.1,0.92359124711843,159,1.0,0.0,0.0,0.8970588235294118,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hait1244,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,sout2807,stan1288,swat1243,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
single_new_gen,sib200::laoo1244,laoo1244,laoo1244,indo1316,0.8774509803921569,0.8774509803921569,0.0,0.49238532166928317,0.0,0.0,sib200,0.1,0.92359124711843,156,1.0,0.0,0.0,0.8774509803921569,0.0,"achi1257,meso1252,taiz1242,tuni1259,afri1274,sout3123,akan1250,tosk1239,amha1245,nort3139,stan1318,najd1235,moro1292,egyp1253,assa1263,astu1245,awad1243,cent2142,sout2697,nort2697,bash1264,bamb1269,bali1278,bela1254,bemb1257,beng1280,bhoj1244,banj1239,tibe1272,bugi1244,bulg1262,stan1289,cebu1242,czec1258,chok1245,cent1972,crim1257,wels1247,dani1285,stan1295,sout2832,dyul1238,dzon1239,mode1248,stan1293,basq1248,ewee1241,fiji1243,finn1318,fonn1241,stan1290,friu1240,iris1253,guja1252,hebr1245,hind1269,chha1249,hung1274,nucl1235,nucl1417,ilok1237,indo1316,ital1282,java1254,nucl1643,kaby1243,kach1280,kamb1297,nucl1305,kash1277,nucl1302,kaza1248,kabi1261,kabu1256,halh1238,cent1989,kiku1240,kiny1244,kirg1245,kimb1241,nort2641,cent2050,kore1280,laoo1244,ligu1248,limb1263,lith1251,lomb1257,luxe1241,luba1249,gand1255,lush1249,maga1260,mait1250,mala1464,mara1378,mina1268,mace1250,malt1254,mani1292,moss1236,maor1246,nucl1310,dutc1256,nepa1254,pedi1238,nuer1246,nyan1308,occi1239,oriy1255,panj1256,sout2649,west2369,plat1254,poli1260,port1283,dari1249,ayac1239,roma1327,russ1263,sans1269,sant1410,sici1248,shan1277,sinh1246,slov1268,shon1251,sind1272,soma1255,stan1288,sund1252,swed1254,swah1253,tami1289,tama1365,tata1255,telu1262,taji1245,taga1270,thai1261,tigr1271,tson1249,tumb1250,nucl1301,cent2194,ukra1253,umbu1257,urdu1245,vene1258,viet1252,wara1300,nucl1347,xhos1239,east2295,yoru1245,yuec1235"
