method,ndcg@3,performance_loss,top_1_accuracy,top_3_accuracy,n_folds,cnotc_trial_complexity,cnotc_pool_fraction,cnotc_near_oracle_coverage,cnotc_exact_best_coverage,cnotc_best_in_set_performance_loss,budget_10_at_5_size,budget_10_at_5_pool_fraction,budget_10_at_5_near_oracle_coverage,budget_10_at_5_exact_best_coverage,budget_10_at_5_best_in_set_performance_loss
single_new_gen,9.27321127428198,23.85584549052685,2.7027027027027026,7.027027027027027,185,138.85945945945946,79.32390312390312,93.51351351351352,74.5945945945946,0.841017096505195,10.0,5.712706212706213,61.62162162162163,8.64864864864865,7.304803104444392
lightgbm_lambdarank,14.470333601594223,24.918718244881934,6.486486486486487,14.054054054054054,185,42.68648648648649,24.385766935766938,94.5945945945946,45.40540540540541,1.3525658277451198,10.0,5.712706212706213,84.32432432432432,25.945945945945947,3.325391815954399
single_script,5.583206363982137,26.944867623478885,1.0810810810810811,3.2432432432432434,185,78.63783783783784,44.92276237276236,96.21621621621622,54.054054054054056,1.0279542436996425,10.0,5.712706212706213,62.16216216216216,5.9459459459459465,6.226783694577474
single_new_typ,7.183058109874526,27.622527307132998,1.6216216216216217,3.2432432432432434,185,79.92432432432433,45.6567041067041,92.97297297297298,51.891891891891895,1.4507932864260333,10.0,5.712706212706213,63.24324324324324,8.64864864864865,6.8682992103666685
composite_equal,9.565907465892746,27.87905107510577,2.1621621621621623,4.864864864864865,185,123.71891891891892,70.67700947700949,96.21621621621622,71.35135135135135,0.7918690869234125,10.0,5.712706212706213,68.10810810810811,14.054054054054054,8.323310843718202
single_distals_asjp,8.169912838545143,28.487811458855205,2.1621621621621623,7.027027027027027,185,100.04864864864865,57.15505440505441,95.13513513513514,65.4054054054054,0.8866799783523359,10.0,5.712706212706213,64.86486486486487,15.675675675675677,7.563872925753608
rrf_equal,10.214042720323754,28.926736089134327,1.6216216216216217,4.324324324324325,185,130.84864864864866,74.7490873990874,96.21621621621622,76.21621621621621,0.6229991635784216,10.0,5.712706212706213,65.4054054054054,13.513513513513514,8.425765460947723
single_new_geo,8.066774702632674,31.395053426469744,3.783783783783784,6.486486486486487,185,149.44324324324324,85.37193752193753,92.97297297297298,78.37837837837837,0.9767136773401335,10.0,5.712706212706213,64.86486486486487,13.513513513513514,9.290309060153064
mlp_listnet,8.89422568760872,34.267704819478354,2.1621621621621623,7.027027027027027,185,31.01081081081081,17.714864864864865,92.97297297297298,43.24324324324324,1.5812957935025271,10.0,5.712706212706213,76.75675675675676,21.08108108108108,4.139550641257278
single_distals_wiki_size,3.684945895016282,34.493927442122214,0.5405405405405406,2.7027027027027026,185,107.65945945945946,61.50257985257986,96.75675675675676,70.8108108108108,0.5505260324821453,10.0,5.712706212706213,54.59459459459459,4.864864864864865,9.795331486460823
random,2.555872484038764,41.81250250309228,0.5405405405405406,1.0810810810810811,185,61.4054054054054,35.07843102843105,95.67567567567568,44.86486486486487,1.1514056594221571,10.0,5.712706212706213,58.91891891891892,2.1621621621621623,7.641891940749492
