method,ndcg@3,performance_loss,top_1_accuracy,top_3_accuracy,n_folds,cnotc_trial_complexity,cnotc_pool_fraction,cnotc_near_oracle_coverage,cnotc_exact_best_coverage,cnotc_best_in_set_performance_loss,budget_10_at_5_size,budget_10_at_5_pool_fraction,budget_10_at_5_near_oracle_coverage,budget_10_at_5_exact_best_coverage,budget_10_at_5_best_in_set_performance_loss
lightgbm_lambdarank,79.98348701922187,9.504016445522964,12.5,37.5,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
single_new_typ,85.12547602128286,9.76035239332992,25.0,62.5,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
composite_equal,82.69068532088326,10.581889512070115,25.0,62.5,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
mlp_listnet,83.67364160929547,11.494824732270418,25.0,50.0,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
single_script,83.43920254750789,11.53385472718433,0.0,50.0,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
nnrank,84.87597027907466,11.645867542092878,12.5,62.5,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
single_distals_wiki_size,86.16146752958991,13.463788743268415,12.5,87.5,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
rrf_equal,83.50730444782334,13.476998094232847,25.0,62.5,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
single_new_geo,80.26312612227129,13.912780459122686,25.0,62.5,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
random,77.77530020197686,16.17888369760691,0.0,37.5,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
single_distals_asjp,79.1740993940694,18.095965952786898,25.0,37.5,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
single_new_gen,76.67120679335437,20.329185419454692,0.0,75.0,8,7.0,100.0,100.0,100.0,0.0,7.0,100.0,100.0,100.0,0.0
