model,method_type,n_cells_hrl,n_cells_mrl,n_cells_lrl,pl_hrl,pl_mrl,pl_lrl,raw_gap_hrl,raw_gap_mrl,raw_gap_lrl,pl_mrl_minus_hrl,pl_lrl_minus_hrl,raw_gap_mrl_minus_hrl,raw_gap_lrl_minus_hrl
mT5,Composite,7,7,6,14.355773550369403,18.47388802258297,19.329736633434152,7.440788922183098,9.88100445585757,8.080768238414992,4.118114472213566,4.973963083064749,2.440215533674471,0.6399793162318934
mT5,English,7,7,6,11.835616689836916,12.924368343104177,26.559729726677997,5.894310582167795,7.735506865321289,10.64128130795654,1.088751653267261,14.72411303684108,1.8411962831534945,4.746970725788745
mT5,Individual,7,7,6,21.073107325670854,22.16539632747045,23.831770458624803,11.786955486383894,11.809345815458219,9.271021170154278,1.092289001799596,2.7586631329539486,0.02239032907432481,-2.5159343162296164
mT5,Trained,7,7,6,20.756702401544693,16.659194001104165,16.212368317732277,12.274236275793289,9.119150714462613,6.986113634110121,-4.097508400440528,-4.544334083812416,-3.155085561330676,-5.2881226416831675
XLM-R,Composite,8,8,7,15.317141049178199,15.484270932913315,21.2844090898667,7.543290386783736,7.906551828649478,8.834575361123383,0.16712988373511628,5.9672680406885,0.36326144186574183,1.2912849743396464
XLM-R,English,8,8,7,17.37805710284586,15.537632892946005,27.784169339315415,7.653929881460913,8.403861321219441,10.951251659221436,-1.8404242098998562,10.406112236469554,0.7499314397585284,3.297321777760523
XLM-R,Individual,8,8,7,21.925563579405054,19.879259437314822,27.44260320504895,11.334748426866291,11.36836353150786,10.75714228422549,-2.046304142090232,5.517039625643896,0.03361510464156936,-0.5776061426408017
XLM-R,Trained,8,8,7,16.229441554481788,17.6461524406728,17.02789514483383,9.988762652388855,10.395556493461854,7.484310712378398,1.4167108861910123,0.7984535903520431,0.4067938410729983,-2.5044519400104575
